Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
117. Seance on a Wet Afternoon,1964,1h 55m,,7.6,7.7K,,A medium and her husband stage a kidnapping in order for her to pretend to solve the crime and achieve fame.,https://www.imdb.com/title/tt0058557/?ref_=sr_i_117
118. The Flesh Eaters,1964,1h 27m,Unrated,5.7,1.5K,,A group of young adults trapped on a desert island find the water inhabited by a violent form of flesh-eating organisms.,https://www.imdb.com/title/tt0058101/?ref_=sr_i_118
119. The Secret Invasion,1964,1h 35m,Approved,5.8,1.4K,,"In 1943, a group of hardened criminals is pardoned on the condition it accepts a mission to free a captive Italian general from the clutches of the Nazis.",https://www.imdb.com/title/tt0058561/?ref_=sr_i_119
120. At Midnight I'll Take Your Soul,1964,1h 24m,,6.9,4.1K,,A gravedigger prowls the city in search of a female to bear him a son.,https://www.imdb.com/title/tt0059440/?ref_=sr_i_120
121. The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,1964,1h 22m,Not Rated,2.3,5.4K,,Jerry falls in love with a stripper he meets at a carnival. Little does he know that she is the sister of a gypsy fortune teller whose predictions he had scoffed at earlier. The gypsy turns him into a zombie and he goes on a killing spree.,https://www.imdb.com/title/tt0057181/?ref_=sr_i_121
122. The Black Tulip,1964,1h 55m,,6.6,2.9K,,"French Revolution-era count leads double life as bandit ""Black Tulip,"" robbing village. Injured, he has brother impersonate him. Brother discovers count's selfish motives, sparking conflict between their principles and truth.",https://www.imdb.com/title/tt0058692/?ref_=sr_i_122
123. The Long Hair of Death,1964,1h 36m,Not Rated,6.3,1.9K,,A woman under suspicion of witchcraft is burned alive. Her curse brings her back from the dead for revenge.,https://www.imdb.com/title/tt0058307/?ref_=sr_i_123
124. Muscle Beach Party,1964,1h 35m,Approved,5.2,1.8K,,Local beach-goers find that their beach has been taken over by a businessman training a stable of body builders.,https://www.imdb.com/title/tt0058384/?ref_=sr_i_124
125. The Tomb of Ligeia,1964,1h 22m,Approved,6.4,7.1K,,A man's obsession with his dead wife drives a wedge between him and his new bride.,https://www.imdb.com/title/tt0059821/?ref_=sr_i_125
126. The Chalk Garden,1964,1h 46m,Approved,7.2,2.7K,,"An elderly woman hires a governess with a mysterious past to look after her disturbed, spoiled teenage granddaughter, who eventually understands the meaning of self-sacrifice as an example of love and grows into a better person.",https://www.imdb.com/title/tt0057933/?ref_=sr_i_126
127. The Horror of Party Beach,1964,1h 18m,Approved,3.3,3.3K,,Sea creatures created from radioactive sludge terrorize a beach community.,https://www.imdb.com/title/tt0058208/?ref_=sr_i_127
128. The Black Torment,1964,1h 25m,Not Rated,5.9,860,,"A lord returns to his manor with his new wife, to hear rumors that he had already secretly returned and had committed several murders. Has he lost his mind, or is something dark afoot?",https://www.imdb.com/title/tt0057890/?ref_=sr_i_128
129. The Magnificent Cuckold,1964,1h 57m,,6.8,796,,"Andrea Artusi begins to have doubts about the loyalty of his beautiful wife. When doubt becomes an obsession, his behavior becomes completely crazy, stalking her relentlessly.",https://www.imdb.com/title/tt0058316/?ref_=sr_i_129
130. Circus World,1964,2h 15m,Approved,6.1,3.1K,,"When circus proprietor Matt Masters decides to take his show on a European tour, it is beset by problems, while he searches for Lili, the mother of his adopted daughter, who disappeared years before.",https://www.imdb.com/title/tt0057952/?ref_=sr_i_130
131. Pale Flower,1964,1h 36m,Not Rated,7.7,4.6K,,"A gangster gets released from prison and has to cope with the recent shifts of power between the gangs, while taking care of a thrill-seeking young woman, who got in bad company while gambling.",https://www.imdb.com/title/tt0056327/?ref_=sr_i_131
132. Pajama Party,1964,1h 22m,Approved,4.9,1.3K,,"Sent to Earth to prepare for an invasion, a Martian scout lands amidst a swim party and tries to convince everyone that he really is who he says.",https://www.imdb.com/title/tt0058440/?ref_=sr_i_132
133. Gertrud,1964,1h 56m,Not Rated,7.3,7K,,"In the elegant world of artists and musicians, Gertrud ends her marriage to Gustav and takes a lover, the composer Erland Jansson.",https://www.imdb.com/title/tt0058138/?ref_=sr_i_133
134. The Pleasure Seekers,1964,1h 47m,Approved,5.6,793,,Three American lovelies rooming together in Madrid all manage to get themselves into seemingly-unhappy relationships with fellows.,https://www.imdb.com/title/tt0058479/?ref_=sr_i_134
135. McHale's Navy,1964,1h 33m,Approved,6.4,1.2K,,The crazy crew of McHale decide to use their PT boat as an off-track betting parlor and run in to lots of trouble when they owe money to some marines and a horse they bought causes a Japanese sub to run aground.,https://www.imdb.com/title/tt0058336/?ref_=sr_i_135
136. Rio Conchos,1964,1h 47m,Approved,6.6,2.4K,,A former Confederate officer and a Mexican try to prevent a former Confederate colonel from selling stolen rifles to renegade Apaches in Mexico.,https://www.imdb.com/title/tt0058525/?ref_=sr_i_136
"137. One Potato, Two Potato",1964,1h 32m,,7.2,955,,"In his wanderlust, Joe Cullen moves from the US to South America to work in a mining camp, he leaving behind his wife Julie and their infant daughter, Ellen Mary. After Joe stops writing and sending money, Julie, not expecting Joe ever to return to her in he being dissatisfied with married life, files for divorce, and moves with Ellen Mary to the town of Howard to start life anew working in the payroll department of Howard Factory. Among the people she meets and befriends in Howard is coworker Frank Richards, the friendship with him which slowly but eventually blossoms into romance. Despite some opposition from his parents, especially his father, Frank and Julie get married, Frank, in the process, becoming the only father that Ellen Mary has really ever known, a loving one at that. After Julie and Frank have a child of their own, William so named after his father, Joe, four years after his departure, returns solely wanting to reestablish a relationship of sorts with now adolescent Ellen Mary. After Joe sees Julie's new life, he changes his want from that relationship with Ellen Mary to suing for full custody. The sole issue, originally with William's Sr.'s objection to the marriage, and to Joe's want for full custody, is that Julie and Joe, and thus by association Ellen Mary, are white, while Frank is black.",https://www.imdb.com/title/tt0058429/?ref_=sr_i_137
138. Nightmare,1964,1h 22m,Approved,6.7,2.7K,,"A young woman is plagued by nightmares of her asylum-patient mother. Upon returning to her family home, the nightmares become real when she sees a strange woman pacing the halls.",https://www.imdb.com/title/tt0058405/?ref_=sr_i_138
139. The World's Most Beautiful Swindlers,1964,1h 48m,,5.6,554,,"Four swindle stories, taking place successively in Tokyo - Japan (Les cinq bienfaiteurs de Fumiko), Amsterdam - The Netherlands (La riviere de diamants), Italie (La feuille de route), and Paris - France (L'homme qui vendit la tour Eiffel).",https://www.imdb.com/title/tt0058480/?ref_=sr_i_139
140. Minnesota Clay,1964,1h 30m,Not Rated,6.0,975,,"Wrongfully imprisoned for a crime he did not commit, Minnesota Clay seeks revenge on the man who withheld evidence at his trial. The catch: he is going blind.",https://www.imdb.com/title/tt0058202/?ref_=sr_i_140
141. Murder Ahoy,1964,1h 33m,Approved,7.0,6K,,"After Miss Jane Marple is made a trustee of a merchant marine training vessel, a fellow trustee is poisoned, and ship's officers are later murdered after she comes on board.",https://www.imdb.com/title/tt0058382/?ref_=sr_i_141
142. Firelight,1964,2h 20m,,5.5,473,,Menacing flying saucers attack the citizens of a town.,https://www.imdb.com/title/tt0059181/?ref_=sr_i_142
143. The Quick Gun,1964,1h 27m,Approved,5.8,1K,,Gunslinger Clint Cooper returns to his hometown to help fight off a raid by his former gang.,https://www.imdb.com/title/tt0058507/?ref_=sr_i_143
144. Carry on Spying,1964,1h 27m,,6.2,3.2K,,"Agent Simpkins and trainees chase STENCH (the Society for the Total Extinction of Non-Conforming Humans) for a stolen chemical formula, using gadgets and disguises to defeat villains The Fat Man, Dr Milchman, and Dr Crow.",https://www.imdb.com/title/tt0057920/?ref_=sr_i_144
145. Apache Rifles,1964,1h 32m,Approved,6.4,3.4K,,A young cavalry officer is assigned the job of bringing in a band of Apaches who have been terrorizing the countryside.,https://www.imdb.com/title/tt0057851/?ref_=sr_i_145
146. Ensign Pulver,1964,1h 44m,Approved,5.9,1.8K,,"Life becomes harried after Ensign Pulver's prank. He and the captain are swept overboard during a storm, ending up on a tropical island with a group of shipwrecked nurses, dancing natives, and one very big case of appendicitis.",https://www.imdb.com/title/tt0058060/?ref_=sr_i_146
147. Crypt of the Vampire,1964,1h 25m,Not Rated,5.8,1.3K,,"Count Karnstein sends for a doctor to help his sick daughter Laura. Her nurse believes she is possessed by the spirit of a dead ancestor, Carmilla.",https://www.imdb.com/title/tt0057280/?ref_=sr_i_147
148. Nobody Waved Good-bye,1964,1h 20m,,7.0,357,,A teenage boy rebels against parental authority and must face a harsh reality when he tries to live on his own.,https://www.imdb.com/title/tt0059515/?ref_=sr_i_148
149. Russ Meyer's Fanny Hill,1964,1h 44m,GP,4.5,388,,"Young, pretty and innocent Fanny Hill has lost her parents and must find her way in life amidst the perils of turbulent 18th century London. She is fortunate enough to find rapidly a place as chambermaid of the effusive Mrs. Brown. Mrs. Brown lives in a large house teeming with female ""relatives"" in négligée and with very relaxed manners. She also insists that Fanny meets alone various gentlemen who show an ardent interest in Fanny.",https://www.imdb.com/title/tt0058088/?ref_=sr_i_149
150. Ride the Wild Surf,1964,1h 41m,TV-G,5.8,817,,Fabian and Shelley Fabares are among the '60s stars surfing their way to paradise along the famous beaches on Hawaii's North Shore.,https://www.imdb.com/title/tt0058523/?ref_=sr_i_150
151. The Prince and the Nature Girl,1964,1h 10m,Not Rated,4.1,132,,"Mostly edited footage and outtakes from previous Doris Wishman films, and a couple of newly shot scenes to form a new narrative.",https://www.imdb.com/title/tt0187420/?ref_=sr_i_151
"152. Welcome, or No Trespassing",1964,1h 14m,,7.9,3.6K,,A satirical comedy about the excessive restrictions that children face during their vacation in a Young Pioneer camp.,https://www.imdb.com/title/tt0058022/?ref_=sr_i_152
153. Girl with Green Eyes,1964,1h 31m,Not Rated,6.9,1.5K,,"In 1960s Dublin a young girl becomes involved with an older man, a much-travelled and still-married landowner.",https://www.imdb.com/title/tt0058142/?ref_=sr_i_153
154. Olga's Girls,1964,1h 10m,,5.1,357,,"Ruthless narcotics dealer and white slavery ring leader Olga keeps her harem of girls in line by hooking them on addictive drugs. Olga suspects an informant in their midst and uses various brutal methods of torture to weed out the squealer. Meanwhile, several of Olga's girls plot their revenge against Olga for her continual sadistic treatment of them.",https://www.imdb.com/title/tt0058427/?ref_=sr_i_154
155. Where Love Has Gone,1964,1h 54m,Approved,6.1,1.8K,,A divorced couple's teen-age daughter stands trial for stabbing her mother's latest lover.,https://www.imdb.com/title/tt0058745/?ref_=sr_i_155
156. Inferno,1964,1h 30m,,,,,"The film depicts the extreme jealousy of a hotelier, Marcel (Serge Reggiani, then 42 years old), towards his wife, Odette (Romy Schneider, then 26 years old).",https://www.imdb.com/title/tt0058059/?ref_=sr_i_156
157. Circle of Love,1964,1h 50m,Not Rated,5.5,670,,"A bed-hopping coterie of soldiers, prostitutes, maids, actors, and aristocrats swap lovers amid the opulence of pre-World War I Europe.",https://www.imdb.com/title/tt0058533/?ref_=sr_i_157
158. The Third Secret,1964,1h 43m,Approved,6.5,1.4K,,"The first secret is what we don't tell people, the second secret is what we don't tell ourselves, and the third secret is the truth. The death of a psychologist is investigated by his teenage daughter and a former patient.",https://www.imdb.com/title/tt0058649/?ref_=sr_i_158
159. Three Outlaw Samurai,1964,1h 34m,Not Rated,7.6,4.1K,,"When poor peasants kidnap a magistrate's daughter to coerce him into reducing their unfair taxes, a wandering ronin decides to give them some help.",https://www.imdb.com/title/tt0058652/?ref_=sr_i_159
160. Magic Christmas Tree,1964,1h,TV-G,2.4,333,,A boy is given a ring by an old witch. He uses the ring along with a magic Christmas tree which grants him 3 wishes.,https://www.imdb.com/title/tt0195039/?ref_=sr_i_160
161. The Disorderly Orderly,1964,1h 30m,Approved,6.3,3.5K,,Medical student Jerome Littlefield works as an orderly at a private clinic where he creates havoc due to his ineptitude.,https://www.imdb.com/title/tt0058018/?ref_=sr_i_161
162. The Leather Boys,1964,1h 48m,Not Rated,7.1,1.1K,,An immature teenager marries a young biker but becomes disenchanted with the realities of working-class marriage--and her husband's relationship with his best friend.,https://www.imdb.com/title/tt0057244/?ref_=sr_i_162
163. Rattle of a Simple Man,1964,1h 36m,,6.7,330,,"When a group of northern soccer fans are down in London for the Cup Final one of their number winds up with a lady of the night. As they talk, the unsophisticated and naive lad starts to believe he has found true love.",https://www.imdb.com/title/tt0058515/?ref_=sr_i_163
164. The Thin Red Line,1964,1h 39m,,6.7,865,,"In Guadalcanal during World War II, a private and his sergeant clash during the heat of battle with the Japanese.",https://www.imdb.com/title/tt0058648/?ref_=sr_i_164
165. Black Peter,1964,1h 25m,,7.0,3.2K,,Reality movie of a few days in the life of a Czech teenager when he starts work.,https://www.imdb.com/title/tt0056919/?ref_=sr_i_165
166. Emil and the Detectives,1964,1h 39m,Approved,6.1,861,,Emil goes to Berlin to see his grandmother with a large amount of money and is offered sweets by a strange man that make him sleep. He wakes up at his stop with no money. It is up to him and a group of children to save the day.,https://www.imdb.com/title/tt0058056/?ref_=sr_i_166
167. Mars na Drinu,1964,1h 47m,,8.4,2K,,"One Serbian army battery in the First World War, in forced march with no stopping and rest, arrives to Cer Mountain, and, in decisive moment, enters the fight and throws off Austrian troops which penetrated into the country. This is not only the chronicle of the Battle of Cer, but Serbian drama and drama of one nation who made impossible possible during the fight against the empire which wanted to take away their country. This drama is based on credible events and authentic documents.",https://www.imdb.com/title/tt0172776/?ref_=sr_i_167
168. Before the Revolution,1964,1h 45m,,6.8,3.2K,,"Following the death of his friend, an Italian youth grows increasingly closer to his young aunt.",https://www.imdb.com/title/tt0056371/?ref_=sr_i_168
169. L'insoumis,1964,1h 55m,,7.0,1.1K,,"Thomas, French Legion deserter, rescues hostage Dominique from terrorists. Wounded, he kills guard. Dominique funds his escape to France. Caught between Legion and vengeful terrorists.",https://www.imdb.com/title/tt0058232/?ref_=sr_i_169
170. Witchcraft,1964,1h 19m,Approved,6.1,1.6K,,"When her grave is disturbed by modern-day land developers, a 300-year-old witch is accidentally resurrected and terrorizes an English village.",https://www.imdb.com/title/tt0058753/?ref_=sr_i_170
171. Night Train to Paris,1964,1h 5m,Approved,5.1,390,,"Former OSS officer Alan Holiday, now living in London, is visited on New Year's Eve by Catherine Carrel who says she is a close friend of Jules Lemoine who served with Holiday during the war. Lemoine urgently requests that Holiday go to Paris on a secret mission. Lemoine visits and wants Alan to deliver a reel of tape which he gives him, and keeps a fake reel himself to deceive enemy agents. Lemoine is killed and the fake tape stolen. Holiday, poses as an assistant to photographer Louis Vernay, and they take three models along to further the ruse.",https://www.imdb.com/title/tt0058402/?ref_=sr_i_171
172. Carry on Jack,1964,1h 31m,Not Rated,5.9,2.7K,,"A new midshipman joins a frigate, encountering mutiny, pirates, mistaken identities, and shipwrecks while navigating Spanish waters with his captain, lover, and friend. Survival is uncertain in this swashbuckling adventure.",https://www.imdb.com/title/tt0057919/?ref_=sr_i_172
173. Agent 38-24-36,1964,1h 50m,,5.5,488,,"A Russian spy is supposed by the British Secret Service to steal some faked orders, but he is too stupid to succeed. His girlfriend tries to help him, but it seems he is too foolish to succeed.",https://www.imdb.com/title/tt0058703/?ref_=sr_i_173
174. Winnetou: The Red Gentleman,1964,1h 34m,,6.5,3.7K,,"Forester, a ruthless oil baron, wants to create a war between the native American tribes and the white men. Old Shatterhand, Winnetou and their sidekick Castlepool try to prevent this.",https://www.imdb.com/title/tt0058751/?ref_=sr_i_174
175. Weekend at Dunkirk,1964,1h 59m,Approved,6.9,2K,,"In June 1940, during the Dunkirk evacuation of Allied troops to England, French sergeant Julien Maillat and his men debate whether to evacuate to Britain or stay and fight the German troops that are closing-in from all directions.",https://www.imdb.com/title/tt0058740/?ref_=sr_i_175
176. I'd Rather Be Rich,1964,1h 36m,Approved,6.8,468,,"A young heiress is summoned to the bedside of her dying grandfather. The man's last wish is to meet her fiance, but problems arise when the fiance is delayed and a young chemical engineer is persuaded to take his place. When the grandfather suddenly (and secretly) recovers, he uses the situation to his advantage - playing matchmaker in an attempt to ensure his granddaughter's happiness.",https://www.imdb.com/title/tt0058222/?ref_=sr_i_176
177. Dear Heart,1964,1h 54m,Approved,7.2,1.9K,,"Bubbly, middle-aged Evie Jackson has been single and alone for quite some time. When she attends a postmasters' convention at a New York City hotel, she meets rakish greeting card salesman Harry Mork and falls in love.",https://www.imdb.com/title/tt0057999/?ref_=sr_i_177
178. Woh Kaun Thi?,1964,2h 20m,Not Rated,7.5,1.3K,,"One stormy night, a doctor offers a ride to a ghostly woman he meets on the side of the road. Later, he discovers his intended bride is identical in appearance to the ghost. Who was she and why does she haunt him?",https://www.imdb.com/title/tt0232960/?ref_=sr_i_178
179. The Visit,1964,1h 40m,Not Rated,7.4,2.1K,,"An unwed pregnant teenager is run out of town and years later she returns there as a rich woman, raising the town's expectations with her generosity, but she's only out for revenge.",https://www.imdb.com/title/tt0058724/?ref_=sr_i_179
180. The Lively Set,1964,1h 35m,Approved,5.8,283,,"Casey Owens (James Darren), a young mechanic, has developed a design for a turbine car engine, paving the way for a jet-powered auto certain to set a new land speed record. Wealthy playboy Stanford Rogers (Peter Mann) hires Casey to build a car for him to attempt to set a new Land Speed Record. Chuck Manning (Doug McClure), an engineering student Casey met in a drag race, discovers potential flaws in the car's design. After an unsuccessful test run, Rogers abandons the turbine-powered. He decides to turn his attention to race a car in the Tristate Endurance Race. Casey and Chuck buy the wrecked Land Speed car and salvage the Turbine Engine. They fix the Turbine and install it in a car that they enter in the Tristate Endurance Race. Pamela Tiffin plays Eadie, Chuck's sister, who becomes Casey's love interest.",https://www.imdb.com/title/tt0058296/?ref_=sr_i_180
181. The Death Ray of Dr. Mabuse,1964,1h 30m,,4.8,440,,The evil Dr. Mabuse develops a death ray with which he threatens the world.,https://www.imdb.com/title/tt0058667/?ref_=sr_i_181
182. A House Is Not a Home,1964,1h 38m,Not Rated,5.8,269,,"Biopic of notorious New York City Madam Polly Adler, set during the Roaring Twenties.",https://www.imdb.com/title/tt0058209/?ref_=sr_i_182
183. The Gendarme of Saint-Tropez,1964,1h 30m,,7.1,14K,,Gendarme Ludovic Cruchot is re-assigned to the French Riviera seaside resort town of Saint-Tropez where petty criminals and his own daughter give him a hard time.,https://www.imdb.com/title/tt0058135/?ref_=sr_i_183
184. The Castle of the Living Dead,1964,1h 30m,,5.7,1.3K,,"Count Drago invites entertainers to his castle, but what the people don't know is that Drago mummifies animals and humans.",https://www.imdb.com/title/tt0057924/?ref_=sr_i_184
185. Dr. Sex,1964,1h 3m,,3.8,254,,Three sex researchers discuss their strangest cases.,https://www.imdb.com/title/tt0058037/?ref_=sr_i_185
186. The Winston Affair,1964,1h 34m,Approved,6.6,914,,"In WW2, a US lieutenant stationed in India shoots dead a British NCO and admits his crime but his reason for the murder is so bizarre that it puzzles his defense counsel.",https://www.imdb.com/title/tt0058323/?ref_=sr_i_186
187. The Confession,1964,1h 36m,GP,3.7,165,,"Ginger Rogers, owner of a bordello, helps thief Ray Milland locate an ancient buried treasure.",https://www.imdb.com/title/tt0057961/?ref_=sr_i_187
188. Psyche 59,1964,1h 34m,Approved,6.0,593,,"In London, the pregnant wife of an industrialist falls down the stairs, loses her sight and has no recollection of the events but suspects that a mentally traumatic experience prior to the fall caused her accident.",https://www.imdb.com/title/tt0058499/?ref_=sr_i_188
189. Night Must Fall,1964,1h 41m,,6.4,1K,,"A psychotic killer gets in the good graces of his aging invalid employer, and worms his way into the affection of her beautiful daughter, with unpleasant results for all.",https://www.imdb.com/title/tt0058401/?ref_=sr_i_189
190. Black Like Me,1964,1h 45m,Approved,6.6,777,,"Based on the true story of a white reporter who, at the height of the civil-rights movement, temporarily darkened his skin to experience the realities of a black man's life in the segregated South.",https://www.imdb.com/title/tt0057889/?ref_=sr_i_190
191. The Shape of Night,1964,1h 49m,Not Rated,7.4,224,,A woman is pushed into prostitution by her violent yakuza boyfriend.,https://www.imdb.com/title/tt2162278/?ref_=sr_i_191
192. Agent 8 3/4,1964,1h 38m,,6.1,962,,"Czech-speaking, out-of-work Briton Nicholas Whistler (Dirk Bogarde) is unwittingly sent on a secret mission to Prague by British Intelligence.",https://www.imdb.com/title/tt0059282/?ref_=sr_i_192
"193. Lana, Queen of the Amazons",1964,1h 19m,,4.1,139,,"A scientist and his nephew are hosts of Lana, queen of the Amazons. Meanwhile, other white men penetrate the Brazilian jungle, wishing to find and take the legendary Amazons' treasure.",https://www.imdb.com/title/tt0058285/?ref_=sr_i_193
194. Old Shatterhand,1964,1h 29m,,6.1,1.9K,,"Renegades trying to get the army to abandon their fort get the Indians addicted to whiskey, then convince them to attack and drive out the soldiers.",https://www.imdb.com/title/tt0057380/?ref_=sr_i_194
195. Your Cheatin' Heart,1964,1h 39m,Not Rated,6.5,875,,The story of the country and western singer Hank Williams.,https://www.imdb.com/title/tt0058765/?ref_=sr_i_195
196. The Ape Woman,1964,1h 32m,,7.3,996,,A modest Neapolitan man meets a young woman with excessive hairiness. He exhibits her at fairs and marries her. It is after marriage that he receives a tempting offer from a French manager.,https://www.imdb.com/title/tt0057006/?ref_=sr_i_196
197. The Patsy,1964,1h 41m,Approved,6.2,2.6K,,An incompetent bellhop is recruited to fill in for a deceased comedian.,https://www.imdb.com/title/tt0058456/?ref_=sr_i_197
198. For Those Who Think Young,1964,1h 36m,Approved,5.2,589,,"A wealthy young man tries to woo a university student, while her two uncles work to popularize a local club.",https://www.imdb.com/title/tt0058110/?ref_=sr_i_198
199. Contest Girl,1964,1h 22m,,5.9,245,,"On a seaside holiday, pretty Bristol typist Shirley meets Dan Mackenzie from her local paper. He persuades her that she has what it takes in the world of beauty contests, and so it proves. Ditching her predictable fiancé and having to leave home, Shirley moves to London to continuing success. Increasingly smitten by her, Dan reckons he should be more than just her manager, but this is not at all the way Shirley sees things.",https://www.imdb.com/title/tt0057963/?ref_=sr_i_199
200. The Human Duplicators,1964,1h 20m,,3.2,940,,An alien is dispatched from a faraway galaxy to take over the Earth by duplicating humans and creating a race of zombies. But the alien's heart is softened by the persevering goodness of a beautiful blind woman.,https://www.imdb.com/title/tt0059290/?ref_=sr_i_200
201. Hamlet,1964,2h 20m,Not Rated,8.2,3K,,"After the death of the King of Denmark - Hamlet's father - his brother Claudius ascends the throne, who takes his widow Gertrude as his wife. Hamlet meets the ghost of his father and learns that he was killed by Claudius.",https://www.imdb.com/title/tt0058126/?ref_=sr_i_201
202. Mozambique,1964,1h 38m,Not Rated,5.3,298,,"An out-of-work and penniless American pilot is offered work in Mozambique and promptly becomes an unwitting pawn in a world of drug smuggling, kidnap and murder.",https://www.imdb.com/title/tt0059475/?ref_=sr_i_202
203. Server Sundaram,1964,2h 45m,Not Rated,7.9,394,,"A poor waiter falls for a rich woman. With the help of his best friend, he becomes a successful film actor. But he is unaware that his friend and his ladylove love each other.",https://www.imdb.com/title/tt0234697/?ref_=sr_i_203
204. Dis diefthyntis,1964,1h 36m,,7.7,1.6K,,"A young engineer works in a firm that is managed by a beautiful but rather ""stiff"" civil engineer woman. When they come face to face, there are sparks flying everywhere...",https://www.imdb.com/title/tt0177698/?ref_=sr_i_204
205. Caressed,1964,1h 21m,R,6.7,59,,"Tom, a high school senior, hopes for a university scholarship. Tom studies with Cathy, dates Elaine. Cathy gets pregnant by Tom. Bill's friends threaten to claim they slept with Cathy if she forces Tom to marry her.",https://www.imdb.com/title/tt0212542/?ref_=sr_i_205
206. Invitation to a Gunfighter,1964,1h 32m,Not Rated,6.3,2.4K,,"In New Mexico, a Confederate veteran returns home to find his fiancée married to a Union soldier, his Yankee neighbors rallied against him and his property sold by the local banker who then hires a gunman to kill him.",https://www.imdb.com/title/tt0058238/?ref_=sr_i_206
207. Starci na chmelu,1964,1h 33m,,7.2,436,,"A cult Czech musical from director Ladislav Rychman has remained popular with generations of Czech viewers for its sympathetic portrayal of young rebellion, timeless humor, and catchy songs courtesy of Jirí Malásek, Jirí Bazant and Vlastimil Hála.",https://www.imdb.com/title/tt0124888/?ref_=sr_i_207
208. Swastika,1964,1h 31m,,6.8,1.2K,,A childless housewife falls in love with a beautiful model.,https://www.imdb.com/title/tt0058326/?ref_=sr_i_208
209. Dog Star Man,1964,1h 18m,,6.3,1.3K,,An experimental film from Stan Brakhage in which a man and his dog ascend a wooded mountain.,https://www.imdb.com/title/tt5896468/?ref_=sr_i_209
210. The Thrill Killers,1964,1h 10m,Unrated,5.6,547,,Three psychotic murderers escape from a mental institution and stalk women in Los Angeles.,https://www.imdb.com/title/tt0058653/?ref_=sr_i_210
211. A Tiger Walks,1964,1h 31m,Approved,6.2,413,,"A tiger escapes from a circus truck as it passes by a small town, and hides itself in the surrounding woods. This throws the town into a panic and everyone wants the animal killed immediately, except for the daughter of the sheriff. She wants to capture the tiger and put it in a zoo, thereby saving the tiger's life. Her determination starts a nationwide campaign among children to raise the money to buy the tiger from the circus, but first, she, her father and an Indian tiger trainer must find the tiger before the National Guard do, who have orders to kill it on sight.",https://www.imdb.com/title/tt0058657/?ref_=sr_i_211
212. Ayee Milan Ki Bela,1964,2h 26m,,6.5,150,,"Shyam and Ranjeet are best friends who happen to fall in love with the same girl, which creates a rift between the two. In the misunderstandings that follow, Shyam is accused of stealing money.",https://www.imdb.com/title/tt0233147/?ref_=sr_i_212
213. The Brass Bottle,1964,1h 29m,Approved,6.3,1K,,An architect buys an antique brass bottle that contains an ancient genie who's determined to fulfill his new master's every wish.,https://www.imdb.com/title/tt0057897/?ref_=sr_i_213
214. Youngblood Hawke,1964,2h 17m,Unrated,6.1,451,,"Arthur Hawke works as a coal truck driver in Kentucky, he in the process trying to protect his widowed mother Sarah Hawke's property rights against his wealthy and cutthroat paternal uncles' mineral rights. Sarah, however, may be more astute in the matters of business than her son. In his spare time, Arthur is writing a novel under the pen name Youngblood Hawke, it, his first, which he is able to sell to a New York publishing house. As such, Arthur moves to New York City while he works on the necessary rewrites and contemplates his next novel, which he knows can and will pour out of him. Even before that first novel, Alms of Oblivion, is published, Arthur is the toast of certain literary circles in New York. Naive to the ways of the business, he gets caught up in this new life, in having to deal with the publishers, agents, managers, lawyers, critics, theater people who want him to translate the work into a play, and movie types who want to purchase the movie rights. He has to decide whose advice to follow in these matters, he potentially being overextended in he wanting to do and have it all. He does not realize until he is ensconced within this life that there was a latent passion associated with his work, the women around him who can smell it ooze off of him. The feminine advances for who he ultimately falls is that of Frieda Winter, a wealthy, married socialite and a frequent patron of the arts. In his affair with Frieda which needs to be hidden at every turn, Arthur may not yet realize that what he feels for his story editor, Jeanne Green, who initially discovered his unsolicited manuscript, is more than just professional gratitude. Through it all, Arthur may eventually come to the understanding that his standing in this world is solely judged on the success or failure of his latest work.",https://www.imdb.com/title/tt0058764/?ref_=sr_i_214
215. Love Meetings,1964,1h 32m,Not Rated,7.5,2.7K,,"Director Pasolini traverses Italy in 1963 with camera and microphone interviewing people in public places about sex, marriage and gender roles.",https://www.imdb.com/title/tt0057960/?ref_=sr_i_215
216. Guns at Batasi,1964,1h 43m,Approved,7.1,2K,,"Anachronistic strict Regimental Sergeant Major Lauderdale (Sir Richard Attenborough), on a remote colonial African army caught in a local coup d'etat, must use his experience to defend those in his care.",https://www.imdb.com/title/tt0058166/?ref_=sr_i_216
217. Diamonds of the Night,1964,1h 7m,Not Rated,7.3,3K,,Two Jewish boys escape from a train transporting them from one concentration camp to another. The film goes beyond the themes of war and anti-Nazism and concerns itself with man's struggle to preserve human dignity.,https://www.imdb.com/title/tt0058001/?ref_=sr_i_217
218. Sin in the Suburbs,1964,1h 28m,Not Rated,6.1,271,,"Several unhappy suburban housewives partake in numerous affairs. One of them gets the neighbors to join her and her fake brother's secret sex club. Meanwhile, the prudish closeted daughter of one of the women starts an affair with her.",https://www.imdb.com/title/tt0056491/?ref_=sr_i_218
219. Loving Couples,1964,1h 58m,Not Rated,6.6,816,,Three expectant mothers think back over their sex lives.,https://www.imdb.com/title/tt0058780/?ref_=sr_i_219
