Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
16. Dracula's Death,1921,1h 5m,,7.0,156,,A girl has frightening visions after visiting an insane asylum where one of the inmates claims to be Drakula and she can not be sure whether they were a nightmare or real.,https://www.imdb.com/title/tt0240464/?ref_=sr_i_16
17. The Queen of Sheba,1921,1h 30m,,6.7,70,,"The story of the ill-fated romance between Solomon, king of Israel, and the Queen of Sheba.",https://www.imdb.com/title/tt0012600/?ref_=sr_i_17
18. Camille,1921,1h 12m,Passed,6.5,1.1K,,"A courtesan and an idealistic young man fall in love, only for her to give up the relationship at his status-conscious father's request.",https://www.imdb.com/title/tt0012027/?ref_=sr_i_18
19. Peck's Bad Boy,1921,51m,,6.1,117,,"Trouble and havoc seem to trail Little Henry Peck wherever he goes and only his dear mother understands him. But when young Henry's pranks get his big sister's boyfriend, Dr. Martin, arrested, dad decides that the boy must be punished.",https://www.imdb.com/title/tt0012563/?ref_=sr_i_19
20. Adventures of Tarzan,1921,1h 13m,Approved,5.5,183,,"When Jane is abducted by Arab slave traders, Tarzan comes to her rescue, only to see her kidnapped again by Queen La of Opar. To save Jane, Tarzan must battle both the queen's minions and William Clayton, who seeks Tarzan's family title.",https://www.imdb.com/title/tt0011908/?ref_=sr_i_20
21. The Arrival from the Darkness,1921,1h,,6.3,154,,"Richard Bor brings his neighbor, the landowner Drazicky, an old book. The latter tries in vain to persuade his wife Dagmar to leave. In the book Drazicky finds the story of the Mystery of the Black Tower and he falls asleep. He goes into the tower and finds an alchemist's laboratory and the body of a man holding instructions describing how he can be revived. Drazicky successfully carries out the experiment and finds out that the man is his ancestor Jesek Drazicky who lived during the time of Rudolf II. He had become the apprentice of the alchemist Borro who had entrusted him with the mystery of the elixir of life.",https://www.imdb.com/title/tt0165435/?ref_=sr_i_21
22. Four Around the Woman,1921,1h 25m,Not Rated,5.9,728,,"Harry Yquem, a wealthy broker, remains obsessed with delusions of his devout wife's infidelity.",https://www.imdb.com/title/tt0012806/?ref_=sr_i_22
23. Markens grøde,1921,1h 15m,,6.5,266,,"After the Nobel prize winning Knut Hamsun-novel, with it's criticism of industrialization, urbanizing and loss of values. The farmer Isak makes a farm out of barren soil, together with Inger and their two sons. She kills the third.",https://www.imdb.com/title/tt0011440/?ref_=sr_i_23
24. A Mosca cieca,1921,17h 15m,,,,,,https://www.imdb.com/title/tt0821950/?ref_=sr_i_24
25. The Ace of Hearts,1921,1h 15m,Passed,6.8,1.5K,,Members of a secret anarchist group take revenge.,https://www.imdb.com/title/tt0011904/?ref_=sr_i_25
26. Mad Love,1921,1h 22m,,6.6,179,,"Richard De La Croix has a brother, Andreas, who has been driven insane by a notorious vamp and socialite named Sappho. A man-about-town named Teddy takes Richard to the Odeon to meet her, but when Sappho actually meets Richard, he is unaware that she is the woman who drove Andreas insane.",https://www.imdb.com/title/tt0012645/?ref_=sr_i_26
27. The Conquering Power,1921,1h 29m,TV-G,6.8,579,,"After losing his father, a playboy moves in with his miserly uncle, who seeks to cheat him out of his inheritance.",https://www.imdb.com/title/tt0012068/?ref_=sr_i_27
28. The Love Light,1921,1h 29m,Unrated,6.4,513,,"Angela (Mary Pickford) maintains a coastal lighthouse in Italy, where she awaits the return of her brothers from the war. She learns they are casualties and takes solace in the arms of an American sailor washed ashore.",https://www.imdb.com/title/tt0012408/?ref_=sr_i_28
29. Forbidden Fruit,1921,1h 27m,,6.6,221,,"Mary Maddock becomes a seamstress after her husband Steve wastes their money on booze. Her employer provides her as an escort to accompany millionaire Mallory. Her husband tries blackmailing Mallory and is later killed by his accomplice, leaving Mary free to wed the millionaire.",https://www.imdb.com/title/tt0012187/?ref_=sr_i_29
30. The Old Swimmin' Hole,1921,1h,,5.5,42,,The normal life of a young farm boy as he goes to school and as he relaxes in the country is depicted.,https://www.imdb.com/title/tt0012520/?ref_=sr_i_30
31. Lavender and Old Lace,1921,,,,,,"Mary Ainslie has been waiting 30 years for her fiancé, a sea captain, to return. She has kept a light burning in her window to guide him home. His son Carl, by another woman, arrives on vacation in the New England village where Mary lives. Mary is overcome by the resemblance between the young man and his father. The young man falls in love with Ruth, Mary's young comrade. On her deathbed, Mary wishes Carl and Ruth the romantic life that she did not live.",https://www.imdb.com/title/tt0012381/?ref_=sr_i_31
32. Hamlet,1921,2h 11m,,7.0,562,,"Danish silent movie-star Asta Nielsen formed her own production company to make this film, in which new elements are combined with features (and a few lines) familiar from Shakespeare's version of the legend. The most important of these changes sees Hamlet made into a female character - a princess forced to masquerade as a man by her scheming mother; from this follows Hamlet's secret passion for Horatio and rivalry with Ophelia for his love. Queen Gertrude is here presented as conspiring in her first husband's murder, and the old king's ghost does not appear - young Hamlet merely hears a voice from the tomb and (apparently) dreams of him. In addition, Hamlet now kills Claudius (in a fire) immediately upon returning from Norway with an army led by old school- friend Fortinbras, and it falls to Gertrude to engineer Hamlet's death in the fencing match as well as kill herself by accidentally drinking the poisoned wine.",https://www.imdb.com/title/tt0012249/?ref_=sr_i_32
33. Brewster's Millions,1921,1h 1m,Passed,6.8,50,,"Monte Brewster learns that he has inherited $10 million from his late grandfather, but then learns that he must spend $2 million in less than a year and remain unmarried to inherit the rest of the money.",https://www.imdb.com/title/tt0011998/?ref_=sr_i_33
34. Rip Van Winkle,1921,58m,,5.7,63,,"The story shows the development of the united state in divergent fields : Political, social and even economic field.",https://www.imdb.com/title/tt0012627/?ref_=sr_i_34
35. Danton,1921,1h,,6.4,59,,"The true story of the conflict between Danton and Robespierre, the leaders of the French Revolution.",https://www.imdb.com/title/tt0012092/?ref_=sr_i_35
"36. Mozarts Leben, Lieben und Leiden",1921,1h 27m,,4.5,28,,The happy and miserable life of Mozart,https://www.imdb.com/title/tt0765119/?ref_=sr_i_36
37. Lady Hamilton,1921,,,5.7,49,,"The dramatic story of Lady Hamilton's rise and fall in European society during the 1700s and early 1800s, including the romantic love story with Lord Nelson.",https://www.imdb.com/title/tt0012368/?ref_=sr_i_37
38. Tol'able David,1921,1h 39m,,7.1,2K,,"When three thuggish men are responsible for the death of his father and the crippling of his brother, young David must choose between supporting his family or risking his life and exacting vengeance.",https://www.imdb.com/title/tt0012763/?ref_=sr_i_38
39. Desperate Trails,1921,50m,,4.0,52,,"Bart Carson is in love with Lou and even goes to jail to save Walter A. Walker, a man she says is her brother but who is really a husband who has deserted his wife and two children.",https://www.imdb.com/title/tt0012102/?ref_=sr_i_39
40. Little Lord Fauntleroy,1921,1h 52m,Passed,6.7,393,,An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.,https://www.imdb.com/title/tt0012397/?ref_=sr_i_40
41. Stranger Than Fiction,1921,1h,,5.8,14,,"Society girl Diane Drexel invites her friends to see a screening of Carmen in which they have acted. She then tells the projectionist to show her original film, Stranger Than Fiction . This film then unfolds the following action: When the lights are turned up the guests find they have been robbed by the ""Black Heart,"" head of a notorious gang, who have left their familiar mark. Diane declares that she will not marry her indolent fiancé until he has tracked down the robbers. In the slums, Diane meets The Shadow and through him learns that Dick is endangered; with his help she joins the gang. Following a series of escapes, climaxed by an airplane stunt in which the ""Black Heart"" is forced to his death, the lights flash on and Diane informs the guests that this is her idea of how motion pictures ought to be made.",https://www.imdb.com/title/tt0012730/?ref_=sr_i_41
42. Theodora,1921,,,7.1,24,,"Teodora, a Roman courtesan and former slave girl, marries the Roman emperor Justinian and assumes the throne as Empress of Rome. But a love affair with a handsome Greek whom she meets in Byzantium leads to revolution and armed conflict in both Byzantium and Rome.",https://www.imdb.com/title/tt0010764/?ref_=sr_i_42
43. The Blot,1921,1h 31m,Passed,6.6,762,,"Professor teaches unmotivated wealthy students. Neighbor Olsen is rich, Griggs family is poor. Olsen and Reverend Gates admire Amelia Griggs. Wealthy student Phil befriends Reverend, recognizes class divide, tries to help.",https://www.imdb.com/title/tt0011979/?ref_=sr_i_43
44. Journey into the Night,1921,1h 21m,,6.2,568,,"Dr Eigil Borne is engaged to Hélène, a girl who is madly in love with him. At Hélène's birthday celebration, Eigil invites her to a cabaret, where he meets his other love, Lily, a passionate, fiery and funny dancer.",https://www.imdb.com/title/tt0011217/?ref_=sr_i_44
45. The Sky Pilot,1921,1h 17m,Not Rated,6.1,196,,The sky pilot is a preacher who helps Gwen walk again after a near-fatal accident.,https://www.imdb.com/title/tt0012699/?ref_=sr_i_45
46. Daniel Deronda,1921,,,5.8,13,,A Jewess refuses to wed the man who saved her from suicide until he discovers his mother is Jewish.,https://www.imdb.com/title/tt0012091/?ref_=sr_i_46
47. The Wallop,1921,50m,,3.9,44,,"John Wesley Pringle, adventurer at large, returns home after making his strike and finds his old girl friend, Stella, engaged to Christopher Foy, who is running for sheriff. Pringle foils an attempt by incumbent sheriff Matt Lisner to kill Foy, but when Foy is accused of a murder, Pringle, in a clever ruse, captures Foy, holds the posse at gunpoint, and then releases him, explaining his motive. Lisner is summarily dealt with, and Pringle returns to his mine.",https://www.imdb.com/title/tt0012818/?ref_=sr_i_47
48. Don't Tell Everything,1921,50m,,6.2,31,,"Marian Westover is loved by wealthy young Cullen Dale and his best friend Harvey Gilroy, whose loyalty to Dale keeps him silent. After they both sustain injuries in a polo game, Cullen shows particular solicitude in caring for his friend. Cullen proposes to and is accepted by Marian, but she becomes jealous of his former girlfriends, and when Jessica Ramsey arrives and tries to capture Cullen, Marian fails to emulate her athletic prowess. Jessica invites the couple to a mountain lodge, but when Marian refuses to go, Cullen sweeps her into an automobile and has a marriage ceremony performed. She returns home, and Cullen goes on to the lodge, keeping his marriage secret. A storm prevents Cullen from returning home, and Marian, in alarm, enlists Gilroy's aid. At the lodge, everything is explained to the satisfaction of all but Jessica.",https://www.imdb.com/title/tt0012117/?ref_=sr_i_48
49. Missing Husbands,1921,2h 52m,Not Rated,6.7,464,,"Two men, lost in the desert, meet Queen Antinea, ruler of Atlantis.",https://www.imdb.com/title/tt0010969/?ref_=sr_i_49
50. Squibs,1921,,,6.2,9,,"A cockney flower-girl is in love with a policeman, but her father is a bookie and her sister loves a crook.",https://www.imdb.com/title/tt0241977/?ref_=sr_i_50
51. Eldorado,1921,1h 40m,,7.1,537,,"Sibilla is a single mother, working as a gypsy dancer in a lousy cafe in the south of Spain. Unable to keep with the costs of his son's medical bills, she asks for help to Estiria, her son's biological father and one of the richest men in town. After being rejected, Sibilla vows to save her son's life by any means necessary - even at the cost of her own life.",https://www.imdb.com/title/tt0012134/?ref_=sr_i_51
52. The Mystery Road,1921,50m,,6.5,39,,A Lord's affianced son has affairs with a French peasant and an English girl who kills herself.,https://www.imdb.com/title/tt0012492/?ref_=sr_i_52
53. Queen of the Turf,1921,50m,,5.5,34,,"Bobbie Morton is a gutsy heroine in the grand Australian tradition. She's a champion horsewoman who can hold her own amongst the men of the racecourse. As part of her adventures she must come to the bottom of a secret race-rigging scam, as well as fend off the advances of an amorous squatter.",https://www.imdb.com/title/tt0012689/?ref_=sr_i_53
54. Mahasati Ansuya,1921,,,,,,"Retelling of the 'Ramayana' tale of Ansuya, who, with her husband Atri, shelters Rama, Seeta and Lakshmana during their banishment from Ayodhya. Notorious for a nude shot of Sakina (Ansuya).",https://www.imdb.com/title/tt0256168/?ref_=sr_i_54
55. A Sailor-Made Man,1921,47m,Passed,6.8,1.4K,,"An idle, wealthy playboy foolishly joins the Navy when the father of the girl he wants to marry tells him to get a job to prove himself worthy.",https://www.imdb.com/title/tt0012642/?ref_=sr_i_55
56. La terre,1921,1h 37m,,6.6,193,,"As Jean is walking across the countryside in search of work, he helps and befriends a young woman, Françoise, who is having trouble controlling the cow that she is leading. Jean finds work at a local farm, but he soon finds himself caught in the middle of the conflicts in Françoise's family. Her uncle Fouan has just decided to divide everything that he has amongst his two sons and his daughter, hoping that he can then spend the rest of his life at ease. But the details of the division only create bitterness, rivalry, and intrigue.",https://www.imdb.com/title/tt0012745/?ref_=sr_i_56
57. Dream Street,1921,1h 42m,Passed,5.5,226,,Three men in London compete for the love of a dance-hall girl.,https://www.imdb.com/title/tt0012122/?ref_=sr_i_57
58. The Devil,1921,58m,,6.2,88,,"Good has always defeated Bad, so can Truth be overcome by Evil?",https://www.imdb.com/title/tt0012107/?ref_=sr_i_58
59. Quatre-vingt-treize,1921,2h 45m,,5.7,44,,,https://www.imdb.com/title/tt0011612/?ref_=sr_i_59
60. God's Country and the Law,1921,1h,,7.5,10,,"'Poleon and his daughter Oachi live a quiet existence in the North Woods, as do their neighbors, André and Marie Beauvais. Doré, a villainous whiskey runner fleeing from the Northwest Mounted Police, is hospitably welcomed by 'Poleon; but when he forces his attentions on Oachi, her father drives him away. Terror-stricken by the loss of his rattlesnake idol, and thus deprived of communion with the evil spirits, he is welcomed at André and Marie's cabin but is likewise thrashed soundly and sent on his way. Doré returns when Marie is ill, in André's absence, and kidnaps her during a storm; she escapes and leaps over an embankment, there to be found unconscious by Oachi the next day. Doré, driven mad with fear, returns to their home wounded, and a vision of Marie brings his death.",https://www.imdb.com/title/tt0133809/?ref_=sr_i_60
61. The Dollar-a-Year Man,1921,50m,,5.7,21,,"Well to do laundryman Franklin Pinney finds himself uninvited to a party his yacht club is throwing for a visiting Prince. However he does meet him , hiding from a band of anarchists who have mistakenly bagged another man in his place. To help his sweetheart's secret service father, Pinney and the Prince help capture the bad guys.",https://www.imdb.com/title/tt0012114/?ref_=sr_i_61
62. Hintertreppe,1921,50m,,6.9,355,,"A crippled mailman is in love with a maid who lives in the same building he does in one of the city's poor neighborhoods. She, however, is in love with a wealthy, handsome young man. Desperate to win her love, he begins to intercept love letters they send to each other and replaces them with his own messages, which each thinks is from the other. His plan seems to be succeeding, but then something happens that bring tragic results to them all.",https://www.imdb.com/title/tt0012281/?ref_=sr_i_62
63. Jane Eyre,1921,1h 10m,,6.3,17,,"After a harsh childhood, orphan Jane Eyre is hired by Edward Rochester, the brooding lord of a mysterious manor house, to care for his young daughter.",https://www.imdb.com/title/tt0012329/?ref_=sr_i_63
64. The Hound of the Baskervilles,1921,1h 1m,,4.0,51,,"Sherlock Holmes comes to the aid of his friend Henry Baskerville, who is under a family curse and menaced by a demonic dog that prowls the bogs near his estate and murders people.",https://www.imdb.com/title/tt0011309/?ref_=sr_i_64
65. Too Wise Wives,1921,1h 20m,Passed,5.9,250,,An insecure wife fears her husband may be straying back to an old flame.,https://www.imdb.com/title/tt0012769/?ref_=sr_i_65
66. The Bull-Dogger,1921,50m,Passed,3.0,22,,A collection of shots showing the acts of the 101 Ranch Wild West Show.,https://www.imdb.com/title/tt0129804/?ref_=sr_i_66
67. Buried Treasure,1921,1h 10m,Passed,5.7,196,,"Strung around the idea of reincarnation, this film goes back in time to the days of the Spanish galleons and pirates burying their treasure; treasure to be found centuries later.",https://www.imdb.com/title/tt0012016/?ref_=sr_i_67
68. The Little Minister,1921,1h 10m,,7.0,72,,"In 1840 Scotland, a young lass named Babbie revels in the country life and frolics with the locals, simple weavers whose livelihood is threatened by increasing industrialization. When Lord Rintoul attempts to rout the rebellious weavers, Babbie always manages to send word in time to prevent their being taken by surprise. Gavin, new minister to the town, falls in love with Babbie, and his relationship with the young gypsy almost costs him his position. But what Gavin and his parishioners do not know is that Babbie is actually Lady Babbie, ward of Lord Rintoul.",https://www.imdb.com/title/tt0012398/?ref_=sr_i_68
69. A Small Town Idol,1921,1h 10m,Passed,6.2,82,,"Sam, a young man in a small town, is accused of being a thief. Unable to prove his innocence--and not knowing that he's being framed by a local villain to keep him away from pretty young Mary, the town beauty whom the villain wants for himself--he leaves town and goes to Hollywood to become an actor. He eventually returns home to town as a star, but once again finds himself the victim of the town villain, who this time abducts sweet young Mary. Sam must use all his acting skills to track down the villain and save Mary.",https://www.imdb.com/title/tt0012701/?ref_=sr_i_69
70. A Connecticut Yankee in King Arthur's Court,1921,1h 20m,,7.0,45,,"In 1921, a young man, having read Mark Twain's classic novel of the same title, dreams that he himself travels to King Arthur's court, where he has similar adventures and outwits his foes by means of very modern inventions including motorcycles and nitroglycerine.",https://www.imdb.com/title/tt0012067/?ref_=sr_i_70
71. The Silver Lining,1921,1h,,,,,"At a reception for Mr. and Mrs. Vance Leighton, three men are discussing the effects of heredity in shaping the careers of children. To prove his contention that the theory of heredity is often demonstrated to be false, John Strong, a secret service agent, tells a true story: Two orphan sisters are adopted, one by society leaders, the other by a couple of crooks. The latter, known as ""The Angel,"" becomes an expert pickpocket, while the other, Evelyn, becomes a reigning belle. The Angel is caught in the act by Johnson, a confidence man. Together with her adopted parents, they go to Havana, where she meets and falls in love with author Robert Ellington, Evelyn's estranged fiancé. Johnson compels her to help him swindle Ellington out of $25,000. Instead, she confesses to Ellington, and when her sister arrives she stages a love scene with Johnson to break off their relationship. Johnson, realizing that The Angel is in love, reveals to Ellington that he is a Secret Service agent. Ellington goes back to her, and they are married. To answer a skeptical listener's question whether society accepted the couple, Strong knowingly glances at the Leightons and reveals himself as the ""Johnson"" of the story.",https://www.imdb.com/title/tt0012691/?ref_=sr_i_71
72. The Nut,1921,1h 14m,Not Rated,6.5,309,,Eccentric inventor Charlie Jackson tries to interest wealthy investors in his girlfriend's plan to help children from poor neighborhoods.,https://www.imdb.com/title/tt0012513/?ref_=sr_i_72
73. A Perfect Crime,1921,50m,Passed,6.6,53,,"Wally Griggs, a timid bank messenger, lives another life as a dashing young sport whose tales of wild adventure interest bank president Halliday and romantically fascinate Mary, who has been swindled out of a fortune by Thaine, now district attorney. When Wally decides to hide some bank bonds and is arrested by Thaine, he sues for false imprisonment and wins back Mary's money. He then returns the bank funds, pretending aphasia, and decides to become an author.",https://www.imdb.com/title/tt0012565/?ref_=sr_i_73
74. The Diamond Queen,1921,,,6.4,21,,"Doris Harvey is just returning to her New York home from a fashionable girls' school, when she learns of her father's financial ruin. John Harvey, a diamond importer, operating individually, has been crushed by a powerful diamond syndicate. He cannot stand the thought of failure and rushes home to kill himself. Doris, after a wild dash in an automobile, assisted by a young man named Bruce Weston, reaches her father's side just after the fatal shot was fired. Bruce Weston is a member of the diamond syndicate, but was not a party to the ruin of Harvey. He falls in love with Doris and assists her in fighting the gang sent by the syndicate to obtain incriminating papers left by her father. The trend of events takes all of the principal characters to the diamond mines of Africa. Doris is captured by natives in the jungle and set up as their ruler.",https://www.imdb.com/title/tt0012109/?ref_=sr_i_74
75. The Mysterious Rider,1921,Passed,,,,,"Columbine, though in love with foreman Wilson Moore, agrees--out of gratitude to her foster father, Bellounds--to marry the ranch-owner's ne'er-do-well son, Jack Bellounds. While Wilson becomes friends with the ever-present Mysterious Rider (Hell Bent Wade), Jack is ensnared by Madge and Ed Smith into a scheme to rustle cattle from his father. The blame for the stolen stock falls on Wilson, and in the ensuing events Wade recognizes Ed Smith to be the murderer of his wife and discovers Columbine to be his long-lost daughter. Wade kills Smith in a fight, Wilson is cleared, Jack is exposed, and Columbine is united with her true love.",https://www.imdb.com/title/tt0012491/?ref_=sr_i_75
"76. Rich Girl, Poor Girl",1921,50m,Passed,,,,"Poor abused Nora runs into privileged bored Beatrice, while wandering onto the rich girl's family estate. Both girls notice the uncanny resemblance between each other, so they decide to switch places. However, trouble soon arises for both girls in their new roles.",https://www.imdb.com/title/tt0012621/?ref_=sr_i_76
77. Action,1921,50m,,4.8,57,,"Orphaned Molly is heir to a ranch and mine and falls under the influence of saloon-owner Plimsoll, who schemes to deprive her of the inheritance. Sandy Brouke and his pals, Soda Water Manning and Mormon Peters, wander off the range and champion the girl's interests. Sandy falls in love with the girl. The partners succeed in getting the mine from the conspirators and working it themselves while sending Molly off to school. Plimsoll frames Sandy and his men, however, and she returns to find them in jail. Through Molly's efforts Sandy is released, and ultimately the crooks are defeated.",https://www.imdb.com/title/tt0011906/?ref_=sr_i_77
78. The Freeze-Out,1921,50m,,4.1,52,,A cowpoke helps a pretty schoolteacher clean up a lawless town.,https://www.imdb.com/title/tt0012194/?ref_=sr_i_78
79. Die Rache einer Frau,1921,,,5.3,14,,"""A Woman's Revenge"" - In order to punish her cold, brutal aristocratic husband for murdering her lover, a woman becomes a common prostitute to shame him.",https://www.imdb.com/title/tt0457448/?ref_=sr_i_79
80. Sure Fire,1921,50m,,4.2,54,,Rancher Jeff Bransford returns to his ancestral acres and finds them heavily mortgaged and about to be foreclosed and is defended by hired men with guns.,https://www.imdb.com/title/tt0012734/?ref_=sr_i_80
81. The Great Adventure,1921,1h,,,,,An artist pretends to be a valet to escape a woman's advances. He marries another woman but must keep painting in secret to make enough money.,https://www.imdb.com/title/tt0012236/?ref_=sr_i_81
82. The Big Punch,1921,50m,,4.1,57,,"While preparing to enter a theological seminary, Buck aids his brother and some friends who are fleeing from justice, and thus implicated he is sent to prison for two years, where he meets again Hope Standish, a Salvation Army girl who had interested him. Returning home, he meets the old district circuit rider and promises to continue the circuit rider's work when he dies. The brother escapes from prison and is converted by Buck, who falls in love with Hope.",https://www.imdb.com/title/tt0011968/?ref_=sr_i_82
83. Innocent,1921,1h,,7.0,22,,"An orphan learns an artist's love is false, returns to the farm, and dies in a storm.",https://www.imdb.com/title/tt0012317/?ref_=sr_i_83
84. The Tales of a Thousand and One Nights,1921,2h 29m,,6.1,26,,"Story of the adventures of the resourceful Scheherazade. Newly married to Shahryar, a deranged monarch who murders his brides after the wedding night, Scheherazade manages to keep her head by entertaining her husband with exciting stories.",https://www.imdb.com/title/tt0154358/?ref_=sr_i_84
85. Shuchû nikki,1921,,,,,,,https://www.imdb.com/title/tt4473374/?ref_=sr_i_85
86. Under the Lash,1921,1h,,,,,"Deborah Krillet is the young wife of Simeon Krillet, a Boer farmer and religious fanatic. She falls in love with young Englishman Robert Waring, who comes to the farm as overseer. Krillet threatens to beat her for reading Shakespeare's Romeo and Juliet but relents when she falsely states that she is pregnant; later she confesses the lie to Waring and records it in her diary. Discovering the deception, Krillet tells Deborah he must kill her, and Waring, summoned by a servant during a storm, shoots Krillet to save Deborah. Krillet is reported to have been killed in the storm, but the farmer's sister, Anna, discovers the truth. To silence her, Deborah surrenders the farm and her husband's money. Waring discovers that his wife has been granted a divorce, and the lovers are united.",https://www.imdb.com/title/tt0012790/?ref_=sr_i_86
87. The Silent Call,1921,1h 10m,,4.3,21,,"When Flash's master, Clark Moran, goes out of town on business, Flash, who is part wolf, is falsely accused of sheepicide and sentenced to death by local ranchers. Escaping into the mountains, Flash finds a mate but has to leave his new companion to rescue his master's love, Betty, who has been kidnapped by the real sheep killer, Luther Nash.",https://www.imdb.com/title/tt0012685/?ref_=sr_i_87
88. All's Fair in Love,1921,50m,,,,,"While golfing, Natalie Marshall meets and falls in love with Bobby Cameron, and after a brief courtship they are married. Just as they are about to embark on their honeymoon, Vera, a young vamp with designs on Bobby, presents Natalie with a bracelet and an accompanying note and inscription that arouse the wife's jealousy and cause an immediate break between the couple. Following a hysterical exhibition and her refusal to see her husband, she determines to win him back by employing Vera's siren methods. She succeeds, but Bobby insists that he wants a real wife, not a vamp.",https://www.imdb.com/title/tt0011919/?ref_=sr_i_88
89. The Marriage of William Ashe,1921,1h,,,,,"In England, Lady Kitty Bristol leaves a French convent school after reading Freedom, a radical work by Geoffrey Cliffe. During a visit to London, Kitty meets Geoffrey Cliffe and William Ashe, Secretary of Home Affairs. Following her marriage to William, Kitty draws unflattering caricatures of British Cabinet members, to the amusement of her husband. Geoffrey advises her to publish them in a book, suggesting that it will advance William's career. She then creates a scandal by appearing semi-nude at a charity entertainment. William is forced to resign, and upon discovering that Kitty has left, he chastises Geoffrey for his influence. Later, William finds Kitty at the convent, and they are reconciled.",https://www.imdb.com/title/tt0012448/?ref_=sr_i_89
