Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. Zootopia 2,2025,1h 48m,PG,7.3,145K,73,"Brave rabbit cop Judy Hopps and her friend, the fox Nick Wilde, team up again to crack a new case, the most perilous and intricate of their careers.",https://www.imdb.com/title/tt26443597/?ref_=sr_i_1
2. A Minecraft Movie,2025,1h 41m,PG,5.6,164K,45,Four misfits are suddenly pulled through a mysterious portal into a bizarre cubic wonderland that thrives on imagination. To get back home they'll have to master this world while embarking on a quest with an unexpected expert crafter.,https://www.imdb.com/title/tt3566834/?ref_=sr_i_2
3. Lilo & Stitch,2025,1h 48m,PG,6.7,97K,53,"A lonely Hawaiian girl befriends a runaway alien, helping to mend her fragmented family.",https://www.imdb.com/title/tt11655566/?ref_=sr_i_3
4. Avatar: Fire and Ash,2025,3h 17m,PG-13,7.2,189K,61,"Jake and Neytiri's family grapples with grief, encountering a new, aggressive Na'vi tribe, the Ash People, who are led by the fiery Varang, as the conflict on Pandora escalates and a new moral focus emerges.",https://www.imdb.com/title/tt1757678/?ref_=sr_i_4
5. Superman,2025,2h 9m,PG-13,7.0,428K,68,"Superman must reconcile his alien Kryptonian heritage with his human upbringing as reporter Clark Kent. As the embodiment of truth, justice and the American way he soon finds himself in a world that views these as old-fashioned.",https://www.imdb.com/title/tt5950044/?ref_=sr_i_5
6. Wicked: For Good,2025,2h 17m,PG,6.6,70K,58,"Elphaba, the future Wicked Witch of the West and her relationship with Glinda, the Good Witch of the North. The second of a two-part feature film adaptation of the Broadway musical.",https://www.imdb.com/title/tt19847976/?ref_=sr_i_6
7. Jurassic World: Rebirth,2025,2h 13m,PG-13,5.8,201K,50,"Five years post-Jurassic World: Dominion (2022), an expedition braves isolated equatorial regions to extract DNA from three massive prehistoric creatures for a groundbreaking medical breakthrough.",https://www.imdb.com/title/tt31036941/?ref_=sr_i_7
8. Sinners,2025,2h 17m,R,7.5,501K,84,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",https://www.imdb.com/title/tt31193180/?ref_=sr_i_8
9. The Fantastic Four: First Steps,2025,1h 55m,PG-13,6.8,272K,65,"Forced to balance their roles as heroes with the strength of their family bond, the Fantastic Four must defend Earth from a ravenous space god called Galactus and his enigmatic herald, the Silver Surfer.",https://www.imdb.com/title/tt10676052/?ref_=sr_i_9
10. How to Train Your Dragon,2025,2h 5m,PG,7.7,138K,61,"As an ancient threat endangers both Vikings and dragons alike on the isle of Berk, the friendship between Hiccup, an inventive Viking, and Toothless, a Night Fury dragon, becomes the key to both species forging a new future together.",https://www.imdb.com/title/tt26743210/?ref_=sr_i_10
11. Obsession,2025,1h 48m,R,8.0,212K,77,"After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",https://www.imdb.com/title/tt37287335/?ref_=sr_i_11
12. Captain America: Brave New World,2025,1h 58m,PG-13,5.6,185K,42,"Sam Wilson, the new Captain America, finds himself in the middle of an international incident and must discover the motive behind a nefarious global plan.",https://www.imdb.com/title/tt14513804/?ref_=sr_i_12
13. Mission: Impossible - The Final Reckoning,2025,2h 49m,PG-13,7.1,235K,67,"Hunt and the IMF pursue a dangerous AI called the Entity that's infiltrated global intelligence. With governments and a figure from his past in pursuit, Hunt races to stop it from forever changing the world.",https://www.imdb.com/title/tt9603208/?ref_=sr_i_13
14. Thunderbolts*,2025,2h 7m,PG-13,7.1,287K,68,"After finding themselves ensnared in a death trap, an unconventional team of antiheroes must go on a dangerous mission that will force them to confront the darkest corners of their pasts.",https://www.imdb.com/title/tt20969586/?ref_=sr_i_14
15. F1: The Movie,2025,2h 35m,PG-13,7.6,374K,68,A Formula One driver comes out of retirement to mentor and team up with a younger driver.,https://www.imdb.com/title/tt16311594/?ref_=sr_i_15
16. The Conjuring: Last Rites,2025,2h 15m,R,6.2,105K,54,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,https://www.imdb.com/title/tt22898462/?ref_=sr_i_16
17. Weapons,2025,2h 8m,R,7.4,378K,81,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",https://www.imdb.com/title/tt26581740/?ref_=sr_i_17
18. Final Destination: Bloodlines,2025,1h 50m,R,6.7,167K,73,"Plagued by a recurring violent nightmare, a college student returns home to find the one person who can break the cycle and save her family from the horrific fate that inevitably awaits them.",https://www.imdb.com/title/tt9619824/?ref_=sr_i_18
19. Demon Slayer: Kimetsu No Yaiba Infinity Castle,2025,2h 35m,R,8.4,75K,67,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",https://www.imdb.com/title/tt32820897/?ref_=sr_i_19
