Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. The Old Dark House,1932,1h 12m,Approved,7.0,15K,,"Seeking shelter from a storm, five travelers are in for a bizarre and terrifying night when they stumble upon the Femm family estate.",https://www.imdb.com/title/tt0023293/?ref_=sr_i_1
2. Fanny,1932,2h 5m,Not Rated,7.8,2.2K,,"After Fanny's boyfriend leaves her and sails away, she finds out she's pregnant.",https://www.imdb.com/title/tt0022877/?ref_=sr_i_2
3. Freaks,1932,1h 4m,Not Rated,7.8,55K,80,"When a sideshow performer's friends discover that a trapeze artist only wants to marry him for his inheritance, they seek revenge.",https://www.imdb.com/title/tt0022913/?ref_=sr_i_3
4. Scarface,1932,1h 33m,PG,7.7,34K,90,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",https://www.imdb.com/title/tt0023427/?ref_=sr_i_4
5. Letty Lynton,1932,1h 24m,Approved,6.8,718,,"A socialite begins a shipboard romance with a wealthy man, but is blackmailed by a former lover.",https://www.imdb.com/title/tt0023132/?ref_=sr_i_5
6. The Mummy,1932,1h 13m,Not Rated,6.9,34K,,A resurrected Egyptian mummy searches Cairo for the girl he believes to be his long-lost princess.,https://www.imdb.com/title/tt0023245/?ref_=sr_i_6
7. Vampyr,1932,1h 15m,Approved,7.4,23K,,A drifter obsessed with the supernatural stumbles upon an inn from which a series of strange events lead him to a manor where a severely ill adolescent girl is slowly becoming a vampire.,https://www.imdb.com/title/tt0023649/?ref_=sr_i_7
8. Grand Hotel,1932,1h 52m,Approved,7.3,23K,79,A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,https://www.imdb.com/title/tt0022958/?ref_=sr_i_8
9. Trouble in Paradise,1932,1h 23m,Approved,7.9,18K,,"A gentleman thief and a lady pickpocket join forces to con the owner of a perfume manufacturer, but romantic entanglements and jealousies confuse the scheme.",https://www.imdb.com/title/tt0023622/?ref_=sr_i_9
10. Island of Lost Souls,1932,1h 10m,Approved,7.3,12K,,"A mad doctor conducts ghastly genetic experiments on a remote island in the South Seas, much to the fear and disgust of the shipwrecked sailor who finds himself trapped there.",https://www.imdb.com/title/tt0024188/?ref_=sr_i_10
11. White Zombie,1932,1h 9m,Passed,6.2,13K,,"A young man turns to a witch doctor to lure the woman he loves away from her fiancé, but instead turns her into a zombie slave.",https://www.imdb.com/title/tt0023694/?ref_=sr_i_11
12. The Sign of the Cross,1932,2h 5m,Approved,6.8,3.1K,,A Roman soldier becomes torn between his love for a Christian woman and his loyalty to Emperor Nero.,https://www.imdb.com/title/tt0023470/?ref_=sr_i_12
13. The Most Dangerous Game,1932,1h 3m,Approved,7.0,16K,,"Psychotic big game hunter, Count Zaroff, deliberately strands a luxury yacht on his remote island, where he begins to hunt the passengers for sport.",https://www.imdb.com/title/tt0023238/?ref_=sr_i_13
14. Tarzan the Ape Man,1932,1h 40m,Passed,6.9,9K,,"A trader and his daughter set off in search of the fabled graveyard of the elephants in deepest Africa, only to encounter a wild man raised by apes.",https://www.imdb.com/title/tt0023551/?ref_=sr_i_14
15. I Am a Fugitive from a Chain Gang,1932,1h 32m,Approved,8.2,16K,87,"A World War I veteran and aspiring engineer tries to re-enter civilian life. After being unwillingly caught up in a robbery, he suffers the intolerable conditions of a Southern chain gang, struggling to clear his name and prove his worth.",https://www.imdb.com/title/tt0023042/?ref_=sr_i_15
16. Love Me Tonight,1932,1h 44m,Passed,7.5,5.2K,,"A Parisian tailor finds himself posing as a baron in order to collect a sizeable bill from an aristocrat, only to fall in love with an aloof young princess.",https://www.imdb.com/title/tt0023158/?ref_=sr_i_16
17. Three on a Match,1932,1h 3m,Passed,7.1,5K,63,"Although Vivian Revere is seemingly the most successful of a trio of reunited schoolmates, she throws it away by descending into a life of debauchery and drugs.",https://www.imdb.com/title/tt0023590/?ref_=sr_i_17
18. Murders in the Rue Morgue,1932,1h 1m,Passed,6.3,6K,,"A mad scientist seeks to mingle human blood with that of an ape, and resorts to kidnapping women for his experiments.",https://www.imdb.com/title/tt0023249/?ref_=sr_i_18
19. The Beast of the City,1932,1h 26m,Passed,6.7,1.7K,,Police Chief Jim Fitzpatrick ruthlessly goes after organized crime and is prepared to use brutal and violent methods to fight it.,https://www.imdb.com/title/tt0022660/?ref_=sr_i_19
20. Merrily We Go to Hell,1932,1h 23m,Passed,6.9,2.4K,,"A drunken newspaperman is rescued from his alcoholic haze by an heiress whose love sobers him up and encourages him to write a play, but he lapses back into dipsomania.",https://www.imdb.com/title/tt0023213/?ref_=sr_i_20
21. Two Seconds,1932,1h 7m,,6.9,1.4K,,"A condemned murderer, in the process of being executed, relives the events that led to his being sentenced to die in the electric chair.",https://www.imdb.com/title/tt0023629/?ref_=sr_i_21
"22. I Was Born, But...",1932,1h 30m,Not Rated,7.8,6.8K,91,Two young brothers throw a tantrum when they discover that their father isn't the most important man in his workplace.,https://www.imdb.com/title/tt0023634/?ref_=sr_i_22
23. The Mouthpiece,1932,1h 26m,Unrated,7.2,685,,Prosecutor becomes a defense attorney after an innocent man is sent to an electric chair.,https://www.imdb.com/title/tt0023240/?ref_=sr_i_23
24. The Bitter Tea of General Yen,1932,1h 28m,Passed,6.9,4.8K,,A Chinese warlord and an engaged Christian missionary fall in love.,https://www.imdb.com/title/tt0023814/?ref_=sr_i_24
25. The Hurricane Express,1932,3h 47m,Passed,5.3,756,,"When his father is killed in a train wreck, Larry Baker vows to unmask a mysterious criminal called ""The Wrecker,"" who has targeted the L&M Railroad for deadly"" accidents.""",https://www.imdb.com/title/tt0023038/?ref_=sr_i_25
26. The Hatchet Man,1932,1h 14m,,6.2,961,,A hatchet man is ordered to kill his close friend for the sake of Tong.,https://www.imdb.com/title/tt0022979/?ref_=sr_i_26
27. Air Mail,1932,1h 24m,Approved,6.5,583,,A group of air mail pilots risk their lives to deliver important mail through bad weather conditions.,https://www.imdb.com/title/tt0022615/?ref_=sr_i_27
28. Kuhle Wampe or Who Owns the World?,1932,1h 11m,,6.6,963,,"During Great Depression, a family is evicted from their apartment and with no other option they move to a tent camp called Kuhle Wampe.",https://www.imdb.com/title/tt0023104/?ref_=sr_i_28
"29. Gli uomini, che mascalzoni...",1932,1h 4m,,6.8,561,,"Bruno, a young Milanese driver, falls in love with Mariuccia, dependent on a perfumery. Wanting to impress her, he shows up for their first date, in his employer's car.",https://www.imdb.com/title/tt0023645/?ref_=sr_i_29
30. The Shadow of the Eagle,1932,3h 38m,Passed,5.5,503,,The Eagle uses sky writing to make threats against a corporation. Nathan Gregory owns a traveling fairground and is thought to be the Eagle. Craig McCoy is a pilot who goes looking for the Eagle when Gregory turns up missing.,https://www.imdb.com/title/tt0023456/?ref_=sr_i_30
31. Kongo,1932,1h 26m,Passed,6.5,1.3K,,"Trapped in a wheelchair, a disabled white man proclaims himself a living god over natives in Africa, using trickery. He sadistically imprisons whites, awaiting vengeance on the man who crippled him and stole his wife",https://www.imdb.com/title/tt0023101/?ref_=sr_i_31
32. Red Dust,1932,1h 23m,Passed,7.2,5.3K,66,The owner of a rubber plantation becomes involved with the new wife of one of his employees.,https://www.imdb.com/title/tt0023382/?ref_=sr_i_32
33. A Farewell to Arms,1932,1h 20m,Approved,6.4,7.7K,,An American ambulance driver and an English nurse fall in love in Italy during World War I.,https://www.imdb.com/title/tt0022879/?ref_=sr_i_33
34. Shanghai Express,1932,1h 22m,Approved,7.3,12K,83,A notorious woman rides a train through a dangerous situation with a British captain she loved.,https://www.imdb.com/title/tt0023458/?ref_=sr_i_34
35. Horse Feathers,1932,1h 8m,Approved,7.5,14K,83,"Quincy Adams Wagstaff, Huxley University's new president, accidentally hires bumblers Baravelli and Pinky to help his school win the big football game against their rival, Darwin University.",https://www.imdb.com/title/tt0023027/?ref_=sr_i_35
36. This Naked Age,1932,56m,,5.2,113,,"Using some stock footage and voice-over narration, this film examines the phenomenon of nudism throughout the world. Beginning in ancient Greece, the film tells of the origins of the nudist movement in the 4th and 5th centuries to the present.",https://www.imdb.com/title/tt0027091/?ref_=sr_i_36
37. Night World,1932,58m,,6.9,573,,Story of the goings-on at a Prohibition-era nightclub.,https://www.imdb.com/title/tt0023271/?ref_=sr_i_37
38. The Blue Light,1932,1h 25m,,6.8,1.6K,,"When the moon is full, young men die attempting to reach the mysterious blue light in the mountains.",https://www.imdb.com/title/tt0022694/?ref_=sr_i_38
39. Rain,1932,1h 34m,Approved,6.9,3.5K,,A prostitute newly arrived in the South Pacific finds herself at odds with a stern missionary determined to save her soul.,https://www.imdb.com/title/tt0023369/?ref_=sr_i_39
40. Doctor X,1932,1h 16m,Unrated,6.4,4.9K,,A wisecracking New York reporter intrudes on a research scientist's quest to unmask The Moon Killer.,https://www.imdb.com/title/tt0022827/?ref_=sr_i_40
41. The Death Kiss,1932,1h 15m,Passed,6.0,1.7K,,Murder during film shoot sparks search for a killer.,https://www.imdb.com/title/tt0023935/?ref_=sr_i_41
42. Blonde Venus,1932,1h 33m,Passed,7.1,6.4K,,A cabaret singer takes up with a millionaire to pay for her gravely-ill husband's operation.,https://www.imdb.com/title/tt0022698/?ref_=sr_i_42
43. American Madness,1932,1h 15m,Passed,7.4,2.7K,,"Socially-conscious banker Thomas Dickson faces a crisis when his protégé is wrongly accused of robbing the bank, gossip of the robbery starts a bank run, and evidence suggests Dickson's wife had an affair...all on the same day.",https://www.imdb.com/title/tt0022626/?ref_=sr_i_43
44. Payment Deferred,1932,1h 21m,Approved,6.8,874,,A man poisons his nephew out of desperation for money.,https://www.imdb.com/title/tt0023326/?ref_=sr_i_44
45. Red-Headed Woman,1932,1h 19m,Passed,7.0,4K,,A gold-digging secretary will do whatever it takes to get ahead in society-including luring her morally minded boss away from his happy marriage.,https://www.imdb.com/title/tt0023385/?ref_=sr_i_45
46. Man Wanted,1932,1h 2m,Passed,6.5,1.1K,,A female editor of a magazine falls in love with her male secretary.,https://www.imdb.com/title/tt0023180/?ref_=sr_i_46
47. Lawyer Man,1932,1h 12m,Approved,6.5,1.3K,,Attorney Anton Adam defeats rival Bentley in murder case and gets partnership offer. His career crashes when framed by racketeer Gilmurry and actress in fake lawsuit. Secretary Olga remains loyal through it all.,https://www.imdb.com/title/tt0023125/?ref_=sr_i_47
48. The Blood of a Poet,1932,55m,Not Rated,7.2,8K,67,"Told in four episodes - an unnamed artist is transported through a mirror into another dimension, where he travels through various bizarre scenarios.",https://www.imdb.com/title/tt0021331/?ref_=sr_i_48
49. The Purchase Price,1932,1h 8m,TV-PG,6.4,2.2K,,A torch singer becomes a farmer's mail-order bride.,https://www.imdb.com/title/tt0023362/?ref_=sr_i_49
50. One Way Passage,1932,1h 7m,Approved,7.5,5K,73,"A terminally ill woman and a debonair murderer facing execution meet and fall in love on a trans-Pacific crossing, each without knowing the other's secret.",https://www.imdb.com/title/tt0023305/?ref_=sr_i_50
51. Million Dollar Legs,1932,1h 4m,Approved,6.8,1.6K,,A small country on the verge of bankruptcy is persuaded to enter the 1932 Los Angeles Olympics as a means of raising money.,https://www.imdb.com/title/tt0023225/?ref_=sr_i_51
52. Night After Night,1932,1h 13m,Passed,6.7,1.4K,,A successful ex-boxer opens a high-class speakeasy in what once was the childhood home of a formerly rich society girl.,https://www.imdb.com/title/tt0023266/?ref_=sr_i_52
53. File 113,1932,53m,,,,,"A Parisian cop sets out to solve a sudden series of crimes, including robbery and blackmail.",https://www.imdb.com/title/tt0022887/?ref_=sr_i_53
54. If I Had a Million,1932,1h 28m,Approved,6.9,2.6K,,A dying tycoon gives million-dollar windfalls to eight people picked from the city directory.,https://www.imdb.com/title/tt0023049/?ref_=sr_i_54
55. Rasputin and the Empress,1932,2h 1m,Approved,6.5,1.4K,,"A prince plots to kill the mad monk Rasputin for the good of the czar, the czarina and Russia.",https://www.imdb.com/title/tt0023374/?ref_=sr_i_55
56. A Successful Calamity,1932,1h 12m,Approved,6.9,590,,A wealthy industrialist tests the loyalty of his spoiled children and selfish wife by pretending to be broke.,https://www.imdb.com/title/tt0023537/?ref_=sr_i_56
57. Pack Up Your Troubles,1932,1h 8m,Passed,7.2,3K,,Two war veterans help an orphaned child find her grandfather.,https://www.imdb.com/title/tt0023312/?ref_=sr_i_57
58. Forbidden,1932,1h 25m,Approved,6.9,2.4K,,"A librarian takes a cruise and falls for an unobtainable man, a district attorney married to an invalid.",https://www.imdb.com/title/tt0022905/?ref_=sr_i_58
59. Number 17,1932,1h 6m,TV-PG,5.6,6.1K,51,"A gang of thieves gather at a safe house following a robbery, but a detective is on their trail.",https://www.imdb.com/title/tt0023285/?ref_=sr_i_59
60. Broken Lullaby,1932,1h 16m,Approved,7.6,1.9K,,French soldier travels to Germany to find a family of a man he killed during World War I.,https://www.imdb.com/title/tt0022725/?ref_=sr_i_60
61. Jewel Robbery,1932,1h 8m,Passed,7.2,3K,,A gentleman thief charms a Viennese baron's wife and also conducts a daring daylight robbery of a jewellers.,https://www.imdb.com/title/tt0023074/?ref_=sr_i_61
62. You Said a Mouthful,1932,1h 10m,Passed,6.1,581,,Shipping clerk Joe Holt is mistaken for a swimming champion and expected to compete in a long-distance swim race off Catalina Island.,https://www.imdb.com/title/tt0023716/?ref_=sr_i_62
63. One Hour with You,1932,1h 18m,Passed,7.0,3.3K,,An unhappily married couple try to come between a happy one.,https://www.imdb.com/title/tt0023303/?ref_=sr_i_63
64. Hot Saturday,1932,1h 13m,Approved,6.5,1.5K,,A pretty but virtuous small-town bank clerk is the victim of a vicious rumor from an unsuccessful suitor that she spent the night with a notorious womanizer.,https://www.imdb.com/title/tt0023028/?ref_=sr_i_64
65. The Phantom of Crestwood,1932,1h 16m,Passed,6.5,912,,"Jenny Wren is found dead after threatening to blackmail some prominent men, and it's up to a detective to find out what happened to Jenny.",https://www.imdb.com/title/tt0023335/?ref_=sr_i_65
66. Tiger Shark,1932,1h 17m,Passed,6.3,1.3K,,A tuna fisherman marries a woman who doesn't love him.,https://www.imdb.com/title/tt0023594/?ref_=sr_i_66
67. This Is the Night,1932,1h 20m,Approved,6.6,1.2K,,An affair is almost exposed when Claire's husband unexpectedly returns early from the Summer Olympics.,https://www.imdb.com/title/tt0023584/?ref_=sr_i_67
68. Devil and the Deep,1932,1h 18m,Approved,6.3,1K,,A man sets out for revenge after learning of his wife's affair.,https://www.imdb.com/title/tt0022814/?ref_=sr_i_68
69. Thirteen Women,1932,1h 13m,Approved,6.3,2.3K,,A young woman plots astrological revenge on schoolgirls from her past.,https://www.imdb.com/title/tt0023582/?ref_=sr_i_69
70. So Big!,1932,1h 21m,Unrated,6.8,2K,,"After Selina's father dies, she's offered a job as a teacher in a small town and a new chapter of her life begins.",https://www.imdb.com/title/tt0023491/?ref_=sr_i_70
71. A Bill of Divorcement,1932,1h 10m,Approved,6.5,2.1K,,"A man, Hilary Fairfield returns home after fifteen years in a mental asylum. However, he finds things are not the way they were when he left.",https://www.imdb.com/title/tt0022685/?ref_=sr_i_71
72. Call Her Savage,1932,1h 28m,Passed,7.0,1.3K,,"Sexy Texas gal storms her way through life, brawling and boozing until her luck runs out, forcing her to learn the errors of her ways.",https://www.imdb.com/title/tt0022737/?ref_=sr_i_72
73. The Mask of Fu Manchu,1932,1h 9m,G,6.2,4.1K,,Englishmen race to find the tomb of Genghis Khan before the sinister Fu Manchu does.,https://www.imdb.com/title/tt0023194/?ref_=sr_i_73
74. The Monster Walks,1932,57m,Passed,4.1,1.2K,,People in an old dark house on a stormy night are menaced by a killer ape.,https://www.imdb.com/title/tt0023236/?ref_=sr_i_74
75. The Man Who Played God,1932,1h 20m,TV-G,6.8,1.4K,,"After losing his hearing, a musician uses lip-reading to help others.",https://www.imdb.com/title/tt0023181/?ref_=sr_i_75
76. Bird of Paradise,1932,1h 20m,Passed,6.0,1.8K,,"A native girl falls for a visitor to her island, but she's chosen to be sacrificed to the volcano god.",https://www.imdb.com/title/tt0022689/?ref_=sr_i_76
77. Central Park,1932,58m,Passed,6.3,616,,Gangsters posing as police officers offer a woman a chance to make money if she helps them out.,https://www.imdb.com/title/tt0022751/?ref_=sr_i_77
78. The Last Mile,1932,1h 15m,Approved,6.2,470,,An innocent man sentenced to death gets caught up in a prison riot.,https://www.imdb.com/title/tt0023117/?ref_=sr_i_78
79. The Thirteenth Guest,1932,1h 9m,Passed,5.7,1.1K,,"Thirteen years ago, somebody murdered the wealthy host of a dinner party. Now, the guests from that event reunite at the creepy house where the crime took place to figure out who inherited the victim's estate.",https://www.imdb.com/title/tt0023583/?ref_=sr_i_79
80. Skyscraper Souls,1932,1h 39m,Passed,7.2,1.1K,,An entrepreneur will let nothing stand in his way of acquiring a 100-story office building.,https://www.imdb.com/title/tt0023486/?ref_=sr_i_80
81. Back Street,1932,1h 33m,Passed,7.0,1.3K,,"A woman's love for and devotion to a married man results in her being relegated to the ""back streets"" of his life.",https://www.imdb.com/title/tt0022651/?ref_=sr_i_81
82. Little Orphan Annie,1932,1h 10m,,6.3,125,,"Daddy Warbucks has to go on a long trip, leaving Annie alone. While wandering the street, Sandy leads Annie to discover Mickey, who is crying. Mickey's grandmother recently died, and he is about to be taken away by Mrs. Berger to the orphanage. He chooses to go with Annie to the shack where she and Daddy Warbucks live. She feeds him leftover pig's feet, cream puff and assorted food, but by the next morning he has a stomach ache. Annie takes him to an orphanage where he will be taken care of, but is herself is taken into custody. While in the orphanage, Annie takes care of Mickey. One day, Mrs. Stewart (a rich dowager) appears, wanting to adopt. The children a paraded before her. Hearing of her contrary nature, Annie makes sure that Mickey catches her attention by saying bad things about him, and by the end of the interview, Mrs. Stewart adopts him. In the orphanage, Annie misses Mickey, and although she's written four letters, Mickey has not responded (because he can't write). Meanwhile, in Mrs. Stewart's home, Mickey is happy, but appears to be angry with Annie, for having said the bad things about him in the adoption process. Annie decides to visit Mickey, and appears by his window just after he's been put to bed since Mrs. Stewart is holding a dinner party. Annie tries to reconcile with Mickey who brings Annie into the house. They pass by the kitchen where Annie takes some cheese dip and Sandy makes off with the main course, a roast beef. The dinner party guests tell about their brushes with supernatural apparitions, although Mrs. Stewart doesn't believe a word of it. Meanwhile, Mickey and Annie find themselves in Mrs. Stewart's bedroom, where Sandy performs tricks for Mickey, and Annie does imitations of Harpo Marx, Chico Marx, Groucho Marx (from the film Horse Feathers (1932)) and Mrs. Stewart. The dinner party ends with the guests humorously wondering if the missing roast beef was also a supernatural occurrence. Upon hearing them leave, Mickey quickly gets back into bed, Sandy goes into Mrs. Stewart's closet, and Annie is stuck in her room. While Mrs. Stewart reads, she sees what she think is an apparition (really just Annie trying to escape stealthily). Mrs. Stewart makes her way to her room, but as she's preparing for bed she sees a ghostly figure (Sandy in a sheet) escape from the closet it door. After a bit of rambunctious chasing, Mrs. Stewart confronts Annie asking her what she's doing in the house. Annie is ejected, but Mickey now doesn't want Annie to go. As he tries to call to her from his second floor window, Mickey falls out of the window to everyone's horror. After some doubt, the doctor declares he will survives and will be able to remove a brace by Christmas. It's Christmas, Mickey is now back to health, and Mrs. Stewart has thrown a party for all the orphans from the orphanage, including Annie. Suspecting something odd, Annie walks up to Santa and discovers it's really Daddy Warbucks. The film ends happily for all.",https://www.imdb.com/title/tt0023142/?ref_=sr_i_82
83. Texas Cyclone,1932,1h 3m,Passed,5.9,477,,"Pecos Grant rides into a strange town only to find that everyone recognizes him, not as Pecos Grant, but as a presumed-dead man named Rawlins. Even Rawlins' wife thinks her husband has come back. Pecos sets out to solve the mystery.",https://www.imdb.com/title/tt0023567/?ref_=sr_i_83
84. Penguin Pool Murder,1932,1h 10m,Passed,6.9,1.7K,,Shady stockbroker and abusive husband Gerald Parker is found dead in the penguin pool of a NYC aquarium after being knocked cold by his wife's boyfriend.,https://www.imdb.com/title/tt0023327/?ref_=sr_i_84
85. What Price Hollywood?,1932,1h 28m,Passed,7.0,2.9K,,The career of a waitress takes off when she meets an amiable drunken Hollywood director.,https://www.imdb.com/title/tt0023686/?ref_=sr_i_85
86. Boudu Saved from Drowning,1932,1h 25m,Not Rated,7.2,6.7K,,"A bookseller saves a tramp from drowning and shelters him, but the tramp's odd behavior starts to wear everyone down.",https://www.imdb.com/title/tt0022718/?ref_=sr_i_86
87. Brave New World,1932,,,,,,"Far in the future, the World Controllers have created the ideal society. Through clever practices by the government all of its members are happy consumers. Bernard Marx seems alone harbouring an ill-defined longing to break free.",https://www.imdb.com/title/tt35887632/?ref_=sr_i_87
88. Me and My Gal,1932,1h 19m,Passed,6.6,1.6K,,Young New York cop Dan falls in love with waterfront waitress Helen. Helen's sister Kate falls for gangster Duke. Dan must do in Duke.,https://www.imdb.com/title/tt0023202/?ref_=sr_i_88
"89. 20,000 Years in Sing Sing",1932,1h 18m,Approved,6.8,3.2K,,"Brash hoodlum Tom Connors enters Sing Sing prison cocksure of himself and disrespectful toward authority, but the tough but compassionate warden is able to effect change in him.",https://www.imdb.com/title/tt0023731/?ref_=sr_i_89
90. The Cabin in the Cotton,1932,1h 18m,Approved,6.6,2K,,A tenant farmer's son is caught in the middle of owner-tenant disputes when he falls for the plantation owner's seductive daughter.,https://www.imdb.com/title/tt0022735/?ref_=sr_i_90
91. No Man of Her Own,1932,1h 25m,Approved,6.6,1.8K,71,An on-the-lam New York card shark marries a small-town librarian who thinks he's a businessman.,https://www.imdb.com/title/tt0023277/?ref_=sr_i_91
92. Downstairs,1932,1h 17m,Passed,7.0,2K,,An amoral chauffeur seeks to seduce a young bride.,https://www.imdb.com/title/tt0022834/?ref_=sr_i_92
93. F.P.1 Doesn't Answer,1932,1h 54m,,6.2,357,,"An artificial island in the Atlantic functions as an aerodrome. A sabotage attempt is thwarted by a renowned aviator's intervention, securing the island's safety.",https://www.imdb.com/title/tt0022869/?ref_=sr_i_93
94. The Greeks Had a Word for Them,1932,1h 19m,Passed,6.1,621,,"Rich pianist Boris bets gold-digger Jean he can make her fall in love with him. She wins the bet, but he is intrigued by her friend Polaire's piano playing and proposes to be her instructor and lover. Jealous Jean schemes to separate them.",https://www.imdb.com/title/tt0022961/?ref_=sr_i_94
95. Blondie of the Follies,1932,1h 31m,Passed,6.4,1.5K,,"Two young women find their friendship strained when one wins a role in a Broadway show, and the other's boyfriend begins to fall for her.",https://www.imdb.com/title/tt0022700/?ref_=sr_i_95
96. Speak Easily,1932,1h 22m,Passed,5.8,1.3K,,A timid professor inherits a large sum of money and decides to fund a terrible musical.,https://www.imdb.com/title/tt0023498/?ref_=sr_i_96
97. Love Affair,1932,1h 8m,,5.8,604,,"Heiress Carol Owen falls for aeronautical engineer Jim Leonard while learning to fly. Their affair leads Jim to neglect work. Carol discovers her fortune is gone, her advisor Bruce Hardy her secret benefactor and suitor.",https://www.imdb.com/title/tt0023153/?ref_=sr_i_97
98. Frisco Jenny,1932,1h 13m,Passed,6.8,1.4K,,"The San Francisco earthquake shakes up the life of Jenny, a madam who gives birth to an illegitimate son and gives him up to protect him.",https://www.imdb.com/title/tt0022775/?ref_=sr_i_98
99. Hell's Highway,1932,1h 2m,Passed,6.8,901,,"Chain gang prisoners forced to construct a ""liberty highway"" for their overseer chasten under his brutal stewardship, causing Duke Ellis to mastermind a mass riot.",https://www.imdb.com/title/tt0022990/?ref_=sr_i_99
100. Faithless,1932,1h 17m,Passed,6.7,804,,Socialite Carol Morgan romps through the depression and her wealth while breaking up with Bill Wade and getting back together with him.,https://www.imdb.com/title/tt0022873/?ref_=sr_i_100
101. Strange Interlude,1932,1h 49m,Passed,5.5,935,,"After Nina Leeds finds out that insanity runs in her husband's family, she has a love child with a handsome doctor and lets her husband believe that the child is his.",https://www.imdb.com/title/tt0023523/?ref_=sr_i_101
102. Chandu the Magician,1932,1h 11m,Approved,6.2,1.3K,,"When delusional madman Roxor kidnaps a scientist in hopes of using his death ray to achieve world dominance, he is opposed by Chandu, a powerful hypnotist and yogi.",https://www.imdb.com/title/tt0022753/?ref_=sr_i_102
103. Emma,1932,1h 12m,Passed,7.0,1.3K,,"After decades of raising the motherless Smith children, housekeeper Emma Thatcher is faced with resentment when she marries their father.",https://www.imdb.com/title/tt0022854/?ref_=sr_i_103
104. Wooden Crosses,1932,1h 55m,Not Rated,7.7,2K,,World War 1 begins and a young man enlists to fight for his country.,https://www.imdb.com/title/tt0022787/?ref_=sr_i_104
105. Night Court,1932,1h 32m,Passed,6.9,728,,Judge and his mistress are investigated on suspicions of corruption.,https://www.imdb.com/title/tt0023268/?ref_=sr_i_105
106. Rome Express,1932,1h 34m,Approved,6.6,692,,"The theft of a valuable Van Dyck painting leads to murder, and many suspects are on a plush express train speeding from Paris to Rome.",https://www.imdb.com/title/tt0023410/?ref_=sr_i_106
