Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
120. Saladin,1963,3h 14m,TV-MA,7.5,2.9K,,"After Saladin's victory over the King of Jerusalem, a peace treaty is signed between them, but the commander of the Crusader army, Renaud de Chatillon, slaughters a group of pilgrims going to Mecca. Saladin then decides to take revenge.",https://www.imdb.com/title/tt0057357/?ref_=sr_i_120
"121. Dr. Syn, Alias the Scarecrow",1963,1h 38m,G,7.3,694,,"In eighteenth century England, the mysterious masked rider known as the Scarecrow (Patrick McGoohan) leads a rebel band to save the town of Romney Marsh from King George III's (Eric Pohlmann's) oppression and Naval press gangs.",https://www.imdb.com/title/tt1606207/?ref_=sr_i_121
122. It Happened at the World's Fair,1963,1h 45m,Approved,6.0,3.2K,,"Mike and Danny hitch a ride to the World's Fair in Seattle after the sheriff seizes their crop duster biplane to cover Danny's gambling debts. Mike looks after the driver's 7 y.o. niece at the fair, where he meets a cute nurse.",https://www.imdb.com/title/tt0057191/?ref_=sr_i_122
123. The Carabineers,1963,1h 20m,,6.7,3.7K,,"During a war in an imaginary country, unscrupulous soldiers recruit poor farmers with promises of an easy and happy life. Two of these farmers write to their wives of their exploits.",https://www.imdb.com/title/tt0056905/?ref_=sr_i_123
124. Paranoiac,1963,1h 20m,Not Rated,6.7,3.4K,,A man long believed dead returns to the family estate to claim his inheritance.,https://www.imdb.com/title/tt0057401/?ref_=sr_i_124
125. Under the Yum Yum Tree,1963,1h 50m,Not Rated,6.0,2.1K,,"A horny, love-struck landlord tries to convince a pretty young tenant to dump her fiancé and give him a chance.",https://www.imdb.com/title/tt0057622/?ref_=sr_i_125
126. The Empty Canvas,1963,1h 45m,,6.8,1.1K,,The son of a dead Italian nobleman and a wealthy American woman forgets the disappointment of finding he has no talent for being a painter by succumbing to the sexual advances of an amoral model who believes in indiscriminate love affairs.,https://www.imdb.com/title/tt0058413/?ref_=sr_i_126
127. The Insect Woman,1963,2h 3m,Not Rated,7.4,2.6K,,"Life story of a woman born in poverty trying to succeed. Through her many schemes, she faces her ups and downs in a cyclical nature, fueled mostly by self-interest.",https://www.imdb.com/title/tt0057363/?ref_=sr_i_127
128. Who's Been Sleeping in My Bed?,1963,1h 43m,Approved,5.8,637,,"Actor Jason Steele, who plays a surgeon on a popular TV show, is the insecure fiance of art teacher Melissa Morris. His poker pals' unhappy wives confuse Jason with his TV role and pop up at his house to check out his bedside manner.",https://www.imdb.com/title/tt0057682/?ref_=sr_i_128
129. Goldilocks and the Three Bares,1963,1h 9m,,3.2,473,,"""Nudie-cutie"" considered the first nudie-musical (filmed in ""Buffocolor"" and ""Seemorescope"") displays scads of female nudity as folks go about their business in a nudist camp, including a ten-minute horseback (bareback) riding scene.",https://www.imdb.com/title/tt0057111/?ref_=sr_i_129
130. Magnet of Doom,1963,1h 42m,,6.5,1.9K,,Broke French ex-paratrooper turned amateur boxer Michel Maudet becomes bodyguard for the fugitive corrupt banker Ferchaux.,https://www.imdb.com/title/tt0056845/?ref_=sr_i_130
131. Young Aphrodites,1963,1h 28m,,6.7,851,,"200 BC. During a merciless drought, the brute nature of man and the delicate essence of woman become inextricably intertwined, as the omnipotence of the carnal instinct demands the total surrender of the flesh.",https://www.imdb.com/title/tt0057307/?ref_=sr_i_131
132. Kings of the Sun,1963,1h 48m,Approved,6.1,2.3K,,"On the coast of the Gulf of Mexico, the Native American tribe of chief Black Eagle clashes with the Mayan tribe of king Balam.",https://www.imdb.com/title/tt0057225/?ref_=sr_i_132
133. Enough Rope,1963,1h 44m,,6.3,206,,"Based on Patricia Highsmith's novel The Blunderer. In this drama, two total strangers suspect each other of murdering their own wives.",https://www.imdb.com/title/tt0057303/?ref_=sr_i_133
134. Ladybug Ladybug,1963,1h 22m,Not Rated,7.1,1K,,"Staff and students at a rural school react to a warning of an imminent nuclear attack, not knowing whether it is real or a mistake.",https://www.imdb.com/title/tt0057242/?ref_=sr_i_134
135. Passenger,1963,1h 2m,,7.4,2.2K,,"While aboard a transatlantic passenger ship, a German woman, Liza, notices someone who looks like Marta, a former inmate at Auschwitz, where Liza used to be a guard.",https://www.imdb.com/title/tt0054159/?ref_=sr_i_135
136. The French Girl and the Nudists,1963,1h 24m,Unrated,6.2,39,,"A group of scantily clad naturalists must survive three months in the jungle in order to win a bet, save their nature club and retain their naked freedom.",https://www.imdb.com/title/tt0166652/?ref_=sr_i_136
137. In the French Style,1963,1h 45m,,6.6,372,,A young American art student must decide whether to stay in Paris with her boyfriend or go back to the U.S. when her wealthy father arrives to bring her back.,https://www.imdb.com/title/tt0056096/?ref_=sr_i_137
138. The Slime People,1963,1h 16m,Approved,2.9,1.7K,,"After Los Angeles is invaded by an army of subterranean monsters, a small group of people must fight for survival in the deserted metropolis.",https://www.imdb.com/title/tt0056499/?ref_=sr_i_138
139. Crooks in Clover,1963,1h 45m,,7.7,6.8K,,"A dying mob boss hands over his business to an old friend, Fernand. The boss' assistants want to get rid of the latter. But are the Volfoni brothers and Théo real threats? Ensuing fights and shootouts are more comical than deadly.",https://www.imdb.com/title/tt0057591/?ref_=sr_i_139
140. Gentlemen Prefer Nature Girls,1963,1h 11m,Unrated,5.1,121,,"Anne and Tom, a married nudist couple, work in a real estate office. When the agency's owner discovers that Tom is a nudist, he fires him. Unfortunately, Tom was just ready to close a big real-estate deal with Al Jenkins. Tom goes to his favorite nudist camp to take his mind off his problems and discovers that Al Jenkins is also a member of the nudist camp. Together they come up with a plan to get Tom's wife and their boss to get to the nudist camp so they can close the deal.",https://www.imdb.com/title/tt0056015/?ref_=sr_i_140
141. Twice-Told Tales,1963,2h,Approved,6.6,3.7K,,"Three horror stories based on the writings of Nathaniel Hawthorne. In the first story titled ""Dr. Heidegger's Experiment"", Heidegger attempts to restore the youth of himself, his fiancee and his best friend. In ""Rappaccini's Daughter"", Vincent Price plays a demented father inoculating his daughter with poison so she may never leave her garden of poisonous plants. In the final story ""The House of the Seven Gables"", the Pyncheon family suffers from a hundred year old curse and the Pyncheon brother returns to his home to search for a hidden vault.",https://www.imdb.com/title/tt0057608/?ref_=sr_i_141
142. The Wrong Arm of the Law,1963,1h 34m,Unrated,6.7,2.4K,,"In London, Australian gangsters disguised as Bobbies rob the local criminals, making the panicked British mobsters seek an alliance with Scotland Yard in order to eliminate the foreign competition and return things to ""normal"".",https://www.imdb.com/title/tt0056704/?ref_=sr_i_142
143. Miracle of the White Stallions,1963,1h 58m,Approved,6.5,832,,In 1945 the fate of Vienna's famous Lipizzaner stallions hangs into balance. American general Patton could save them but first he asks to see them perform.,https://www.imdb.com/title/tt0057312/?ref_=sr_i_143
144. Zlaté kapradí,1963,1h 55m,,7.0,147,,"Czech fairy tale about a shepherd who finds a golden fern with magical powers. He can ensure his continued happiness if he does the right thing, but will he?",https://www.imdb.com/title/tt0176345/?ref_=sr_i_144
145. Maniac,1963,1h 26m,Approved,5.9,1.6K,,"An American painter has an affair with a bar owner in a French village. To free her from her marriage, the painter must help the estranged husband escape from an asylum.",https://www.imdb.com/title/tt0056219/?ref_=sr_i_145
146. The Blancheville Monster,1963,1h 28m,Unrated,5.4,899,,The beautiful young daughter of a crazed count fears that she will fall victim to the family curse - to be sacrificed to fulfill an ancient family legend.,https://www.imdb.com/title/tt0057155/?ref_=sr_i_146
147. Il terrorista,1963,1h 35m,,6.7,206,,War drama inspired by real life events of the Italian partisan Otello Pighin.,https://www.imdb.com/title/tt0207784/?ref_=sr_i_147
148. The Ghost,1963,1h 37m,Not Rated,6.1,1.5K,,"A woman and her lover murder her doctor husband, but when strange things start happening, they wonder if they really killed him, or if he has come back from the dead to haunt them.",https://www.imdb.com/title/tt0057522/?ref_=sr_i_148
149. Flipper,1963,1h 27m,G,6.1,2K,,"Sandy is distraught when, having saved Flipper by pulling out a spear, his father insists the dolphin be released. A grateful Flipper, however, returns the favor when Sandy is threatened by Sharks.",https://www.imdb.com/title/tt0057063/?ref_=sr_i_149
150. Shotgun Wedding,1963,1h 4m,,4.8,90,,"While Rafe Anchors longs to marry the daughter of his father's sworn enemy, his father is being pressured into marriage by a sexy, shady gold-digger closer to Rafe's age.",https://www.imdb.com/title/tt0057496/?ref_=sr_i_150
151. Hands Over the City,1963,1h 41m,Not Rated,7.6,3.4K,,"Prior to a city council election, the collapse of a building leaves a land developer and his political backers defending themselves against a scandal.",https://www.imdb.com/title/tt0057286/?ref_=sr_i_151
152. Matango,1963,1h 29m,Unrated,6.4,3.7K,,Shipwrecked survivors slowly transform into mushrooms.,https://www.imdb.com/title/tt0057295/?ref_=sr_i_152
153. A Gathering of Eagles,1963,1h 55m,Approved,6.1,1.1K,,"During the Cold War, Air Force Colonel Jim Caldwell shapes up his Strategic Air Command B-52 wing to pass a nuclear war readiness test.",https://www.imdb.com/title/tt0057090/?ref_=sr_i_153
154. Dr. Mabuse vs. Scotland Yard,1963,1h 30m,,5.5,470,,The spirit of the evil Dr. Mabuse takes over the body of a famous professor. The professor/Dr. Mabuse then begins a new crime wave that terrorizes the city.,https://www.imdb.com/title/tt0057479/?ref_=sr_i_154
155. Palm Springs Weekend,1963,1h 40m,Unrated,5.9,1.2K,,"College students on spring break in Palm Springs pursue romantic entanglements. Jim falls for Bunny, Biff for Amanda. Gayle poses as a student while Eric courts her. Their coach flirts with a motel owner amid her son's antics.",https://www.imdb.com/title/tt0057396/?ref_=sr_i_155
156. Atragon,1963,1h 34m,TV-Y7,5.8,1.6K,,"When an ancient underground civilization and their snake-like guardian plots to reclaim the surface world, those of the surface fights back.",https://www.imdb.com/title/tt0057215/?ref_=sr_i_156
157. Gunfight at Comanche Creek,1963,1h 30m,Approved,6.0,932,,"In 1875 a murderous outlaw gang breaks criminals from jail, uses them to help in crimes, and then kills them for the reward, when it goes high enough.",https://www.imdb.com/title/tt0058165/?ref_=sr_i_157
158. Five Minutes to Love,1963,1h 25m,,4.4,160,,"Ben's car breaks down during a trip. He enters a junkyard, owned by Harry who is accused of selling stolen parts. Harry frames Ben as his supplier. Edna searches for Ben, chased by Harry's dim-witted friend Blowhard around the junkyard.",https://www.imdb.com/title/tt0057062/?ref_=sr_i_158
159. Muriel,1963,1h 55m,Not Rated,7.0,3.9K,,"In the seaside town of Boulogne, no one seems to be able to cope with their past, least of all Hélène, an antique furniture saleswoman, her stepson Bernard, and her former lover Alphonse.",https://www.imdb.com/title/tt0057336/?ref_=sr_i_159
160. Diary of a Madman,1963,1h 36m,Approved,6.3,3.2K,,"An evil spirit leaves the body of his human host, a criminal on death-row, and sneaks into the body of his next human host, a French magistrate.",https://www.imdb.com/title/tt0056993/?ref_=sr_i_160
161. The Wheeler Dealers,1963,1h 47m,Approved,6.5,1.6K,,"A big-time Texas wheeler-dealer (who's actually Ivy league-educated, but plays dumb) runs out of money, and goes to New York City to raise $1.2 million.",https://www.imdb.com/title/tt0057681/?ref_=sr_i_161
162. 13 Frightened Girls,1963,1h 28m,Approved,5.3,929,,"While attending a school for diplomats' daughters, the teen-aged daughter of the American ambassador uses her access to various embassies to engage in espionage.",https://www.imdb.com/title/tt0056796/?ref_=sr_i_162
163. Mondo Cane 2,1963,1h 42m,Approved,5.8,1K,,"The official sequel to the original shockumentary, presenting new and bizarre behavior from around the world, including cruelty, graphic gore, and strange rituals.",https://www.imdb.com/title/tt0058365/?ref_=sr_i_163
164. For Love or Money,1963,1h 48m,Approved,6.2,580,,"Wealthy Chloe Brasher has three beautiful daughters; Bonnie, Kate, and Jan. Chloe pays attorney Deke Gentry to fix them up with three suitable husbands.",https://www.imdb.com/title/tt0057067/?ref_=sr_i_164
165. 13 Assassins,1963,2h 5m,Not Rated,7.4,1.1K,,A group of samurai plan to assassinate a sadistic feudal lord.,https://www.imdb.com/title/tt0057212/?ref_=sr_i_165
166. The Small World of Sammy Lee,1963,1h 47m,,7.1,586,,The compère of a seedy strip club struggles to keep one step ahead of the bookies to whom he owes money.,https://www.imdb.com/title/tt0052205/?ref_=sr_i_166
167. Come Fly with Me,1963,1h 49m,Approved,6.2,880,,"Three flight attendants combine their work crossing the Atlantic with searching for rich, handsome men to marry.",https://www.imdb.com/title/tt0056941/?ref_=sr_i_167
168. Unearthly Stranger,1963,1h 18m,,6.4,1K,,"Mysterious woman marries government scientist Davidson despite his lack of knowledge about her past. His bosses are suspicious of her unusual traits. After it's clear she does love Davidson, the pair come under attack.",https://www.imdb.com/title/tt0057623/?ref_=sr_i_168
169. The Red Lanterns,1963,2h 12m,,8.1,2.1K,,The inextricably intertwined stories of five women who work as prostitutes just before the ban on brothels in Troumba.,https://www.imdb.com/title/tt0057229/?ref_=sr_i_169
170. A Stitch in Time,1963,1h 29m,G,6.9,1.3K,,"Mischievous Norman causes chaos at hospital after accident. Encounters traumatized mute girl Lindy who lost parents. Determined to help, he tries bringing joy back into her life.",https://www.imdb.com/title/tt0057530/?ref_=sr_i_170
171. Horror Castle,1963,1h 24m,Unrated,5.8,1.3K,,"Women are being tortured to death with various torture devices in the dungeon of an old castle by a deformed, hooded, holocaust survivor.",https://www.imdb.com/title/tt0057646/?ref_=sr_i_171
172. The Caretakers,1963,1h 37m,Approved,5.6,949,,"Medical drama about mentally-ill patients and their professional caregivers, as well as the new group-therapy sessions aiming to replace the traditional physical restraint and electroshock treatments.",https://www.imdb.com/title/tt0056908/?ref_=sr_i_172
173. Strategy of Sex Appeal,1963,,,,,,,https://www.imdb.com/title/tt0291398/?ref_=sr_i_173
174. Tammy and the Doctor,1963,1h 28m,Approved,5.9,815,,A Los Angeles doctor falls for a Mississippi girl working as a nurse's aide in his hospital.,https://www.imdb.com/title/tt0057558/?ref_=sr_i_174
175. Youth of the Beast,1963,1h 32m,Not Rated,7.3,4K,,A violent thug plays opposing yakuza bosses against each other.,https://www.imdb.com/title/tt0057697/?ref_=sr_i_175
176. Vice and Virtue,1963,1h 48m,Not Rated,6.0,436,,"Set against the backdrop of the Nazi occupation of France, VICE AND VIRTURE is a stylized retelling of the Marquis de Sade's Justine, as envisioned by one of cinema's most provocative filmmakers Roger Vadim.",https://www.imdb.com/title/tt0056658/?ref_=sr_i_176
177. Twilight of Honor,1963,1h 44m,Approved,6.3,714,,"USAF vet Ben Brown is charged with killing Cole Clinton, a leading Durango County citizen who was making time with Brown's wife Laura. An unwinnable case is given to young D.A. Dave Mitchell, who asks expert lawyer Art Harper for help.",https://www.imdb.com/title/tt0057609/?ref_=sr_i_177
178. L'Immortelle,1963,1h 41m,M,7.2,1.4K,,"A sad man meets a beautiful, secretive woman who may or may not be involved in some conspiracy ring dealing in kidnapped women used as prostitutes. After several days of their sadly passionate relationship she disappears. The sad man is unable to locate her as all the local Turkish people pretend not to remember any such woman. He suddenly finds her again (she finds him?) and before she can explain her disappearance she is killed in a car crash while he is in the passenger seat. He replays the accident over and over in his mind trying to remember how she died if he caused the accident himself by grabbing the wheel.",https://www.imdb.com/title/tt0057176/?ref_=sr_i_178
179. In the Cool of the Day,1963,1h 29m,Not Rated,5.0,650,,"After he mends a marital rift between a vacationing young couple, the bored, fragile wife falls hopelessly in love with the husband's ex-colleague who is married to a long-suffering and emotionally and physically scarred woman. The couple soon run off to Greece together to pursue the romance.",https://www.imdb.com/title/tt0057178/?ref_=sr_i_179
180. The Conjugal Bed,1963,1h 25m,Not Rated,7.0,843,,A forty-year-old employee marries a seemingly quiet girl who turns into a mantis after the wedding.,https://www.imdb.com/title/tt0057532/?ref_=sr_i_180
181. The Quick and the Dead,1963,1h 32m,Approved,5.7,188,,In 1944 a squad of American soldiers takes out a German artillery observation post but is taken prisoner by an enemy patrol. Escaping with two Italian civilian women they try to evade the enemy and regroup with their platoon.,https://www.imdb.com/title/tt0057441/?ref_=sr_i_181
182. Judex,1963,1h 38m,Not Rated,7.0,3K,,"After abducting a corrupt banker to make him pay back the people he swindled, a conjuring vigilante must rescue the man's daughter when she is kidnapped by the scheming family governess.",https://www.imdb.com/title/tt0057207/?ref_=sr_i_182
183. Call Me Bwana,1963,1h 33m,Not Rated,5.3,891,,"A returning moon capsule with vital information goes off-course and lands in Africa, where the little-known Ekele tribesmen find it. Washington orders African expert, Matthew Merriwether - an utter fraud and authority only on feminine pulchritude - to go find it.",https://www.imdb.com/title/tt0056897/?ref_=sr_i_183
184. The Model Murder Case,1963,1h 30m,Not Rated,6.4,358,,"When a beautiful girl is murdered, Inspector Birkett finds that she had some famous friends who don't want publicity.",https://www.imdb.com/title/tt0057103/?ref_=sr_i_184
185. Raven's End,1963,1h 41m,Not Rated,7.3,1.8K,,An aspiring young writer lives in a bleak working class block in the late 1930s.,https://www.imdb.com/title/tt0057237/?ref_=sr_i_185
186. All of Me,1963,1h 8m,,4.5,29,,"Danielle gets sexually attacked on a New York City street and is found unconscious by television producer Bill. After Bill conveniently takes her back to his apartment, 'Dany' tells him the lurid story of her life in flashbacks: self-conscious about her impressive figure and how men see her as ""just a body,"" Dany wanted to do ""something important"" and so, first entered a beauty contest, then blindly accepted an invitation to come to the Big Apple from one Frankie Tarell, a slime-ball hack of a manager who runs ""a modeling agency."" Telling her that she's perfect to be a ""high class"" fashion model, Frankie soon has Dany posing for cheesecake shots until he's the guy who attacks her on the street. All of which is oddly interrupted by Bill telling Dany he's doing a TV show about nudist camps, is heading out to the Sunny Rest Lodge nature camp, and wants Dany to join him.",https://www.imdb.com/title/tt0445173/?ref_=sr_i_186
187. Symphonie pour un massacre,1963,1h 55m,,7.2,669,,Five men tied to businesses with varying degrees of legality pool their money to go in on one huge narcotics deal that can set them up for life - and test their loyalties.,https://www.imdb.com/title/tt0057549/?ref_=sr_i_187
188. Dr. Crippen,1963,1h 38m,TV-PG,6.4,853,,"The real-life story of Dr. Hawley Harvey Crippen, who was hanged in London in 1910 for poisoning his wife so he could be with his young lover. But was he truly guilty of murder?",https://www.imdb.com/title/tt0055927/?ref_=sr_i_188
189. The Mouse on the Moon,1963,1h 22m,Approved,6.3,2K,,"A tiny country persuades the Americans and Soviets that they're starting a space program, when they really just want some money for new plumbing.",https://www.imdb.com/title/tt0057328/?ref_=sr_i_189
190. Sparrows Can't Sing,1963,1h 34m,,6.2,554,,"After 2 years at sea, Charlie comes home to find his house demolished, wife Maggie gone, living with married Bert and their toddler. Charlie leaves a trail of mayhem as he tries to sort things out.",https://www.imdb.com/title/tt0057521/?ref_=sr_i_190
191. Heavenly Bodies!,1963,1h 2m,,5.1,137,,"Taking a look at the connection that glamour models have to photography, a group of film makers follow a number of glamour magazine photographers around, to discover the skill involved in getting ""magic"" to appear on the photos.",https://www.imdb.com/title/tt0057133/?ref_=sr_i_191
192. The Guest,1963,1h 45m,,7.1,1K,,"While renovating his house in London, Aston, out of pity, lodges a homeless man, but Aston's brother taunts and harasses the cranky old bum.",https://www.imdb.com/title/tt0058164/?ref_=sr_i_192
193. Suzanne's Career,1963,54m,Not Rated,6.8,4.4K,,The friendship of Bertrand and Guillaume is complicated when the womanizing Guillaume begins to pursue a charming girl named Suzanne.,https://www.imdb.com/title/tt0056910/?ref_=sr_i_193
194. The Endless Night,1963,1h 25m,,6.9,307,,"A thick fog force the travelers to persevere on the ground for many hours at Berlin-Tempelhof airport. Among them is a businessman who is facing ruin and not shy away, throwing his girlfriend to another man's neck in order to save himself.",https://www.imdb.com/title/tt0057035/?ref_=sr_i_194
195. Kingdom of Crooked Mirrors,1963,1h 15m,,7.2,1.5K,,Olya and Yalo save the people of the looking glass from lies.,https://www.imdb.com/title/tt0145033/?ref_=sr_i_195
196. Bitter Harvest,1963,1h 31m,,6.2,334,,A pretty young woman will do anything to escape her deadly dull existence in the backlots of Wales. But when she reaches the bright lights of London is the price too high?,https://www.imdb.com/title/tt0056870/?ref_=sr_i_196
197. Chi lavora è perduto (In capo al mondo),1963,1h 21m,,6.1,231,,"Bonifacio is 27 years old and he is roaming about Venice. He is trying to decide whether to accept a job or not. In so doing, he recalls all his past life: his love story with Gabriella, his old friend Claudio, who had always regarded working as a worthwhile thing, the war, the partisans. What will he do?",https://www.imdb.com/title/tt0057942/?ref_=sr_i_197
198. Os Verdes Anos,1963,1h 31m,,7.4,994,,"19-year-old Julio has just left the provinces to settle down in the outskirts of Lisbon. He lives in a poor area with his uncle Afonso and starts working as an apprentice shoemaker. At the shop he gets to know Ilda, a young housemaid and regular customer. Ilda is pretty, joyful, and modern, and Julio falls for her. The two young people, although very different from each other, embark on an idyll.",https://www.imdb.com/title/tt0057642/?ref_=sr_i_198
199. The Fiances,1963,1h 17m,Not Rated,7.6,2.4K,,"Despite his fiancee's reluctance, a young man moves to Sicily for a better job, but soon starts questioning his decision.",https://www.imdb.com/title/tt0055981/?ref_=sr_i_199
200. Frøken Nitouche,1963,1h 44m,,6.7,848,,"A convent girl school's music teacher has composed an operetta. He has to escort his best student to an arranged marriage, but they head for his theater premiere instead.",https://www.imdb.com/title/tt0057080/?ref_=sr_i_200
201. Mechte navstrechu,1963,1h 4m,,5.9,301,,"A rocket from a distant planet approaching Earth must land on Mars due to a technical defect, thus the inhabitants of the Earth rush to their help.",https://www.imdb.com/title/tt0057301/?ref_=sr_i_201
"202. Nutty, Naughty Chateau",1963,1h 42m,,5.2,191,,"An old castle in Sweden inhabited by a family of 18th-century-costumed eccentrics holds secrets, deception, and rumors of murder.",https://www.imdb.com/title/tt0056934/?ref_=sr_i_202
203. Venusberg,1963,1h 28m,,8.4,60,,Seven completely different women accept an invitation from Doctor Alphonse to his villa located on a mountain top.,https://www.imdb.com/title/tt0057640/?ref_=sr_i_203
204. Showdown,1963,1h 19m,Approved,6.2,721,,"A cowboy has to get 12,000 dollars in stolen bonds from the ex-girlfriend of his partner, or the gang holding him hostage will kill him.",https://www.imdb.com/title/tt0057497/?ref_=sr_i_204
205. The Bitter Ash,1963,1h 20m,,6.4,89,,"Des's girlfriend Julie lies about pregnancy to avoid work, pressuring him to marry. Laurie's marriage to jobless writer Colin brings desperation. Des meets Laurie through a dying co-worker, leading to an affair after attending a party.",https://www.imdb.com/title/tt0294369/?ref_=sr_i_205
206. Rampage,1963,1h 38m,Approved,5.5,829,,"In colonial Malaysia, British big game-hunter Otto Abbot and American trapper Harry Stanton clash over the ethics of catching versus killing animals and over Abbot's mistress, Anna.",https://www.imdb.com/title/tt0057447/?ref_=sr_i_206
207. Frau Holle,1963,59m,,6.4,293,,"Once upon a time there was a widow who had two daughters: one was her own, the other was a stepdaughter. The eldest relative was ugly and lazy, and the youngest was beautiful and hardworking.",https://www.imdb.com/title/tt0172467/?ref_=sr_i_207
208. Cri Cri el grillito cantor,1963,2h 30m,PG,7.6,137,,"Esta es la historia de Gabilondo Soler, conocido como Cri-Cri, y de cómo su amor por los niños lo hizo componer hermosas melodías para llevarlos a mundos de ensueño.",https://www.imdb.com/title/tt0242392/?ref_=sr_i_208
209. Women of the World,1963,1h 50m,Not Rated,5.5,410,,"From love in the streets of Paris to death on the African plain, the acclaimed MONDO CANE masters turn their unflinching eye on all the things never before known - and never before shown - about WOMEN OF THE WORLD.",https://www.imdb.com/title/tt0055923/?ref_=sr_i_209
210. Bandini,1963,2h 37m,,7.7,899,,"During the British Raj of the 1930s, a prison-doctor falls in love with a convict who eventually reveals the story of her past and her connection to a freedom fighter.",https://www.imdb.com/title/tt0056850/?ref_=sr_i_210
211. Barren Lives,1963,1h 43m,Not Rated,7.5,3.1K,,"A poor family in the Northeast of Brazil (Fabiano, the father; Sinhá Vitória, the mother; their 2 children and a dog called Baleia) wander about the barren land searching for a better place to live, with food and work. But the drought and misery destroy their hopes.",https://www.imdb.com/title/tt0057654/?ref_=sr_i_211
212. Heavens Above!,1963,1h 45m,Not Rated,6.7,1.7K,,A minister is accidentally appointed to a snobbish parish.,https://www.imdb.com/title/tt0057134/?ref_=sr_i_212
213. Slnko v sieti,1963,1h 30m,,7.4,1K,,"Oldrich ""Fajolo"" Fajták (Marián Bielik), a student who directs quasi-existentialist verbal abuse at his girlfriend Bela Blazejová (Jana Beláková), takes off to a formally volunteer summer work camp at a farm where he meets her grandfather.",https://www.imdb.com/title/tt0176155/?ref_=sr_i_213
"214. 50,000 B.C. (Before Clothing)",1963,1h 15m,,3.6,145,,A man travels back in time and meets prehistoric cavepeople who are often nude.,https://www.imdb.com/title/tt0214401/?ref_=sr_i_214
215. Something Different,1963,1h 25m,,6.9,894,,"Two stories are simultaneously told. One dutiful mother progressively becomes a frustrated woman who is the only one assuming the family responsibilities of working at home and looking after her only son, whereas her husband works all day, does not appreciate his wife's efforts and the only thing he does by the time he gets home is to read the newspaper and watch soccer matches. On the other hand, a female gymnast prepares for her last competition before her career retirement, but faces pressure from her trainer and a lack of motivation to keep going. The film depicts frustration on both sides, and parallels two worlds dominated by men, where women do not receive any recognition, and in case they do, it is momentary.",https://www.imdb.com/title/tt0057374/?ref_=sr_i_215
216. To tempeloskylo,1963,1h 23m,,5.7,210,,"A lazy and wasteful slacker who enjoys living off his hard-working brother reluctantly accepts to work as a debt collector. Now, he is in love, and for once in his life, he is good at something. Can the boss' daughter straighten him out?",https://www.imdb.com/title/tt0201973/?ref_=sr_i_216
217. The Curse of the Crying Woman,1963,1h 20m,Approved,6.5,824,,"After fifteen years of being away, a woman returns with her husband to her aunt's hacienda in the Mexican countryside, without realizing that her relative is a sorceress who wants to use her to bring an evil witch back to life.",https://www.imdb.com/title/tt0055128/?ref_=sr_i_217
218. Squeak-squeak,1963,1h 26m,,6.5,2.1K,,"Léonard Monestier has made his fortune trading on the stock exchange. His eccentric wife Cynthia almost bankrupts him by selling some of his shares to buy an oil concession in South America. Convinced that the concession is a fake, Monestier decides to sell it on to a friend of the family, the naive millionaire Antoine Brévin. Antoine wants to marry his daughter, Patricia. However, Patricia has a different opinion on the matter. She manages to persuade the car delivery guy, Simon Guilbaud, to pretend to be her husband. Unaware of this development, Monestier invites Antoine to his house in order to get him to agree to buy the oil concession. After the invitation to Antoine, the butler Charles informs Monestier of the rushed marriage of Patricia. To prove that the concession is genuine, Monestier hires his son-in-law Simon to pretend to be his son, Paul, who is currently in South America. At this point, the real Paul turns up, with a Latin showgirl, Palma. Monestier has to resort to ever more desperate schemes to get Antoine to sign his cheque.",https://www.imdb.com/title/tt0057422/?ref_=sr_i_218
219. Carambolages,1963,1h 28m,,6.1,1.1K,,"The story takes place in a luxury building of about ten floors where the ""321"" agency has its headquarters. The company watches over the holidays of its customers.",https://www.imdb.com/title/tt0056906/?ref_=sr_i_219
220. The Cool World,1963,1h 45m,,6.4,689,,"A look at the horrors of Harlem ghetto slum life filled with drugs, violence, human misery, and a sense of despair due to the racial prejudices of American society.",https://www.imdb.com/title/tt0056952/?ref_=sr_i_220
221. The Monsters,1963,1h 27m,Not Rated,7.4,2.8K,,The myths of the sixties are satirized in 20 episodes.,https://www.imdb.com/title/tt0057323/?ref_=sr_i_221
222. D'où viens-tu... Johnny?,1963,1h 40m,,4.9,93,,"Johnny is a young musician in Paris, France. Besides he is enjoying life, he is always in need of money. Occasionally he does some errands not knowing that he is working for the mafia. One day the police overshadows him and he realizes that he is carrying drugs all of which he throws into the Seine. Now he has some mafia killers haunting him. He tries to hide in the Camarque, where his uncle lives.",https://www.imdb.com/title/tt0056974/?ref_=sr_i_222
223. Días de otoño,1963,1h 35m,,7.7,320,,"A psychological melodrama about a lonely country woman who embarks on a marriage with a city chauffeur which is doomed to fail, this vehicle for an actress who would commit suicide later the year of the film,s release serves as her testament.",https://www.imdb.com/title/tt0055945/?ref_=sr_i_223
224. An Actor's Revenge,1963,1h 55m,Not Rated,7.3,2.9K,,"Yukinojo, a Kabuki actor, seeks revenge by destroying the three men who caused the deaths of his parents. Also involved are the daughter of one of Yukinojo's targets, two master thieves, and a swordsman who himself is out to kill Yukinojo.",https://www.imdb.com/title/tt0057710/?ref_=sr_i_224
