Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. Battleship Potemkin,1925,1h 6m,Not Rated,7.9,65K,97,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",https://www.imdb.com/title/tt0015648/?ref_=sr_i_1
2. The Gold Rush,1925,1h 35m,Approved,8.1,129K,90,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",https://www.imdb.com/title/tt0015864/?ref_=sr_i_2
3. The Phantom of the Opera,1925,1h 33m,Passed,7.5,22K,,"A mad, disfigured composer seeks love with a lovely young opera singer.",https://www.imdb.com/title/tt0016220/?ref_=sr_i_3
4. Seven Chances,1925,56m,Passed,7.8,13K,,A man learns that he will inherit a fortune if he marries by 7PM that evening.,https://www.imdb.com/title/tt0016332/?ref_=sr_i_4
5. Strike,1925,1h 22m,Not Rated,7.6,9.6K,,A group of oppressed factory workers go on strike in pre-revolutionary Russia.,https://www.imdb.com/title/tt0015361/?ref_=sr_i_5
6. Ben-Hur: A Tale of the Christ,1925,2h 23m,Not Rated,7.8,8.4K,,A Jewish prince seeks to find his family and revenge himself upon his childhood friend who had him wrongly imprisoned.,https://www.imdb.com/title/tt0016641/?ref_=sr_i_6
7. The Lost World,1925,1h 50m,Passed,7.0,6.7K,,The first film adaptation of Sir Arthur Conan Doyle's classic novel about a land where prehistoric creatures still roam.,https://www.imdb.com/title/tt0016039/?ref_=sr_i_7
8. The Big Parade,1925,2h 31m,Not Rated,7.9,7.9K,,A young American soldier witnesses the horrors of the Great War.,https://www.imdb.com/title/tt0015624/?ref_=sr_i_8
9. The Pleasure Garden,1925,1h 15m,,5.7,3.3K,,Two couples' romances are fancifully intertwined.,https://www.imdb.com/title/tt0016230/?ref_=sr_i_9
10. The Freshman,1925,1h 17m,Not Rated,7.5,6.6K,,A nerdy college student will do anything to become popular on campus.,https://www.imdb.com/title/tt0015841/?ref_=sr_i_10
11. The Mystic,1925,1h 14m,,6.6,721,,"An American criminal imports a gang of Hungarian gypsies to gain control over a fortune. The victim, Doris Merrick, is persuaded by fake medium Zara to hand over her jewels to Nash.",https://www.imdb.com/title/tt0016142/?ref_=sr_i_11
12. The Wizard of Oz,1925,1h 35m,TV-G,4.9,1.9K,,"Dorothy, heir to the Oz throne, must take it back from the wicked Prime Minister Kruel with the help of three farmhands.",https://www.imdb.com/title/tt0016544/?ref_=sr_i_12
13. The Joyless Street,1925,2h 5m,,7.1,1.9K,,"In post-WWI Vienna, Greta (Greta Garbo), her kid sister, and retired dad try to make it through tough times.",https://www.imdb.com/title/tt0015842/?ref_=sr_i_13
14. The Unholy Three,1925,1h 26m,Passed,7.1,2.5K,,"A sideshow ventriloquist, a midget, and a strongman form a conspiracy known as ""The Unholy Three"" and commit a series of robberies.",https://www.imdb.com/title/tt0016473/?ref_=sr_i_14
15. Go West,1925,1h 23m,Not Rated,7.1,5.7K,,With little luck at keeping a job in the city a New Yorker tries work in the country and eventually finds his way leading a herd of cattle to the West Coast.,https://www.imdb.com/title/tt0015863/?ref_=sr_i_15
16. The Monster,1925,1h 26m,Passed,6.2,1.6K,,A meek clerk who doubles as an amateur detective investigates some very strange goings-on at a remote mental sanitarium.,https://www.imdb.com/title/tt0016123/?ref_=sr_i_16
17. The Eagle,1925,1h 13m,Unrated,6.6,2.5K,,"A wanted Russian lieutenant becomes a masked vigilante seeking vengeance upon the man who stole his family's land, only to fall for his charming daughter.",https://www.imdb.com/title/tt0015772/?ref_=sr_i_17
18. Braveheart,1925,1h 11m,,7.6,218,,"Chief Standing Rock's tribe has a treaty protecting their fishing grounds, but a canning corporation is violating the treaty through intimidation and force. The tribe is divided as to how to handle the threat. Standing Rock's son, Braveheart, is sent to college to study law so that he can protect their rights, but others in the tribe, led by the hot-tempered Ki-Yote, want to provoke a more violent confrontation.",https://www.imdb.com/title/tt0015643/?ref_=sr_i_18
19. Grass: A Nation's Battle for Life,1925,1h 11m,Passed,7.7,1.3K,,The struggles of a hardscrabble Iranian nomadic tribe as they journey through bleak country to reach the grasslands that will save their livestock.,https://www.imdb.com/title/tt0015873/?ref_=sr_i_19
20. Stella Dallas,1925,1h 50m,Passed,7.2,476,,"Small-town girl Stella marries socialite Stephen Dallas, a man with whom she has nothing in common. The whole thing is a failure; after the birth of their daughter Laurel, the Dallases separate and Stephen returns to New York. As Laurel grows into a young woman, Stella realizes that she cannot provide for her properly and sends her to live with Stephen and his new family. Laurel later marries a pleasant upper-class young man as Stella stands in the rain watching the ceremony through a window.",https://www.imdb.com/title/tt0016395/?ref_=sr_i_20
21. The Merry Widow,1925,2h 17m,Passed,7.2,2.7K,,"A prince must woo the now-wealthy dancer he once abandoned, to keep her money in the country in order to keep it from crashing economically.",https://www.imdb.com/title/tt0016104/?ref_=sr_i_21
22. Lady Windermere's Fan,1925,2h,Approved,7.2,1.6K,,"A society woman believes her husband is having an affair, a misconception which may have dire personal consequences for all involved.",https://www.imdb.com/title/tt0016004/?ref_=sr_i_22
23. Tartuffe,1925,1h 10m,Not Rated,7.1,3K,,"A young man shows his millionaire grandfather a film based on Molière's Tartuffe, in order to expose the old man's hypocritical governess who covets his own inheritance.",https://www.imdb.com/title/tt0017448/?ref_=sr_i_23
24. Variety,1925,1h 12m,Passed,7.4,1.6K,,"Prologue: The murderer ""Boss"" Huller - after having spent ten years in prison - breaks his silence to tell the warden his story. ""Boss"", a former trapeze artist, and his wife own a cheap side-show that displays ''erotic sensations''. But he longs for his former glamorous life in the circus. When he meets the orphan Berta-Marie, he falls under her spell and leaves his wife and young son behind. He makes Berta-Marie his partner in a new trapeze number. One day, the famous trapeze artist Artinelli takes note of them and engages them for his trapeze show in Berlin. Their salto mortale becomes an immediate sensation. Calculatedly and cold, Artinelli seduces Berta-Marie and destroys ""Boss'"" happiness.",https://www.imdb.com/title/tt0016481/?ref_=sr_i_24
25. Paris Asleep,1925,59m,Unrated,7.1,2.2K,,A scientist's invisible ray freezes Paris into immobility.,https://www.imdb.com/title/tt0015214/?ref_=sr_i_25
26. Master of the House,1925,1h 51m,Not Rated,7.0,2.7K,,"When a man becomes tyrannical towards his family, the women of the house decide to teach him a lesson in gratitude.",https://www.imdb.com/title/tt0015768/?ref_=sr_i_26
27. Orochi,1925,1h 14m,,7.1,559,,The story of a decent samurai who is widely considered a scum and a criminal. His bad luck and numerous misunderstandings drag him down the social ladder straight to the gutter.,https://www.imdb.com/title/tt0016185/?ref_=sr_i_27
28. Body and Soul,1925,1h 42m,Not Rated,6.2,1.3K,,A malevolent phony preacher plots to take advantage of a woman from his congregation who happens to be in love with his long-estranged identical twin brother.,https://www.imdb.com/title/tt0015634/?ref_=sr_i_28
29. Wolfblood,1925,1h 8m,Passed,5.4,415,,"After wolf blood transfusion, man thinks he's becoming a wolf.",https://www.imdb.com/title/tt0016545/?ref_=sr_i_29
30. Tumbleweeds,1925,1h 18m,Approved,6.5,791,,The government will grant a fringe of terrain for the settlers who want to live and work there. The starting sign will be a gunshot which will initiate the run for the best fields and claims.,https://www.imdb.com/title/tt0016461/?ref_=sr_i_30
31. Proud Flesh,1925,1h 10m,,5.1,223,,An aristocrat who was raised in Spain returns to the United States and falls in love with a plumber.,https://www.imdb.com/title/tt0016251/?ref_=sr_i_31
32. Mother,1925,1h 54m,Not Rated,7.5,996,,"A man whose wife has died remarries, and his new wife has a daughter of her own from a previous marriage. The man's young son, however, who loved his mother deeply and misses her terribly, resents his father's new wife, not wanting her to take the place of his beloved mother, and makes life miserable for his new stepsister..",https://www.imdb.com/title/tt0016491/?ref_=sr_i_32
33. Little Annie Rooney,1925,1h 34m,Unrated,6.8,1.1K,,"The tenements are home to an international community, including the friends and family of a tough young ragamuffin named Annie Rooney, but their neighborhood is threatened by a dangerous street gang.",https://www.imdb.com/title/tt0016028/?ref_=sr_i_33
34. Lady of the Night,1925,1h 10m,TV-G,6.7,854,,A world-weary prostitute yearns after respectability and the love of an inventor.,https://www.imdb.com/title/tt0016005/?ref_=sr_i_34
35. Sally of the Sawdust,1925,1h 44m,Not Rated,6.6,640,,"Judge Foster throws his daughter out because she married a circus man. She leaves her baby girl with Prof. McGargle before she dies. Years later Sally is a dancer with whom Peyton, a son of Judge Foster's friend, falls in love. When Sally is arrested McGargle proves her real parentage.",https://www.imdb.com/title/tt0016308/?ref_=sr_i_35
36. Les misérables,1925,5h 59m,,7.3,114,,"Jean Valjean is a good man who is nevertheless convicted and imprisoned for a minor offense. When he escapes, he is pursued for decades by the unrelenting lawman, Javert.",https://www.imdb.com/title/tt0016112/?ref_=sr_i_36
37. Don Q Son of Zorro,1925,1h 51m,Not Rated,6.8,625,,"Don Cesar, son of Zorro, is framed for murder while visiting Spain, and becomes the whip-wielding outlaw Don Q.",https://www.imdb.com/title/tt0015758/?ref_=sr_i_37
38. The Drug Store Cowboy,1925,50m,Passed,6.2,45,,"Mortimer Grandon, clerk in a drug store, is ambitious to get into pictures. He travels to the company's location in a freight car, and is forced to change clothes with an outlaw. He blunders into the company making scenes and gets into a fist fight. He finally wins out and wins the leading lady's hand.",https://www.imdb.com/title/tt0015766/?ref_=sr_i_38
39. Webs of Steel,1925,,,6.1,14,,A railroad engineer and his wife try to stop a gang of robbers from holding up their train.,https://www.imdb.com/title/tt0016508/?ref_=sr_i_39
40. The Calgary Stampede,1925,1h 32m,Passed,6.1,92,,"Champion Roman racer Dan Malloy falls in love with French Canadian Marie LeFarge, but is accused of killing her father. He evades the law until he wins the Calgary Stampede. He is freed when the real killer is identified.",https://www.imdb.com/title/tt0015662/?ref_=sr_i_40
41. The Road to Yesterday,1925,1h 47m,,6.2,195,,A married couple discovers that their strained relationship is the result of unhappiness in their past lives.,https://www.imdb.com/title/tt0016294/?ref_=sr_i_41
42. The Goose Woman,1925,1h 20m,,6.9,217,,"A famous opera singer lost her voice when her son was born, and has drowned her sorrows in drink. When a murder is committed near her house, she invents a story to get herself back in front of the public again. However, the story she comes up with results in her son being arrested for the murder.",https://www.imdb.com/title/tt0015872/?ref_=sr_i_42
43. Maciste in Hell,1925,1h 35m,,6.8,738,,The devil takes Maciste down to hell in an attempt to corrupt and ruin his morality.,https://www.imdb.com/title/tt0017096/?ref_=sr_i_43
44. Ypres,1925,1h 57m,,6.3,31,,Reconstruction of various battles which took place at Ypres.,https://www.imdb.com/title/tt0016558/?ref_=sr_i_44
45. Winds of Chance,1925,2h 2m,,7.1,74,,A love triangle set against the turn-of-the-century gold rush.,https://www.imdb.com/title/tt0016541/?ref_=sr_i_45
46. Stage Struck,1925,1h 10m,,6.8,1.2K,,"A young woman dreams of becoming a great actress. When her boyfriend starts to flirt with an actual actress, she becomes jealous and decides to fight with her rival.",https://www.imdb.com/title/tt0016394/?ref_=sr_i_46
"47. Sally, Irene and Mary",1925,1h 15m,,5.7,318,,"Three women performing in a Broadway show face temptation, love, money, betrayal and tragedy as the cost of fame.",https://www.imdb.com/title/tt0016309/?ref_=sr_i_47
48. Whirlpool of Fate,1925,1h 11m,TV-PG,6.7,782,,"After her father's death and her uncle having drunk all the inheritance, Virginia is left alone. She is accepted by a family of bohemians but a quarrel between the bohemians and the peasants coerce her to flee the peasants' riot. She is then helped by Raynal who falls in love with her but is too shy to tell her. Sheltered by his father, Virginia is robbed by her uncle of the money Raynal gave her to pay the bill in the village. He and his son then start to consider her a thief.",https://www.imdb.com/title/tt0014898/?ref_=sr_i_48
49. Her Sister from Paris,1925,1h 10m,,6.8,217,,"A housewife poses as her sister, a notorious dancer, in order to fool her husband and teach him a lesson.",https://www.imdb.com/title/tt0015909/?ref_=sr_i_49
50. Clash of the Wolves,1925,1h 14m,Passed,6.5,518,,A fire in the mountains drive a wolf pack into a nearby desert where they will terrorize the local residents.,https://www.imdb.com/title/tt0015687/?ref_=sr_i_50
51. Poil de carotte,1925,2h 3m,,7.1,365,,"Nothing can atone for young ""Carrot top""s mother's hatred, nor for his father's indifference. But when his father learns that his son is thinking about committing suicide, he steps in and takes him under his wing.",https://www.imdb.com/title/tt0016232/?ref_=sr_i_51
