Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. Nosferatu,1922,1h 35m,Not Rated,7.8,124K,,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,https://www.imdb.com/title/tt0013442/?ref_=sr_i_1
2. Häxan,1922,1h 45m,Not Rated,7.6,19K,,"Fictionalized documentary showing the evolution of witchcraft, from its pagan roots to its confusion with hysteria in Eastern Europe.",https://www.imdb.com/title/tt0013257/?ref_=sr_i_2
3. Nanook of the North,1922,1h 18m,Passed,7.6,14K,,"In this silent predecessor to the modern documentary, film-maker Robert J. Flaherty spends one year following the lives of Nanook and his family, Inuits living in the Arctic Circle.",https://www.imdb.com/title/tt0013427/?ref_=sr_i_3
"4. Dr. Mabuse, the Gambler",1922,2h 35m,Not Rated,7.8,10K,,Arch-criminal Dr. Mabuse sets out to make a fortune and run Berlin. Detective Wenk sets out to stop him.,https://www.imdb.com/title/tt0013086/?ref_=sr_i_4
5. Robin Hood,1922,2h 23m,Not Rated,7.0,2.7K,,A nobleman becomes the vigilante Robin Hood who protects the oppressed English people from the tyrannical Prince John.,https://www.imdb.com/title/tt0013556/?ref_=sr_i_5
6. Sherlock Holmes,1922,1h 25m,Not Rated,5.8,797,,A young Sherlock Holmes seeks to bring down the criminal mastermind Moriarty as he solves a crime involving a blackmailed prince.,https://www.imdb.com/title/tt0013597/?ref_=sr_i_6
7. Foolish Wives,1922,1h 57m,Not Rated,7.0,4.4K,,A con artist masquerades as Russian nobility and attempts to seduce the wife of an American diplomat.,https://www.imdb.com/title/tt0013140/?ref_=sr_i_7
8. Blood and Sand,1922,1h 48m,Not Rated,6.3,1.7K,,A toreador's (Rudolph Valentino) familial and social life is threatened when he has an affair.,https://www.imdb.com/title/tt0012952/?ref_=sr_i_8
9. Salomé,1922,1h 12m,Not Rated,6.6,1.4K,,"Salome, the daughter of Herodias, seduces her step-father/uncle Herod, governor of Judea, with a salacious dance. In return, he promises her the head of the prophet John the Baptist.",https://www.imdb.com/title/tt0013571/?ref_=sr_i_9
10. The Loves of Pharaoh,1922,1h 40m,,6.5,812,,The Ethiopian King offers his daughter to a powerful Pharaoh to secure peace between the two countries.,https://www.imdb.com/title/tt0013741/?ref_=sr_i_10
11. Number 13,1922,,,,,,"The story was about low-income residents of a building, financed by The Peabody Trust, founded by American banker-philanthropist George Foster Peabody, to offer affordable housing to needy Londoners.",https://www.imdb.com/title/tt0013444/?ref_=sr_i_11
12. A Blind Bargain,1922,57m,,6.4,70,,"In return for money and medical aid for his invalid mother, struggling author Robert Sandell agrees to subject himself to experiments by Dr. Lamb, who claims he is trying to extend the human lifespan. Despite warnings from the doctor's wife and a hunchbacked assistant, Robert allows himself to be strapped to an operating table, whereupon he learns the true nature of the surgeon's experiments: To prove the theory of evolution by devolving his human subjects into an approximation of their simian ancestors. However, before Dr. Lamb can proceed, the hunchback un-cages another victim, an ape-man, who crushes Dr. Lamb to death.",https://www.imdb.com/title/tt0012949/?ref_=sr_i_12
13. Phantom,1922,2h 5m,Not Rated,6.7,2.1K,,A shiftless young man becomes obsessed with a mysterious woman and yearns to find her again.,https://www.imdb.com/title/tt0013496/?ref_=sr_i_13
14. The Super Sex,1922,1h,,,,,"Miles Brewster Higgins, a self-conscious small town youth, endures his jealousy in silence when a flashy automobile salesman appears and captures the attention of his sweetheart, Irene Hayes. On the insistence of Cousin Roy, Miles invests in Baby Blue oil stock, which quickly earns a fortune. It is his intention to become engaged to Irene, then jilt her, but the rumor that his money was actually invested in another company -- and is therefore accruing no profit -- spoils his plans. Miles ""faces the music"" and learns that Grandma Brewster has spread the news about the false investment to test him. Miles has his fortune and his girl.",https://www.imdb.com/title/tt0013648/?ref_=sr_i_14
15. A Virgin's Sacrifice,1922,50m,,5.1,13,,"Tom Merwin meets Althea Sherrill trekking in the Northwoods, and she accepts his hospitality for the night; a warm friendship develops, and Tom, sensing that she is troubled, promises to protect her and pose as her husband accompanying her home. There Althea reveals that her child's father, Sam Bellows, has followed from Montreal and threatens to turn over an affidavit of the child's birth to her father unless she pays his price: marriage. She is abducted by Bellows, but Tom learns of her predicament and trails them with a score of woodsmen and dogs. Althea's faithful dogs attack and kill Bellows, and the papers proving that Althea's mother is the mother of the illegitimate child are destroyed by Merwin, who is thereafter united with Althea.",https://www.imdb.com/title/tt0013737/?ref_=sr_i_15
16. Grandma's Boy,1922,1h,Passed,7.0,2.2K,,A meek young man must find the courage within when a rogue tramp menaces his home town.,https://www.imdb.com/title/tt0013201/?ref_=sr_i_16
17. The Toll of the Sea,1922,54m,Unrated,6.6,1K,,"While visiting China, an American man falls in love with a young Chinese woman, but he then has second thoughts about the relationship.",https://www.imdb.com/title/tt0013688/?ref_=sr_i_17
