Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. Port of Shadows,1938,1h 31m,Not Rated,7.7,11K,,"A military deserter finds love and trouble (and a small dog) in a foggy, French port city.",https://www.imdb.com/title/tt0030643/?ref_=sr_i_1
2. The Adventures of Robin Hood,1938,1h 42m,PG,7.9,58K,97,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",https://www.imdb.com/title/tt0029843/?ref_=sr_i_2
3. Bringing Up Baby,1938,1h 42m,Approved,7.8,70K,91,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",https://www.imdb.com/title/tt0029947/?ref_=sr_i_3
4. The Lady Vanishes,1938,1h 36m,Approved,7.7,62K,98,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",https://www.imdb.com/title/tt0030341/?ref_=sr_i_4
5. You Can't Take It with You,1938,2h 6m,Approved,7.8,31K,,The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family not realizing that his father is trying to force her family from their home for a real estate development.,https://www.imdb.com/title/tt0030993/?ref_=sr_i_5
6. A Christmas Carol,1938,1h 9m,Approved,7.5,10K,72,An elderly miser learns the error of his ways on Christmas Eve.,https://www.imdb.com/title/tt0029992/?ref_=sr_i_6
7. Angels with Dirty Faces,1938,1h 37m,Approved,7.8,25K,,A priest tries to stop a gangster from corrupting a group of street kids.,https://www.imdb.com/title/tt0029870/?ref_=sr_i_7
8. Holiday,1938,1h 35m,Approved,7.7,20K,,A young man in love with a girl from a rich family finds his unorthodox plan to go on holiday for the early years of his life met with skepticism by everyone except for his fiancée's eccentric sister and long-suffering brother.,https://www.imdb.com/title/tt0030241/?ref_=sr_i_8
9. Algiers,1938,1h 36m,Approved,6.6,3.7K,,A wanted jewel thief ensconced in the Casbah meets a beautiful woman who makes him long for an escape.,https://www.imdb.com/title/tt0029855/?ref_=sr_i_9
10. Four Daughters,1938,1h 30m,Approved,6.9,2.5K,,"A musician is blessed with four musical prodigies, all girls, and cursed when a troubled young composer enters the lives of his daughters.",https://www.imdb.com/title/tt0030149/?ref_=sr_i_10
11. Jezebel,1938,1h 44m,Approved,7.4,17K,82,"In 1850s Louisiana, a free-spirited Southern belle loses her fiancé due to her stubborn vanity and pride, and vows to win him back.",https://www.imdb.com/title/tt0030287/?ref_=sr_i_11
12. Alexander Nevsky,1938,1h 52m,Not Rated,7.4,13K,,The story of how a great Russian prince led a ragtag army to battle an invading force of Teutonic Knights.,https://www.imdb.com/title/tt0029850/?ref_=sr_i_12
13. The Human Beast,1938,1h 40m,Not Rated,7.5,9.1K,,A train engineer lusts for a stationmaster's wife.,https://www.imdb.com/title/tt0029957/?ref_=sr_i_13
14. The Amazing Dr. Clitterhouse,1938,1h 27m,Approved,7.0,3.3K,,A brilliant Park Avenue doctor becomes a criminal in order to do research into the criminal mind.,https://www.imdb.com/title/tt0029864/?ref_=sr_i_14
15. Olympia Part One: Festival of the Nations,1938,1h 51m,Not Rated,7.7,5.8K,,The document of the 1936 Olympics at Berlin.,https://www.imdb.com/title/tt0030522/?ref_=sr_i_15
16. Love Finds Andy Hardy,1938,1h 31m,Approved,6.7,2.2K,,Andy has problems raising the last payment for a used car and juggling three pretty girls with an upcoming country club dance scheduled.,https://www.imdb.com/title/tt0030386/?ref_=sr_i_16
17. A Woman's Face,1938,1h 40m,Unrated,7.0,1.3K,,"An embittered woman, leader of a criminal gang, has a change of heart.",https://www.imdb.com/title/tt0030337/?ref_=sr_i_17
"18. Sing, You Sinners",1938,1h 30m,Approved,6.4,345,,"Three singing brothers have different goals: Mike wants childhood fun, Dave seeks work and marriage, Joe chases risky schemes. Their shared singing act and Joe's secret gamble on a racehorse lead to family tension.",https://www.imdb.com/title/tt0030752/?ref_=sr_i_18
19. Vivacious Lady,1938,1h 30m,Approved,7.1,5K,,"A professor marries a nightclub singer, much to the consternation of his family and friends back home.",https://www.imdb.com/title/tt0030944/?ref_=sr_i_19
20. Pygmalion,1938,1h 29m,Approved,7.7,11K,,A phonetics and diction expert makes a bet that he can teach a cockney flower girl to speak proper English and pass as a lady in high society.,https://www.imdb.com/title/tt0030637/?ref_=sr_i_20
21. Marie Antoinette,1938,2h 29m,Approved,7.3,3.6K,,"The tragic life of Marie Antoinette, who became queen of France in her late teens.",https://www.imdb.com/title/tt0030418/?ref_=sr_i_21
22. Young Dr. Kildare,1938,1h 22m,Approved,6.8,796,,Dr. James Kildare decides to take a position at a large New York hospital instead of joining his father's country practice but he finds himself in serious trouble after he saves a suicidal woman.,https://www.imdb.com/title/tt0031000/?ref_=sr_i_22
