Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. Pandora's Box,1929,1h 49m,Not Rated,7.7,13K,,The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.,https://www.imdb.com/title/tt0018737/?ref_=sr_i_1
2. Queen Kelly,1929,1h 41m,Passed,7.1,3.6K,,A convent girl is abducted and seduced by a prince before being sent off to a brothel in East Africa.,https://www.imdb.com/title/tt0020298/?ref_=sr_i_2
3. Man with a Movie Camera,1929,1h 8m,Not Rated,8.3,31K,96,"A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention.",https://www.imdb.com/title/tt0019760/?ref_=sr_i_3
4. The Broadway Melody,1929,1h 40m,Passed,5.5,9.1K,66,"A pair of sisters from the vaudeville circuit try to make it big time on Broadway, but matters of the heart complicate the attempt.",https://www.imdb.com/title/tt0019729/?ref_=sr_i_4
5. Diary of a Lost Girl,1929,1h 19m,Not Rated,7.8,5.2K,,"After falling pregnant by a pharmacist and refusing to marry, a young woman is ejected from her home and sent to a strict girls' reform school.",https://www.imdb.com/title/tt0020475/?ref_=sr_i_5
6. Why Be Good?,1929,1h 24m,TV-G,7.2,649,,A flapper with a dubious reputation enjoys a vivacious night of dancing and finds herself romantically linked to her boss.,https://www.imdb.com/title/tt0020585/?ref_=sr_i_6
7. The Informer,1929,1h 40m,,7.2,343,,"In 1920s Ireland, an IRA man betrays his best friend to the police, mistakenly believing him to be his mistress's lover.",https://www.imdb.com/title/tt0020025/?ref_=sr_i_7
8. Disraeli,1929,1h 30m,Passed,6.0,1.7K,,Prime Minister of Great Britain Benjamin Disraeli outwits the subterfuge of the Russians and chicanery at home in order to secure the purchase of the Suez Canal.,https://www.imdb.com/title/tt0019823/?ref_=sr_i_8
9. Blackmail,1929,1h 25m,Not Rated,6.9,14K,71,An inspector deals with a blackmailer who knows that the lawman's fiancee killed an artist.,https://www.imdb.com/title/tt0019702/?ref_=sr_i_9
10. Escrava Isaura,1929,,,7.0,14,,,https://www.imdb.com/title/tt0261680/?ref_=sr_i_10
11. The Canary Murder Case,1929,1h 22m,Approved,6.0,1.3K,,"Nightclub singer 'the Canary' blackmails acquaintances, ends up murdered. Only witness also killed. Detective Philo Vance investigates to uncover her killer among numerous suspects she had exploited.",https://www.imdb.com/title/tt0019745/?ref_=sr_i_11
12. The Cocoanuts,1929,1h 36m,Approved,6.8,8.9K,69,"During the Florida land boom, The Marx Brothers run a hotel, auction off some land, thwart a jewel robbery, and generally act like themselves.",https://www.imdb.com/title/tt0019777/?ref_=sr_i_12
13. On with the Show!,1929,1h 44m,Passed,5.8,444,,"A musical advertised as the first 100% natural color, all-singing production. The plot concerns a wide-eyed former hatcheck girl who takes the place of a rebellious star.",https://www.imdb.com/title/tt0020238/?ref_=sr_i_13
