Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. M,1931,1h 39m,Passed,8.3,184K,,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",https://www.imdb.com/title/tt0022100/?ref_=sr_i_1
2. City Lights,1931,1h 27m,G,8.5,217K,99,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a blind flower girl accumulates money to be able to help her medically.",https://www.imdb.com/title/tt0021749/?ref_=sr_i_2
3. Marius,1931,2h 10m,Not Rated,7.8,2.9K,,Marius is faced with a choice whether to fulfill his passion by sailing the seas or stay and marry the woman he loves.,https://www.imdb.com/title/tt0022125/?ref_=sr_i_3
4. Frankenstein,1931,1h 10m,Approved,7.7,88K,91,Doctor Henry Frankenstein is obsessed with assembling a human being from parts of several exhumed corpses and reanimating his creation.,https://www.imdb.com/title/tt0021884/?ref_=sr_i_4
5. Dracula,1931,1h 14m,Passed,7.3,65K,71,"Transylvanian vampire Count Dracula bends a naive real estate agent to his will, then takes up residence at a London estate where he sleeps in his coffin by day and searches for potential victims by night.",https://www.imdb.com/title/tt0021814/?ref_=sr_i_5
6. The Public Enemy,1931,1h 23m,Passed,7.6,24K,80,An Irish-American street punk tries to make it big in the world of organized crime.,https://www.imdb.com/title/tt0022286/?ref_=sr_i_6
7. Dr. Jekyll and Mr. Hyde,1931,1h 38m,Approved,7.6,18K,88,Dr. Jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic Mr. Hyde.,https://www.imdb.com/title/tt0022835/?ref_=sr_i_7
8. Tabu: A Story of the South Seas,1931,1h 26m,TV-PG,7.3,7K,,"On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.",https://www.imdb.com/title/tt0022458/?ref_=sr_i_8
9. Safe in Hell,1931,1h 13m,Passed,6.9,2.3K,57,"After accidentally killing the man who raped her and forced her into prostitution, a New Orleans woman flees to a Caribbean island. While she awaits her fiancé, the vicious local police chief sets his sights on her.",https://www.imdb.com/title/tt0022335/?ref_=sr_i_9
10. Cimarron,1931,2h 3m,Approved,5.8,7.9K,70,A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century.,https://www.imdb.com/title/tt0021746/?ref_=sr_i_10
11. Little Caesar,1931,1h 19m,Not Rated,7.1,16K,,A small-time criminal moves to a big city to seek bigger fortune.,https://www.imdb.com/title/tt0021079/?ref_=sr_i_11
12. Mädchen in Uniform,1931,1h 27m,Passed,7.5,4.4K,,"At an all-girls boarding school, Manuela falls in love with a teacher, to terrific consequences.",https://www.imdb.com/title/tt0022183/?ref_=sr_i_12
