Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,director,budget
214. The Reluctant Saint,1962,1h 45m,Not Rated,7.3,549,,"In 17th century Italy, a simple and clumsy young man joins a Franciscan order, pursues full priesthood and performs a miracle that eventually ensures his sainthood.",https://www.imdb.com/title/tt0056403/?ref_=sr_i_214,,,
215. Some People,1962,1h 33m,,6.3,332,,"The story of three teenaged tearaways Johnnie, Bill and Bert who find themselves at odds with society. Following a brush with the law they have a chance meeting with a local choirmaster who offers them a way of making good.",https://www.imdb.com/title/tt0056509/?ref_=sr_i_215,,,
216. The Man from the First Century,1962,1h 25m,,6.0,189,,"A workman is accidentally sent into outer space, where he meets an alien that can make himself invisible. They return to Earth in the year 2447. Complications ensue.",https://www.imdb.com/title/tt0056265/?ref_=sr_i_216,,,
217. The Interns,1962,2h,Approved,6.5,377,,Medical drama that focuses on the personal and professional conflicts of medical interns working under senior surgeons at a major hospital.,https://www.imdb.com/title/tt0056101/?ref_=sr_i_217,,,
218. Married Too Young,1962,1h 16m,Not Rated,4.8,153,,"Two high-school sweethearts get married, then find that married life isn't what they thought it would be. In their desperation, they get mixed up with a gang of car thieves.",https://www.imdb.com/title/tt0056225/?ref_=sr_i_218,,,
219. Maa Beta,1962,2h 18m,Not Rated,6.0,30,,"Dependent on his elder brother, Bishan, Ganga and his wife, Rameshwari, are abused and asked to leave. They work hard, set up their own business, and soon become wealthy enough to even support Bishan and his wife. A pregnant Rameshwari gets the news that her husband has been killed. She subsequently gives birth to a boy, who goes missing. Will Rameshwari be ever reunited with her son?",https://www.imdb.com/title/tt0355716/?ref_=sr_i_219,,,
220. Bees Saal Baad,1962,2h 38m,Not Rated,7.0,438,,"When a young man's family gets haunted by a spirit, he is warned not to return to his hometown, but he decides to investigate the issue.",https://www.imdb.com/title/tt0055783/?ref_=sr_i_220,,,
221. Marco Polo,1962,1h 35m,,5.2,188,,"Italian explorer rescues the daughter of the Mongol leader Kublai Khan, meets a hermit who has invented gunpowder and builds a cannon.",https://www.imdb.com/title/tt0055141/?ref_=sr_i_221,,,
222. The Witch's Curse,1962,1h 31m,,5.1,540,,Maciste travels to Hell to find a witch and make her undo a curse she put on the surface world.,https://www.imdb.com/title/tt0057268/?ref_=sr_i_222,,,
223. Hemingway's Adventures of a Young Man,1962,2h 25m,Approved,6.3,730,,An immature young man from Middle America grows to manhood after a cross-country journey and his military service in World War I.,https://www.imdb.com/title/tt0056063/?ref_=sr_i_223,,,
224. On the Beat,1962,1h 46m,,6.8,1.1K,,"Norman wants to be a policeman like his father was, but he fails the height test (amongst others). One day, he gets out his father's old uniform and walks the beat. This leads to a level of chaos that only Norman could cause.",https://www.imdb.com/title/tt0056307/?ref_=sr_i_224,,,
225. No Man Is an Island,1962,1h 54m,Approved,6.6,608,,"During the early Pacific war years, American seaman George Tweed is the only U.S. serviceman on Guam not captured by the Japanese forces.",https://www.imdb.com/title/tt0056283/?ref_=sr_i_225,,,
226. Five Finger Exercise,1962,1h 49m,Not Rated,6.3,285,,A long-married couple are at war with each other and with their teenage son and daughter. The presence of a handsome young tutor complicates and sensitizes the savage domestic tensions which arise as the secret emotions of members of the family are shockingly revealed.,https://www.imdb.com/title/tt0055987/?ref_=sr_i_226,,,
227. The Pirates of Blood River,1962,1h 27m,Approved,6.0,1.2K,,A group of ruthless pirates attack a seventeenth century Huguenot settlement on the Isle of Devon in search of treasure and will stop at nothing to obtain it.,https://www.imdb.com/title/tt0056350/?ref_=sr_i_227,,,
228. The Devil's Agent,1962,1h 17m,,6.0,126,,"In East Germany, a double agent falls for a beautiful young escapee from Hungary.",https://www.imdb.com/title/tt0054806/?ref_=sr_i_228,,,
229. Nine Days of One Year,1962,1h 51m,,7.5,1.3K,,Nuclear physicists are risking their lives for scientific achievements.,https://www.imdb.com/title/tt0054803/?ref_=sr_i_229,,,
230. Tales of Paris,1962,1h 40m,,6.1,170,,"The omnibus made of four separate romantic playlets, each with its own cast, director, and scenarist. ""The Tale of Ella,"" directed by Jacques Poitrenaud, stars Dany Saval as an ambitious nightclub performer who very nearly messes up her chances for success by bullying a mild-looking but important producer. ""The Tale of Antonia,"" directed by Michel Boisrond, finds housewife Dany Robin exacting a sweet revenge on her cheating husband. ""The Tale of Francoise,"" directed by Claude Barma, concerns the efforts of Francoise Arnoul to test the fidelity of her best friend's lover. And ""The Tale of Sophie,"" directed by Marc Allegret, features Catherine Deneuve as a goody-two-shoes who fabricates a torrid romance in order to be accepted by her sexually knowledgeable schoolmates.",https://www.imdb.com/title/tt0056333/?ref_=sr_i_230,,,
231. Young Guns of Texas,1962,1h 18m,Approved,4.9,291,,"A cowboy and 5 others pursue outlaws to recover stolen Union Army gold, while a revengeful rancher is it out to murder one of the pursuers.",https://www.imdb.com/title/tt0056710/?ref_=sr_i_231,,,
232. Caesar the Conqueror,1962,1h 43m,Not Rated,4.7,290,,Julius Caesar leads the Roman army to battle against rebels in Gaul.,https://www.imdb.com/title/tt0057105/?ref_=sr_i_232,,,
233. No Exit,1962,1h 25m,,6.7,176,,"A valet guides a man into a windowless, mirrorless hotel room with a single entrance. Two women join them, then the valet locks them inside. Trapped, the trio realizes they're in hell, anticipating a grim fate.",https://www.imdb.com/title/tt0056282/?ref_=sr_i_233,,,
234. War Hunt,1962,1h 23m,Approved,6.2,1.2K,,"Dispatched to the front lines during the Korean War, an idealistic American soldier discovers the horrors of combat and comes at odds with a psychopathic member of his platoon.",https://www.imdb.com/title/tt0056675/?ref_=sr_i_234,,,
235. The Swingin' Maiden,1962,1h 38m,,6.4,592,,"During a steam engine race, an American airline firm plans to buy a new British passenger plane, but the deal hits trouble when the designer and the daughter of the Airline owner take an instant dislike to each other after a crash.",https://www.imdb.com/title/tt0056105/?ref_=sr_i_235,,,
236. Only Two Can Play,1962,1h 46m,,6.6,1.4K,,"A frustrated librarian (Sellers) in Swansea, Wales is torn between his wife Jean (Maskell) and a glamorous married woman, Liz (Zetterling), who wants to have an affair.",https://www.imdb.com/title/tt0056308/?ref_=sr_i_236,,,
237. Escape from Zahrain,1962,1h 33m,Approved,6.0,848,,A hunted revolutionary leads a rag tag group of individuals through the desert in an attempt to elude the security forces and escape the fictitious Arab country of Zahrain.,https://www.imdb.com/title/tt0055963/?ref_=sr_i_237,,,
238. Strongroom,1962,1h 20m,Not Rated,7.2,675,,"Bank robbery goes awry, manager and cashier locked in vault. Robbers return after failed rescue attempt, race against time to free hostages before police arrive.",https://www.imdb.com/title/tt0055484/?ref_=sr_i_238,,,
239. The Brain,1962,1h 23m,,5.2,376,,"After the mysterious crash of a millionaire's private airplane, three scientists secretly harvest the dying man's brain and keep it alive in a laboratory in order to communicate with it through telepathy.",https://www.imdb.com/title/tt0056601/?ref_=sr_i_239,,,
240. The Broken Land,1962,1h,Approved,5.1,458,,"A loner cowboy gets entangled in a town's fight against a corrupt sheriff. His involvement with a local woman leads to violence, robbery, and murder, leaving the cowboy a wanted man pursued by a posse.",https://www.imdb.com/title/tt0055811/?ref_=sr_i_240,,,
241. Gorath,1962,1h 23m,Not Rated,5.7,934,,A Tokyo scientist and his colleagues shift Earth to avoid a red-hot planet on a collision course.,https://www.imdb.com/title/tt0056709/?ref_=sr_i_241,,,
242. The Avenger,1962,1h 35m,,5.3,495,,"Aeneas leads escapees from the Trojan war to new land in Italy, and must deal with new threats to his people.",https://www.imdb.com/title/tt0056174/?ref_=sr_i_242,,,
243. Martes y trece,1962,1h 25m,,4.5,66,,"Lola and Maria are two Spanish young ladies engaged to Franz and Pepe, all so eager to spend their honeymoon that the moment seems never to come, as all sorts of problems pave their way.",https://www.imdb.com/title/tt0055147/?ref_=sr_i_243,,,
244. The Black Candles,1962,2h 50m,,7.0,294,,"The film revolves around the young man, ""Ahmed"" (Saleh Selim) the young poet who was blinded in an accident while riding a horse when he saw the betrayal of his sweetheart, and then decided to live with his mother (Amina Rizk) and his friend, ""Abdul Muti"" (Fouad Elmohandes) in the countryside, and with his heart full of hatred for all women, he thought all women are the same then he meets his new nurse that would change everything in his life.",https://www.imdb.com/title/tt0371218/?ref_=sr_i_244,,,
245. Il commissario,1962,1h 49m,Not Rated,6.8,308,,"Popular Italian comic Alberto Sordi does an excellent job of creating a bumbling yet effective police inspector by the unlikely name of Dante Lombardozzi, in this entertaining comedy-murder mystery by director Luigi Comencini.",https://www.imdb.com/title/tt0055861/?ref_=sr_i_245,,,
246. Gundamma Katha,1962,2h 46m,,8.8,1.7K,,Gundamma has two children and a stepdaughter whom she mistreats; she hopes to get a 'resident' son-in-law who will look after the family; two brothers decide to teach the old woman a lesson.,https://www.imdb.com/title/tt0262455/?ref_=sr_i_246,,,
247. The Graceful Brute,1962,1h 36m,,7.3,453,,"A greedy, materialistic family attempts to cover-up the embezzlement committed by the son while keeping their other schemes active. They discover there are other, equally conniving players involved.",https://www.imdb.com/title/tt0217799/?ref_=sr_i_247,,,
248. The Wild Swans,1962,57m,,7.3,471,,"When a witch transforms her brothers into swans, a young princess must find a way to change them back.",https://www.imdb.com/title/tt0238938/?ref_=sr_i_248,,,
249. This Is Not a Test,1962,1h 13m,Not Rated,5.3,927,,A deputy sheriff stops motorists on a mountain road after police dispatch reports of a possible nuclear attack.,https://www.imdb.com/title/tt0183884/?ref_=sr_i_249,,,
250. Crazy Desire,1962,1h 50m,,6.8,569,,"A middle-aged and slightly conservative businessman meets a band of rowdy youths and is smitten by one named Francesca. He is pursuaded to join their party and even pay for most of it, as he finds himself strangely attracted to Francesca, who seems his complete opposite.",https://www.imdb.com/title/tt0056665/?ref_=sr_i_250,,,
251. We Joined the Navy,1962,1h 45m,Not Rated,5.5,254,,"This is the story of the riotous, romantic, exciting, astonishing and highly entertaining adventures of Lieutenant Commander ""Bodger"" Badger, R.N. (Kenneth More). An exceptionally likeable fellow, the Badger has one besetting sin, a shining honesty.",https://www.imdb.com/title/tt0056681/?ref_=sr_i_251,,,
252. Therese,1962,1h 49m,,7.1,666,,"Unhappy in her marriage to a boring man who doesn't love her, a woman plans to get rid of him by slowly increasing the dosage of his medication.",https://www.imdb.com/title/tt0056581/?ref_=sr_i_252,,,
253. Wild Guitar,1962,1h 32m,Not Rated,4.6,1.1K,,"Aspiring singer Bud meets dancer Vickie. He signs with shady manager McCauley. Bud achieves success but faces manipulation. Kidnapped, he reconciles with Vickie, confronts McCauley with evidence, forcing honest management.",https://www.imdb.com/title/tt0056693/?ref_=sr_i_253,,,
254. Lulu,1962,1h 40m,,6.7,115,,"A 14-year-old girl is caught while trying to pick a doctor's pocket. The doctor ends up taking her in and turning her into a sophisticated lady, whom he marries off to a wealthy man.",https://www.imdb.com/title/tt0056202/?ref_=sr_i_254,,,
255. Una vita violenta,1962,1h 46m,,6.8,262,,"Tommaso Puzzilli is a boy who grew up in the suburb of Pietralata outside Rome. Not having a job, Tommaso and his friends are committing crimes to make money.",https://www.imdb.com/title/tt0139728/?ref_=sr_i_255,,,
256. Planets Around Us,1962,1h 25m,,4.6,162,,"An alien race sends cyborgs--made to look like the son of a famous scientist, whom they killed when he landed on their planet--to Earth to help pave the way for an invasion.",https://www.imdb.com/title/tt0055297/?ref_=sr_i_256,,,
257. Go to Blazes,1962,1h 20m,,5.9,276,,"After yet another smash-and-grab goes wrong, a bungling trio of small-time crooks flash an idea of using a fire engine as a getaway vehicle. But they keep being mistaken for genuine firemen and it starts to become a flaming nuisance.",https://www.imdb.com/title/tt0056032/?ref_=sr_i_257,,,
258. Fury of Achilles,1962,1h 58m,,5.7,371,,"In the tenth year of the Trojan War, tensions between Achilles and Agamemnon divide the Greek camp while giving hope to the Trojans.",https://www.imdb.com/title/tt0056104/?ref_=sr_i_258,,,
259. Hero's Island,1962,1h 34m,Approved,5.5,326,,"In 1718, on a small island off the Carolina coast, a recently freed family of indentured servants plans to settle and homestead there but they run into conflict with a group of fishermen also claiming ownership of the island.",https://www.imdb.com/title/tt0056065/?ref_=sr_i_259,,,
260. The Fury of Hercules,1962,1h 37m,,4.6,250,,In a tyrannical kingdom there is an evil ruler and a queen who lusts after Hercules who is attracted to a handmaiden. A rebellion overthrows the ruler.,https://www.imdb.com/title/tt0054903/?ref_=sr_i_260,,,
261. The Iron Mask,1962,2h 7m,,5.8,625,,"The story of the Three Musketeers, D'Artagnan, and the imprisonment in an iron mask of the identical twin of the King of France, Louis XIV.",https://www.imdb.com/title/tt0056228/?ref_=sr_i_261,,,
262. It's Only Money,1962,1h 23m,Not Rated,6.3,1.1K,,A TV repairman dreams of being a detective and sets out to locate a missing heir.,https://www.imdb.com/title/tt0056110/?ref_=sr_i_262,,,
263. Careless,1962,1h 51m,,7.1,328,,"The place is Trieste and the time is 1927. Emilio Brentani leads a peaceful and uneventful life with his older sister Amalia. At least until the day he meets Angiolina Zarri, a beautiful young woman. But the lady is also fickle, wayward and coquettish. Unfortunately for him, Emilio falls madly in love with her...",https://www.imdb.com/title/tt0055432/?ref_=sr_i_263,,,
264. Hand of Death,1962,1h,Approved,4.7,610,,"Alex Marsh has created a serum combining a hypnotic drug and nerve gas. Unfortunately spills the formula, breathing the vapors and getting some on his hands causing the drug transforms him into a murderous monster.",https://www.imdb.com/title/tt0056055/?ref_=sr_i_264,,,
265. Dikaya sobaka Dingo,1962,1h 37m,,7.2,188,,"Things take an interesting turn for Tanya and her mother when her father arrives with his foster son Kolya and new wife. This film is about Kolya and Tanya's bright, pure and bitter first love.",https://www.imdb.com/title/tt0167896/?ref_=sr_i_265,,,
266. Mermaids of Tiburon,1962,1h 16m,Unrated,5.3,206,,A diver is aided in his search for sunken treasure by beautiful mermaids.,https://www.imdb.com/title/tt0056233/?ref_=sr_i_266,,,
267. The Carpet of Horror,1962,1h 25m,Not Rated,5.3,391,,An evil genius uses poison gas to avenge himself on his enemies.,https://www.imdb.com/title/tt0056567/?ref_=sr_i_267,,,
268. Nature's Playmates,1962,1h 2m,Unrated,5.3,112,,"Chicago private detective Russell Harper and his assistant, Diana, travel to a Florida nudist camp to find a missing husband and both of them soon become embroided with the life of nudists while falling in love with each other.",https://www.imdb.com/title/tt0056273/?ref_=sr_i_268,,,
269. Anno 79: La distruzione di Ercolano,1962,1h 53m,Not Rated,4.5,147,,Intrigue at the Roman Emperor's court prior to its destruction by Vesuvius.,https://www.imdb.com/title/tt0055754/?ref_=sr_i_269,,,
270. The Tale of Zatoichi Continues,1962,1h 12m,Not Rated,7.2,2.9K,,"The blind masseur and swordsman, Zatoichi, learns of a powerful political figure's secret and is quickly tailed by a group of killers.",https://www.imdb.com/title/tt0200309/?ref_=sr_i_270,,,
271. Forever My Love,1962,2h 27m,,6.7,248,,"The romantic ""Sissi"" trilogy condensed into one film. Emperor Franz Joseph of Austria falls in love with young princess Elisabeth.",https://www.imdb.com/title/tt0055994/?ref_=sr_i_271,,,
272. Confessions of an Opium Eater,1962,1h 25m,Not Rated,6.2,808,,"In 19th-century San Francisco's Chinatown, American adventurer Gilbert De Quincey saves slave girls owned by the Chinese Tong factions.",https://www.imdb.com/title/tt0055864/?ref_=sr_i_272,,,
273. Los forajidos,1962,1h 23m,,5.5,11,,,https://www.imdb.com/title/tt0279821/?ref_=sr_i_273,,,
274. Varan the Unbelievable,1962,1h 10m,Unrated,4.5,874,,Heavily alerted American version of Japan's Varan. A prehistoric behemoth is unwittingly awoken from hibernation due to a U.S-Japanese military experiment for economic means on it's watery lair.,https://www.imdb.com/title/tt0056648/?ref_=sr_i_274,,,
275. El filibusterismo,1962,1h 57m,TV-PG,8.0,31,,"Juan Crisostomo Ibarra has changed his name and identity to rich jeweler Simoun. In disguise, he travels the world amassing wealth, which he intends to use to topple the corrupt and abusive regime in his native land. But Simoun's real motive is personal. He wants to rescue his beloved, Maria Clara, from the convent and avenge the death of his father. In a forest on Christmas Eve, medical student Basilio recognizes Simoun as the man who helped bury his mother Sisa under a tree over 10 years ago. Simoun is in the forest to retrieve the gems he buried near Sisa's grave. As the film progresses, all the secrets and intrigues are revealed, and the plotters' plan fails. A good Filipino priest throws Simoun's jewels away, thereby eliminating the greed, violence, and other evils they might have provoked.",https://www.imdb.com/title/tt0354579/?ref_=sr_i_275,,,
276. Sweet Violence,1962,1h 16m,Not Rated,4.6,218,,"Olivier, a handsome but callow and moody young student, picks up an enthusiastic actress during a theatre rehearsal, and is introduced to her acquaintances -- a group of jaded rich kids who spend their time storming around the Riviera harassing passersby, throwing wild parties and following all the latest trends. When sexy Elke gives him the eye, he leaves the actress in the lurch and joins the gang for a decadent party aboard a yacht. However, Elke's wanton ways and Olivier's inexperience do not mesh. Charlie accidentally sets the yacht afire. The gang wreaks its vengeance by luring him into a dangerous contest of bravura on a construction site.",https://www.imdb.com/title/tt0055926/?ref_=sr_i_276,,,
277. Anpadh,1962,2h 30m,,6.8,136,,"A wealthy, pampered and illiterate woman faces many challenges after her marriage.",https://www.imdb.com/title/tt0206554/?ref_=sr_i_277,,,
278. Kozara,1962,2h 4m,,7.2,816,,The struggle of the Yugoslav partisans against the Germans.,https://www.imdb.com/title/tt0055059/?ref_=sr_i_278,,,
279. Az aranyember,1962,1h 47m,,6.8,644,,"Michael Tímar, captain of the St. Barbara, marries the daughter of a Turkish aristocrat on the run. While skilfully managing his wife fortune, Tímar is torn between the demands of bourgeois civilization and the ideal of freedom.",https://www.imdb.com/title/tt0055758/?ref_=sr_i_279,,,
280. The Four Days of Naples,1962,2h,,7.6,1.1K,,"The film shows the history of the Neapolitan popular revolt against the invading Germans during World War II. During the four days in Naples, the revolt turns over in just a few hours. Neapolitans slung on rifles and guns or armed themselves with stones, house-objects, gasoline-bottles, anything and everything, anonymous and silent. Gennarino Capuozzo, a 10-year-old killed on a barricade while he was fighting against the invaders, is remembered as a hero.",https://www.imdb.com/title/tt0056389/?ref_=sr_i_280,,,
281. The Son of Captain Blood,1962,1h 28m,,5.2,203,,The son of a notorious pirate is placed on the path of righteousness by his love for a beautiful young woman.,https://www.imdb.com/title/tt0054875/?ref_=sr_i_281,,,
282. Crooks Anonymous,1962,1h 28m,,6.2,702,,"Forsdyke, a pathological petty thief subjects himself to a strict correction course run by a wealthy ex-con Widdowes and his Crooks Anonymous organization. Forsdyke's young and innocent girlfriend Babette, holds the hopes for his recovery and promises that she'll marry him if he'll reform. However, Forsdyke loses control when he's locked in a department store over Christmas.",https://www.imdb.com/title/tt0055875/?ref_=sr_i_282,,,
"283. Love, Thy Name Be Sorrow",1962,1h 49m,,7.2,493,,"In the reign of the Emperor Suzaku (930- 946 A.D.), various mishaps happen after a strange white rainbow in appearance in the sky over Kyoto. The Emperor orders a famous astronomer, Yasunori, to consult a certain Chinese book of secrets to calm the fear of the people. Yasunori has two disciples, Yasuna and Doman. But he desires that Yasuna succeeds him because Doman is interested only in power. Assisted by Yasunori's wife, Doman sends his follower, Akuemon, to kill Yasunori. Doman also steals the secret book and puts the blame on Yasuna and his sweetheart, Sakaki, Yasunori's adopted daughter. Sakaki commits suicide and Yasuna kills Yasunori's wife in his rage. He retrieves the secret book and sets out on a journey without destination. He meets her younger sister, Kuzunoha, with whom he falls in love at Sakaki's home town. Lord Iwakura, Yasunori's brother-in-low, advices the Court that the Crown Prince has no child and this causes tourmoils. Akuemon is summoned to catch a white female fox which is to be used for charming away the curse on the Prince. Akuemon fails to find a white female fox, but meets Yasuna who has protected the foxes. Akuemon beats Yasuna and takes Kuzunoha with him. But Yasuna is rescued by a white fox. The white fox asks his daughter to transform herself in the shape of Kuzunoha to live together with him. After that, they have a baby. When Kuzunoha escapes from Akuemon and comes to Yasuna, the female fox in the shape of Kuzunoha disappears leaving a poem (tanka) beside her sleeping baby.",https://www.imdb.com/title/tt0203629/?ref_=sr_i_283,,,
284. Convicts 4,1962,1h 45m,Approved,6.5,585,,"After his death sentence is commuted to life in prison, John Resko (Ben Gazzara) is transferred from Sing-Sing to Dannemora Prison where, with the help of a humane prison guard, he becomes a rehabilitated man and a successful painter.",https://www.imdb.com/title/tt0055868/?ref_=sr_i_284,,,
285. Gladiator of Rome,1962,1h 40m,,4.7,179,,"A warrior protecting a slave girl, who is really a princess, winds up as a gladiator in the Roman arenas.",https://www.imdb.com/title/tt0056026/?ref_=sr_i_285,,,
286. Das haben die Mädchen gern,1962,1h 31m,,4.8,29,,"Peter Monk, just called ""Pitt"" by everyone, is a spoiled young man who enjoys the joys of life at the expense of his father without worrying about possible consequences.",https://www.imdb.com/title/tt0055888/?ref_=sr_i_286,,,
287. Cinco vezes Favela,1962,1h 32m,,7.1,175,,Five segments about the hardships faced by people living in slums on hills in Rio de Janeiro.,https://www.imdb.com/title/tt0055287/?ref_=sr_i_287,,,
288. Diary of a Mad Old Man,1962,1h 38m,,7.0,98,,"A wealthy old man, Utsugi has recently suffered a stroke which has paralyzed his right hand and significantly reduced his quality of life. He currently operates a large household with a number of live-in staff, including a round the clock nurse, his wife, son, daughter-in-law, and grandson. The son, Joukichi, is a successful executive currently having an affair with a cabaret dancer, leaving his extremely beautiful wife, Sachiko, herself also formerly a dancer, at a loose end. Though approaching the end of his life and possibly physically incapable of acting on his desire, Utsugi is consumed with lust for Sachiko and thinks of little else but how to convince her to allow him even the smallest of intimacies. Sachiko, for her part, is not particularly interested in pursuing a romantic entanglement with her aged father-in-law but is perfectly aware of her power over him which she uses to fulfill her material desires. Meanwhile, Utsugi's rather pathetic behavior has not gone unnoticed by the rest of the household who view his desperation with a mix of pity, exasperation, and outrage.",https://www.imdb.com/title/tt0317538/?ref_=sr_i_288,,,
289. The Underwater City,1962,1h 18m,Not Rated,4.7,200,,"An engineer, a psychologist and several other disparate types take part in an experiment to see if people can live for extended periods of time in a city built under the ocean.",https://www.imdb.com/title/tt0056637/?ref_=sr_i_289,,,
290. Family Diary,1962,1h 53m,Not Rated,7.2,1.2K,,A man recollects the life of his late younger brother.,https://www.imdb.com/title/tt0056966/?ref_=sr_i_290,,,
291. A Girl Named Tamiko,1962,1h 50m,Approved,5.7,203,,A Eurasian photographer uses his women in an attempt to get American nationality.,https://www.imdb.com/title/tt0056021/?ref_=sr_i_291,,,
292. Safe at Home!,1962,1h 24m,Not Rated,5.5,379,,Legendary Hall of Famer Mickey Mantle stars with his Yankee teammate Roger Maris in this good-natured story of dreams that really do come true.,https://www.imdb.com/title/tt0056435/?ref_=sr_i_292,,,
293. Dr,1962,1h 27m,,7.8,217,,"In the moment when Belgrade industrialist Zivota Cvijovic had dreams to marry off his son Milorad, Doctor of Philosophy, to a minister of transport's daughter, a telegram from Milorad's professor from Heidelberg arrives, saying that he wants to visit them. Bad luck is that Velimir, a poor student, was financed by Milorad, and studying under his name received a diploma.",https://www.imdb.com/title/tt0057011/?ref_=sr_i_293,,,
294. Nudes of All Nations,1962,1h 5m,,5.3,47,,Old-fashioned nudist romp.,https://www.imdb.com/title/tt0195101/?ref_=sr_i_294,,,
"295. Vulcan, Son of Jupiter",1962,1h 16m,,4.2,236,,A superhero battles lizard men and other monsters that are terrorizing the countryside.,https://www.imdb.com/title/tt0055609/?ref_=sr_i_295,,,
296. Asli-Naqli,1962,2h 25m,,7.6,363,,"Renu lives a poor lifestyle with her mom, dad and a brother. Her dad decides to travel to Africa so that he can earn enough money to send his son to study engineering, so that he can find employment abroad. But fate has other plans when one day Renu's brother returns home sick from college, and shortly thereafter passes away. His shocked father books a seat on a plane to attend his son's funeral, but the plane crashes killing everyone on board. Shattered and devastated, Renu decides to hide her dad's death from her ill and fragile mom, and goes along pretending that her father is still alive. She obtains employment and through her earnings convinces her mom that her dad is regularly sending money. Then things brighten up when a homeless young man, Anand, enters her life, both fall in love with each other and want to get married. But once again fate plays a cruel joke on Renu as she subsequently finds out that Anand is not who he claims to be, but is in fact, a playboy, the grandson, nicknamed 'Prince"", of one of the wealthiest man in town, Dwarkadas, and Anand is scheduled to get married to Rekha - the only heir to a multi-million rupee estate. Watch as events unfold and the effect this news has on the townspeople and Renu's mom.",https://www.imdb.com/title/tt0244409/?ref_=sr_i_296,,,
297. Ulysses Against Hercules,1962,1h 39m,,5.0,245,,"Ulysses offends the gods by blinding the Cyclops, so they send Hercules to capture him and bring him to them.",https://www.imdb.com/title/tt0055564/?ref_=sr_i_297,,,
298. Dil Tera Diwana,1962,2h 30m,Not Rated,6.3,134,,"Wayward, brash, and disobedient Mohan (Shammi Kapoor) is sent by his angry dad Diwan Badriprasad (Ulhas) to a retired army captain Dayaram (Om Prakash) to learn some discipline and respect. But Mohan asks his friend Anokhe (Mehmood) to switch places with him, and Anokhe agrees to do so. Mohan meets with Meena (Mala Sinha), who lives with her blind dad (Manmohan Krishan). Anokhe is welcomed as Mohan by Captain Dayaram and his daughter Malti (Shubha Khote) in their household. Eventually both Malti and Anokhe fall in love. Things start to get even more muddled when Captain Dayaram finds out that Anokhe is married to another woman, and that Anokhe drives a rickshaw. The police are notified and they are asked to arrest Mohan - they arrest 3 Mohans. Who is the real Mohan?",https://www.imdb.com/title/tt0250339/?ref_=sr_i_298,,,
299. Terrified,1962,1h 21m,Approved,4.4,526,,A masked lunatic kills off people in a haunted house.,https://www.imdb.com/title/tt0142906/?ref_=sr_i_299,,,
300. Death Trap,1962,56m,,6.2,95,,"A young woman commits suicide. Her sister is not ready to let the death go without someone answering a few questions. was it really suicide, and where is the large amount of money her sister withdrew from the bank the day before her death?",https://www.imdb.com/title/tt1729182/?ref_=sr_i_300,,,
301. Daughter of the Sun,1962,1h 10m,Unrated,4.8,95,,"When she is discovered to be a nudist, a school teacher is called before the board of education to defend herself. A young male teacher decides to accompany her to her nudist camp to find out for himself exactly what goes on there.",https://www.imdb.com/title/tt0055890/?ref_=sr_i_301,,,
302. Alone Against Rome,1962,1h 40m,,5.7,122,,"A Roman Consul, on his way to fight a border war, stations a garrison of soldiers in a provincial town. The townspeople aren't happy with this situation but decide it's in their best interests to cooperate. However, the Tribune left in charge of the garrison proves to be cruel and demanding. He takes over a house for his own use and forces his attentions on Fabiola, the owner's daughter. She reluctantly submits in order to protect the life of her lover, Brenno, who's already been publicly whipped and who's been hauled off to the local arena to provide sport for Roman gladiators. Soon, Brenno and Fabiola's brother are organizing a resistance which will put an end to the Tribune's reign of tyranny.",https://www.imdb.com/title/tt0056507/?ref_=sr_i_302,,,
303. Pontius Pilate,1962,1h 40m,Not Rated,5.5,304,,"The events that culminated with the Passion of Christ seen from the perspective of Pontius Pilate, the Procurator of Judea who unwillingly condemned Christ to death. Based on the biblical Gospel of John.",https://www.imdb.com/title/tt0056358/?ref_=sr_i_303,,,
304. It Happened in Athens,1962,1h 40m,Approved,5.4,287,,"In 1896 it is announced that the Olympic Games will be revived in Athens. A young shepherd, Spiridon Loues, decides to enter the 26-mile marathon. Once in Athens, he meets Christina Gratsos, a young woman from his hometown who is now the personal maid of Eleni Costa, Greece's most glamorous actress. Though he has arrived after the qualification date, Spiridon's athletic prowess so impresses Coach Graham of the American team that he is permitted to enter the contest. Eleni informs the press that she will marry the victor, confident it will be her lover, Lieutenant Vinardos.",https://www.imdb.com/title/tt0056109/?ref_=sr_i_304,,,
305. Love Under the Crucifix,1962,1h 42m,,6.7,301,,"A tea master and his daughter Ogin are both Christians in feudal Japan. Ogin falls in love with a married feudal prince who shares her faith. When the Shogun bans Christianity, the situation worsens.",https://www.imdb.com/title/tt0203751/?ref_=sr_i_305,,,
306. Deka meres sto Parisi,1962,1h 29m,,5.5,97,,"Yearning to indulge themselves in forbidden pleasures, two incorrigible womanisers dream of going on a trip to seductive Paris without their wives; but, instead, they go together. Can ten days in Paris bring joy to the happy holidaymakers?",https://www.imdb.com/title/tt0196490/?ref_=sr_i_306,,,
307. Adorable Julia,1962,1h 37m,,6.7,171,,"A successful and married, although not quite young, actress at a London theatre, falls for a young man, only a little older than her son, involved with a young actress who uses him to advance her career and upstage the leading lady.",https://www.imdb.com/title/tt0056129/?ref_=sr_i_307,,,
