Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
55. Primrose Path,1940,1h 33m,Approved,6.8,2K,,"A young woman from a family of prostitutes falls in love with a hard-working man, but after he finds out the truth about her background, their romance becomes jeopardized.",https://www.imdb.com/title/tt0032946/?ref_=sr_i_55
56. Son of Ingagi,1940,1h 10m,Approved,4.3,376,,A newlywed couple is visited by a strange old woman who harbors a secret about the young girl's father.,https://www.imdb.com/title/tt0033075/?ref_=sr_i_56
57. The Invisible Woman,1940,1h 12m,Approved,5.9,3.9K,56,An attractive model with an ulterior motive volunteers as guinea pig for an invisibility machine.,https://www.imdb.com/title/tt0032637/?ref_=sr_i_57
58. Strike Up the Band,1940,2h,Approved,6.8,2.1K,59,"A high school boy wants to become a professional musician, and his gal pal wants to become his best girl. They work together staging big band shows with fellow classmates in the hopes of hitting it big.",https://www.imdb.com/title/tt0033110/?ref_=sr_i_58
59. Angel Street,1940,1h 24m,Approved,7.3,5.9K,,"Twenty years after the murder of Alice Barlow, her house is finally occupied again. However, the husband from the couple who has moved in has a secret that he will do anything to keep hidden.",https://www.imdb.com/title/tt0031359/?ref_=sr_i_59
60. Johnny Apollo,1940,1h 34m,Approved,6.9,1.7K,,The son of a jailed Wall Street broker turns to crime to pay for his father's release.,https://www.imdb.com/title/tt0032651/?ref_=sr_i_60
61. A Chump at Oxford,1940,1h 2m,Approved,7.2,4.7K,,"As a reward for capturing a bank robber, Stan and Ollie get scholarships to Oxford, but are met with resentment by other students.",https://www.imdb.com/title/tt0032339/?ref_=sr_i_61
62. The Fatal Hour,1940,1h 8m,Approved,5.4,1.5K,,"When Captain Street's best friend Dan Grady is murdered, Street receives help from Chinese detective James Lee Wong and local newspaper reporter Bobbie Logan.",https://www.imdb.com/title/tt0032457/?ref_=sr_i_62
63. Always a Bride,1940,58m,Approved,5.3,239,,"Alice's parents want her to marry wealthy Marshall, but she loves charming Michael. Michael promises to become mayor to prove himself worthy. He runs against incumbent Mayor Loomis in an underdog political campaign to win Alice's hand.",https://www.imdb.com/title/tt0032198/?ref_=sr_i_63
64. The Bank Dick,1940,1h 12m,Approved,7.1,8.3K,,"Henpecked Egbert Sousé has comic adventures as a substitute film director and unlikely bank guard. When he foils two robberies in one day, the town drunkard is hired to guard the local bank.",https://www.imdb.com/title/tt0032234/?ref_=sr_i_64
65. Gambling on the High Seas,1940,55m,Approved,6.0,394,,A reporter tries to nail a gambling-ship owner for murder.,https://www.imdb.com/title/tt0032505/?ref_=sr_i_65
66. One Million B.C.,1940,1h 20m,Approved,5.7,1.9K,,Tale of prehistoric survival and love between a male and a female belonging to opposing tribes that happen to be at slightly different stages of evolution.,https://www.imdb.com/title/tt0032871/?ref_=sr_i_66
67. The Blue Bird,1940,1h 28m,G,6.2,2.2K,,"Mytyl and her brother Tyltyl, a woodchopper's children, are led by the Fairy Berylune on a magical trip through the past, present, and future to locate the Blue Bird of Happiness.",https://www.imdb.com/title/tt0032264/?ref_=sr_i_67
68. Broadway Melody of 1940,1940,1h 42m,Approved,7.2,3.1K,,Johnny Brett and King Shaw are an unsuccessful dance team in New York. A producer discovers Brett to be a new partner for Clare Bennett. Brett mistakenly thinks the man is one to whom he owes money so he gives him the name of his partner.,https://www.imdb.com/title/tt0032284/?ref_=sr_i_68
69. Black Friday,1940,1h 10m,Approved,6.3,3.3K,,"Dr. Sovac transplants the brain of a gangster into his professor friend's body to save his life, but there is a side effect that causes a dangerous split personality.",https://www.imdb.com/title/tt0032258/?ref_=sr_i_69
70. Father Is a Prince,1940,57m,Approved,6.2,203,,"Carpet-sweeper manufacturer John Bower has no patience with inefficiency, lawyers, or vacuum cleaners. He's a bit of a skinflint, too. His family thinks he works too hard. He feels inferior for not having gone to college, so now he doesn't want his children going, either. His daughter Connie is afraid to break the news of her engagement to Gary Lee, especially since not only is Gary a lawyer and a college grad, but his father owns a vacuum-cleaner company, too.",https://www.imdb.com/title/tt0032458/?ref_=sr_i_70
71. Abe Lincoln in Illinois,1940,1h 50m,Approved,7.3,2.3K,,"Humble Abraham Lincoln gains the respect of his Illinois neighbors, growing in stature and respect until he is elected President in 1860 and departs for Washington.",https://www.imdb.com/title/tt0032181/?ref_=sr_i_71
72. I Love You Again,1940,1h 39m,Approved,7.4,4.3K,,An amnesiac reverts to conman and sees his wife anew.,https://www.imdb.com/title/tt0032617/?ref_=sr_i_72
73. Ladies Must Live,1940,58m,Approved,5.6,111,,A country bumpkin tries to save his millionaire pal from a gold-digging singer.,https://www.imdb.com/title/tt0032684/?ref_=sr_i_73
74. Doomed to Die,1940,1h 8m,Approved,5.5,1.6K,,Mr. Wong and a girl reporter investigate a shipping magnate's murder.,https://www.imdb.com/title/tt0032404/?ref_=sr_i_74
75. Knute Rockne All American,1940,1h 38m,Approved,6.7,2.3K,,The story of legendary Notre Dame football player and coach Knute Rockne.,https://www.imdb.com/title/tt0032676/?ref_=sr_i_75
76. Susan and God,1940,1h 57m,Approved,5.9,1.5K,,"A socialite's European religious awakening leads her to zealously convert friends, while her husband gets sober hoping to save their family as she preaches but neglects her own home life.",https://www.imdb.com/title/tt0033117/?ref_=sr_i_76
77. The Eternal Jew,1940,1h 2m,,4.5,4.1K,,"Under the guise of a brutally honest documentary, this malevolent propaganda film aims to be an ""indispensable tool in the hands of the Aryan race,"" designed to depict the ""true"" Jew when the masks of Western civilization fall off.",https://www.imdb.com/title/tt0156524/?ref_=sr_i_77
78. 'Til We Meet Again,1940,1h 39m,Approved,6.8,866,,"Dying Joan Ames meets criminal Dan Hardesty on a luxury liner as he is being transported back to America by policeman Steve Burke to face execution. Joan and Dan fall in love, their fates unbeknownst to one another.",https://www.imdb.com/title/tt0032176/?ref_=sr_i_78
79. Down Argentine Way,1940,1h 29m,Approved,6.4,1.5K,,An American girl on vacation in Argentina falls for a wealthy racehorse owner.,https://www.imdb.com/title/tt0032410/?ref_=sr_i_79
80. Star Dust,1940,1h 30m,Approved,6.6,444,,"Carolyn Sayres, rejected by talent scout Brooke, falls in love with Bud Borden, helping her become a star. Wharton parodies Zanuck's early Hollywood experiences.",https://www.imdb.com/title/tt0033100/?ref_=sr_i_80
81. Charlie Chan's Murder Cruise,1940,1h 16m,Approved,7.1,1.6K,,Charlie tries to discover the identity of a strangler who strikes multiple times on a cruise ship bound from Honolulu to California.,https://www.imdb.com/title/tt0032326/?ref_=sr_i_81
82. Swiss Family Robinson,1940,1h 33m,,6.2,970,,A family of Swiss origin living in London during the onslaught against Europe by Napolean seeks to leave and emigrate to Australia to nurture their values and raise their sons.,https://www.imdb.com/title/tt0033124/?ref_=sr_i_82
83. Comrade X,1940,1h 44m,Approved,6.6,2K,,An American reporter smuggling news out of Soviet Moscow is blackmailed into helping a beautiful Communist leave the country.,https://www.imdb.com/title/tt0032349/?ref_=sr_i_83
84. Jud Süß,1940,1h 38m,,5.0,3.7K,,Historical drama about Duke Karl Alexander of Württemberg and his treasurer Joseph Süß Oppenheimer.,https://www.imdb.com/title/tt0032653/?ref_=sr_i_84
85. The Return of Frank James,1940,1h 32m,Approved,6.6,4.1K,,Frank James continues to avoid arrest in order to take revenge on the Ford brothers for their murder of his brother Jesse.,https://www.imdb.com/title/tt0032983/?ref_=sr_i_85
86. The Old Swimmin' Hole,1940,1h 21m,Approved,5.7,76,,"Teenager Betty Elliott has decided to take over the business and social affairs of her father Doc Elliott. She thinks her father should marry her boyfriend Chris Carter's widowed mother Julie. Doc has been a real friend and father figure to Chris who, under his guidance, has learned to take care of all the sick animals in town, but lack of money keeps Julie from sending Chris on to finish high school, and medical training is out of the question. Wealthy Grandpa Harper sends his attorney Baker to tell Mrs. Carter that all of Chris' dreams could be realized if Julie, whom the grandfather dislikes, would give up custody of Chris. The lawyer also begins to court Julie, which throws a kink in Betty's matchmaking plans for her father.",https://www.imdb.com/title/tt0032864/?ref_=sr_i_86
87. Beyond Tomorrow,1940,1h 24m,Approved,6.6,2.7K,,The ghosts of three elderly industrialists killed in an airplane crash return to Earth to help reunite a young couple they initially brought together.,https://www.imdb.com/title/tt0032247/?ref_=sr_i_87
88. Boom Town,1940,1h 59m,Approved,7.0,4.2K,,"Two buddies who rise from fly-by-night wildcatters to oil tycoons over a ten-year period, are in love with the same woman.",https://www.imdb.com/title/tt0032273/?ref_=sr_i_88
89. The Great McGinty,1940,1h 22m,Approved,7.2,4.9K,,"Dan McGinty has great success in his chosen field of crooked politics, but he endangers it all in one crazy moment of honesty.",https://www.imdb.com/title/tt0032554/?ref_=sr_i_89
90. Dr. Ehrlich's Magic Bullet,1940,1h 43m,Approved,7.4,2K,,The true story of one of the few doctors who did not find it immoral to search for a drug that would cure syphillis.,https://www.imdb.com/title/tt0032413/?ref_=sr_i_90
91. Dark Command,1940,1h 34m,Approved,6.7,3.3K,,"In Kansas during the Civil War, opposing pro-Union and pro-Confederate camps clash and visiting Texan Bob Seton runs afoul of William Cantrell's Raiders.",https://www.imdb.com/title/tt0032383/?ref_=sr_i_91
92. The Mad Doctor,1940,1h 30m,Approved,6.6,466,,"A crazed physician marries wealthy women and, with the help of his demented assistant, murders them for their money.",https://www.imdb.com/title/tt0033861/?ref_=sr_i_92
93. Flash Gordon Conquers the Universe,1940,3h 15m,Approved,6.6,1.6K,,"A ravaging plague has struck the Earth threatening no less than global extinction. This alien disease is believed to be the evil spawn of Ming, the merciless Emperor of Planet Mongo. The world's only hope now rests with Flash Gordon.",https://www.imdb.com/title/tt0032475/?ref_=sr_i_93
94. The House of the Seven Gables,1940,1h 29m,Approved,7.0,1.7K,54,"Based on the novel by Nathaniel Hawthorne, this classic film follows a family feud between two brothers and an ancient curse that haunts them.",https://www.imdb.com/title/tt0032610/?ref_=sr_i_94
95. Torrid Zone,1940,1h 28m,Approved,6.7,1.6K,,"Plagued by revolutionaries that harass his plantation in a banana republic, fruit company exec Steve Case rehires former nemesis Nick Butler to restore order and profits.",https://www.imdb.com/title/tt0033175/?ref_=sr_i_95
96. Little Old New York,1940,1h 40m,Approved,6.5,298,,"Steamboat inventor Robert Fulton shows up in New York in 1807. Tavern keeper Pat O'Day believes in him, but her boyfriend doesn't. All seems lost after sailors, afraid of losing their jobs, burn his boat.",https://www.imdb.com/title/tt0032719/?ref_=sr_i_96
97. The Man with Nine Lives,1940,1h 14m,Approved,6.5,1.3K,,A medical researcher visits the deserted home of a pioneer in cryogenic science who disappeared 10 years earlier and finds him frozen in ice but still alive.,https://www.imdb.com/title/tt0032753/?ref_=sr_i_97
98. It All Came True,1940,1h 37m,Approved,6.6,1.7K,51,"After crooked nightclub owner Chips Maguire murders a police informant, he blackmails his piano player to allow him to stay at his eccentric mother's boarding house.",https://www.imdb.com/title/tt0032643/?ref_=sr_i_98
99. The Doctor Takes a Wife,1940,1h 28m,Approved,6.8,1.2K,,A best-selling author of women's issues and a medical academic find it is to their mutual advantage to falsely claim that they are married.,https://www.imdb.com/title/tt0032397/?ref_=sr_i_99
100. The Ape,1940,1h 2m,Approved,4.7,2.3K,,Dr. Bernard Adrian is a kindly mad scientist who seeks to cure a young woman's polio. He needs spinal fluid from a human to complete the formula for his experimental serum.,https://www.imdb.com/title/tt0032215/?ref_=sr_i_100
101. The Devil Bat,1940,1h 8m,Approved,5.4,3.9K,,A mad scientist develops an aftershave lotion that causes his gigantic bats to kill anyone who wears it.,https://www.imdb.com/title/tt0032390/?ref_=sr_i_101
102. Pastor Hall,1940,1h 35m,Approved,7.2,233,,"This film is based on the story of Pastor Martin Neimuller, who was sent to Dachau concentration camp for criticizing the Nazi party. The small German village of Altdorf in the 1930s has to come to terms with Chancellor Hitler and the arrival of a platoon of Stormtroopers who go about teaching and enforcing ""The New Order"", but Pastor Hall is a kind and gentle man who won't be cowed. Some villagers join the Nazi party avidly, some just go along with things, hoping for a quiet life, but Pastor Hall takes his convictions to the pulpit.",https://www.imdb.com/title/tt0032894/?ref_=sr_i_102
103. The Green Hornet,1940,4h 18m,Approved,6.5,806,,A newspaper publisher and his Korean servant fight crime as vigilantes who pose as a notorious masked gangster and his aide.,https://www.imdb.com/title/tt0031394/?ref_=sr_i_103
104. Go West,1940,1h 20m,Approved,6.8,6.1K,,"The Marx Brothers come to the rescue in the Wild West after a young man, trying to settle an old family feud so he can marry the girl he loves, runs afoul of crooks.",https://www.imdb.com/title/tt0032536/?ref_=sr_i_104
105. Blackout,1940,1h 20m,Approved,6.9,1.5K,,"Early in World War II, Danish sea captain Andersen, delayed in a British port, tangles with German spies.",https://www.imdb.com/title/tt0032356/?ref_=sr_i_105
106. I Take This Woman,1940,1h 38m,Approved,6.4,826,,A doctor (Spencer Tracy) marries a suicidal woman (Hedy Lamarr) but begins to doubt her fidelity.,https://www.imdb.com/title/tt0031466/?ref_=sr_i_106
"107. Arise, My Love",1940,1h 50m,Approved,6.8,1.2K,,A dashing pilot and a vivacious reporter have romantic and dramatic adventures in Europe as World War II begins.,https://www.imdb.com/title/tt0032220/?ref_=sr_i_107
108. Green Hell,1940,1h 27m,Approved,5.7,464,,"In the jungles of the Amazon, a group of Western adventurers and two local native guides try to locate a lost treasure buried beneath an ancient Incan city.",https://www.imdb.com/title/tt0032558/?ref_=sr_i_108
109. The Shadow,1940,4h 45m,Approved,6.7,427,,"The Shadow battles a villain known as The Black Tiger, who has the power to make himself invisible and is trying to take over the world with his death ray.",https://www.imdb.com/title/tt0033040/?ref_=sr_i_109
110. Haunted House,1940,1h 10m,Approved,5.3,231,,Teenagers try to clear a friend accused of murder.,https://www.imdb.com/title/tt0032572/?ref_=sr_i_110
111. You're Missing the Point,1940,1h 52m,Not Rated,7.9,1.7K,,"The boyfriend (Cantinflas) of the servant of a rich industrial man, gets into the house in order to kill a mad dog. Suddenly this man appears so the servant tells him that Cantinflas is his wife's brother (Leonardo), who had been lost for years. The rich man then remembers that his father in law's testament could only be paid when all brothers get together, so treats Cantinflas, a real bum, as a king.",https://www.imdb.com/title/tt0032186/?ref_=sr_i_111
112. The Fighting 69th,1940,1h 30m,Approved,6.6,2.2K,,"Although loudmouthed braggart Jerry Plunkett alienates his comrades and officers, Father Duffy, the regimental chaplain, has faith that he'll prove himself in the end.",https://www.imdb.com/title/tt0032467/?ref_=sr_i_112
