Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
30. The Good Earth,1937,2h 18m,Approved,7.4,5.8K,,"Although married Chinese farmers Wang and O-Lan initially experience success, their lives are complicated by declining fortunes and lean times, as well as the arrival of the beautiful young Lotus.",https://www.imdb.com/title/tt0028944/?ref_=sr_i_30
31. Make Way for Tomorrow,1937,1h 31m,Approved,8.1,11K,,An elderly couple are forced to live hundreds of miles apart when they lose their house and none of their five children will take both parents in.,https://www.imdb.com/title/tt0029192/?ref_=sr_i_31
32. Racing Lady,1937,59m,Approved,5.6,162,,"A shrewd millionaire who owns races horses for publicity for his automobile business, claims ownership of a female horse trainer's thoroughbred in order to get the trainer.",https://www.imdb.com/title/tt0028153/?ref_=sr_i_32
33. The Prisoner of Zenda,1937,1h 41m,Approved,7.6,5.5K,,"An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.",https://www.imdb.com/title/tt0029442/?ref_=sr_i_33
34. The Hurricane,1937,1h 44m,Approved,7.1,3.4K,,A Polynesian sailor unjustly imprisoned after defending himself against a colonial bully is relentlessly persecuted by his island's martinet French governor.,https://www.imdb.com/title/tt0029030/?ref_=sr_i_34
35. Double Wedding,1937,1h 27m,Approved,6.9,2.9K,,"Two sisters of differing temperaments, the younger's milquetoast fiancé, and a free-spirited artist in an auto trailer are all experiencing romantic complications.",https://www.imdb.com/title/tt0028804/?ref_=sr_i_35
36. Way Out West,1937,1h 6m,G,7.6,9.6K,,"Stan and Ollie are enlisted to deliver the deed to a valuable gold mine to its rightful owner, but they soon discover that the task is not as easy as it looks.",https://www.imdb.com/title/tt0029747/?ref_=sr_i_36
37. A Family Affair,1937,1h 9m,Approved,6.7,876,,"Judge Hardy navigates work pressures from town elites seeking his removal, relationship issues involving his daughters Joan and Marion, and son Andy's interest in Polly Benedict, offering guidance amid family conflicts with composure.",https://www.imdb.com/title/tt0028850/?ref_=sr_i_37
38. Night Must Fall,1937,1h 56m,Approved,7.2,3.4K,,"When a rich but cantankerous dowager on an isolated estate hires an engaging handyman, her niece/companion becomes suspicious of his motives.",https://www.imdb.com/title/tt0029310/?ref_=sr_i_38
39. It's Love I'm After,1937,1h 30m,Approved,7.3,3K,,An actor of the stage finds himself pursued by a lovestruck fan while trying to patch up a tempestuous relationship with his actress lover.,https://www.imdb.com/title/tt0029058/?ref_=sr_i_39
40. Easy Living,1937,1h 28m,Approved,7.5,4.8K,,"When a wealthy banker throws his wife's expensive fur coat off a roof and it lands on the head of a stenographer, everyone assumes she is his mistress and has access to his millions.",https://www.imdb.com/title/tt0028816/?ref_=sr_i_40
41. Angel,1937,1h 31m,Approved,7.2,3.8K,,The neglected wife of a British diplomat travels alone to Paris to visit an old friend and there she meets a man who falls in love with her and makes her question her marriage.,https://www.imdb.com/title/tt0028575/?ref_=sr_i_41
42. Wee Willie Winkie,1937,1h 40m,PG,6.9,2.1K,,"Priscilla Williams, a young girl living with her widowed mother and paternal grandfather at the post he commands in northern India, becomes enamored of military life and embroiled in brewing rebellion against the crown in the early 1900's.",https://www.imdb.com/title/tt0029751/?ref_=sr_i_42
43. They Won't Forget,1937,1h 35m,Approved,7.2,2.2K,,A Southern lynch mob and a District Attorney say a Northern teacher killed a teenager.,https://www.imdb.com/title/tt0029658/?ref_=sr_i_43
44. Mannequin,1937,1h 35m,Approved,6.6,1.6K,,"Affluent Hennessey falls for Jessie who is married to good-for-nothing Eddie. To provide a better life for Jessie, Hennessey wants to marry her, and Eddie even approves of the plan, hoping to profit from it financially.",https://www.imdb.com/title/tt0030413/?ref_=sr_i_44
45. Black Legion,1937,1h 23m,Approved,7.0,4.2K,,"A hard-working machinist loses a promotion to a Polish-born worker, he's seduced into joining the secretive Black Legion, which intimidates foreigners through violence.",https://www.imdb.com/title/tt0027367/?ref_=sr_i_45
46. The Story of the Fox,1937,1h 3m,,7.6,1.8K,,"When Renard the Fox's mischievous pranks go too far, King Lion is forced to attempt to bring the trickster to justice.",https://www.imdb.com/title/tt0021309/?ref_=sr_i_46
47. Green Light,1937,1h 25m,Approved,6.2,737,,A brilliant young surgeon takes the blame for a colleague when a botched surgery causes a patient's death and buries himself at a wilderness research facility.,https://www.imdb.com/title/tt0028958/?ref_=sr_i_47
48. The Prince and the Pauper,1937,1h 58m,Approved,7.2,3.2K,,A poor boy named Tom Canty and the Prince of Wales exchange identities but events force the pair to experience each other's lives as well.,https://www.imdb.com/title/tt0029440/?ref_=sr_i_48
49. Fire Over England,1937,1h 32m,Approved,6.5,2.2K,,"During the reign of Elizabeth I, a young man's fervent devotion to the crown and to his sweetheart, a lady-in-waiting, lead him to battle for England's victory over the Spanish Armada in 1588.",https://www.imdb.com/title/tt0028872/?ref_=sr_i_49
50. History Is Made at Night,1937,1h 37m,Approved,7.3,3K,,"A wealthy divorcée falls for a charming Parisian, but her insanely jealous ex-husband will do anything to get her back.",https://www.imdb.com/title/tt0029002/?ref_=sr_i_50
51. The Last of Mrs. Cheyney,1937,1h 38m,Approved,6.4,1.8K,,Two English aristocrats pursue a rich American widow who may not be quite the person she claims to be.,https://www.imdb.com/title/tt0029120/?ref_=sr_i_51
"52. I, Claudius",1937,,,,,,The life and times of the Roman Emperor Claudius (10 B.C. to 54 A.D.).,https://www.imdb.com/title/tt0028723/?ref_=sr_i_52
53. Broadway Melody of 1938,1937,1h 50m,Approved,6.7,1.5K,,"Steve Raleigh aims for Broadway; with backer Herman and leading lady Sally, he faces challenges as Sally trains a horse to finance the production.",https://www.imdb.com/title/tt0028665/?ref_=sr_i_53
54. Hollywood Hotel,1937,1h 49m,Approved,6.4,914,,"Ronny Bowers, a saxophonist in Benny Goodman's band, has won a talent contest and a ten week contract with a film studio. On his first evening he is supposed to go with the studio's star Mona Marshall to a movie premiere. But she doesn't want to go, so the bosses decide to use a double for her: Virginia. When Mona finds out next morning that happened, she insisted to fire her double and Ronny. Ronny finds work as a singing waiter in a drive-in, and is spotted by a director of the same studio, who wants him to lend his voice for a leading actor in a musical. After the first screening Louella Parsons invites him to sing on her program, ""Hollywood Hotel"". He accepts, not knowing that Ronny Bowers does not want to lend him his voice again. So everybody starts to play his little game to solve his own problems.",https://www.imdb.com/title/tt0029010/?ref_=sr_i_54
55. That Certain Woman,1937,1h 33m,Approved,6.4,1.9K,,"Mary Donnell, a young legal secretary with a past, elopes with a client's son, but his father has the marriage annulled without knowing she's pregnant.",https://www.imdb.com/title/tt0029650/?ref_=sr_i_55
56. Knight Without Armor,1937,1h 47m,Approved,6.8,1.6K,,"After two years as a Czarist British agent posing as a Russian Commissar, he rescues a Russian countess from her Bolshevik captors.",https://www.imdb.com/title/tt0029087/?ref_=sr_i_56
57. The Edge of the World,1937,1h 14m,Passed,7.3,2.4K,,"A way of life is dying on a remote Scottish island, but some of the inhabitants resist evacuating to the mainland.",https://www.imdb.com/title/tt0028818/?ref_=sr_i_57
58. Seventh Heaven,1937,1h 42m,Approved,7.0,1.2K,,"A Parisian sewer worker longs for a rise in status and a beautiful wife. He rescues a girl from the police, lives with her in a barren flat on the seventh floor, then marches away to war.",https://www.imdb.com/title/tt0029539/?ref_=sr_i_58
59. King Solomon's Mines,1937,1h 20m,Not Rated,6.3,1.7K,,White hunter Allan Quartermain and his enigmatic guide help a young Irish woman locate her missing father in unexplored Darkest Africa.,https://www.imdb.com/title/tt0029081/?ref_=sr_i_59
60. Charlie Chan at the Olympics,1937,1h 11m,Approved,7.0,2K,,"When a strategically important new aerial guidance system is stolen, Charlie traces it to the Berlin Olympics, where he has to battle spies and enemy agents to retrieve it.",https://www.imdb.com/title/tt0028708/?ref_=sr_i_60
61. Navy Blue and Gold,1937,1h 34m,Approved,6.6,797,,"Three young men, with a common fondness for football, become roommates the at United States Naval Academy where they experience its rules and traditions.",https://www.imdb.com/title/tt0029297/?ref_=sr_i_61
62. One Hundred Men and a Girl,1937,1h 24m,Approved,6.7,1.4K,,"The daughter of a struggling musician forms a symphony orchestra made up of his unemployed friends and through persistence, charm and a few misunderstandings, is able to get Leopold Stokowski to lead them in a concert that leads to a radio contract.",https://www.imdb.com/title/tt0029347/?ref_=sr_i_62
63. The Dybbuk,1937,1h 48m,Unrated,6.5,823,,"The mystical love story between Chonen, a poor Talmud student, and Lea, a girl from a wealthy family, depicts the traditional folk culture of Polish Jews before WW2.",https://www.imdb.com/title/tt0030092/?ref_=sr_i_63
64. When You're in Love,1937,1h 50m,Approved,6.2,528,,"Artist Jimmy Hudson (Cary Grant) is stuck in Mexico unable to pay his hotel bill. Meanwhile, opera singer Louise Fuller (Grace Moore) is stuck in the same town, unable to return to the U.S. because of visa problems. The solution: Hudson agrees to marry Fuller, in return for which she pays him $2,000, which allows her to return to New York to resume her opera career. Hudson and Fuller continue to meet and trade barbs, but it's clear they are falling for each other. A highlight is when Fuller joins a 5-piece band to sing ""Minnie the Moocher"", the Cab Calloway signature number. True love appears to be thwarted by Fuller's career obligations and divorce papers are exchanged. But in the end, love is triumphant.",https://www.imdb.com/title/tt0029761/?ref_=sr_i_64
65. Quality Street,1937,1h 23m,Approved,6.2,1.4K,,"In the 1810s, an old maid poses as her own niece in order to teach her onetime beau a lesson.",https://www.imdb.com/title/tt0029454/?ref_=sr_i_65
66. Confession,1937,1h 27m,Approved,7.4,1.5K,,Aging down on her luck cabaret singer murders a respectable composer. On trial she slowly gives in and explains her crime. They had a complicated history.,https://www.imdb.com/title/tt0028737/?ref_=sr_i_66
67. Dick Tracy,1937,4h 50m,Approved,6.5,707,,A master criminal called The Spider puts the famous detective's brother under a hypnotic spell and turns him against Dick.,https://www.imdb.com/title/tt0028785/?ref_=sr_i_67
"68. Think Fast, Mr. Moto",1937,1h 10m,Approved,6.7,1.4K,,On a freighter going from San Francisco to Shanghai Mr. Moto solves mysteries caused by a gang of smugglers.,https://www.imdb.com/title/tt0029660/?ref_=sr_i_68
69. A Night of Terror,1937,1h 26m,Approved,6.5,772,,A lottery winner breaks up with her fiancé and marries a fortune hunter who proves to be dangerous.,https://www.imdb.com/title/tt0029171/?ref_=sr_i_69
70. The Toast of New York,1937,1h 49m,Approved,6.3,1.3K,,"Notorious robber baron financier Jim Fisk, who makes and loses fortunes, tries to corner the gold market as well as the heart of a beautiful actress.",https://www.imdb.com/title/tt0029675/?ref_=sr_i_70
71. Maytime,1937,2h 12m,Approved,7.2,1.3K,,"An aging opera singer looks back on her long life, including her relationships with her vocal teacher and a student.",https://www.imdb.com/title/tt0029222/?ref_=sr_i_71
72. Idol of the Crowds,1937,1h,Approved,6.0,235,,"Johnny Hanson wants to make enough money to enlarge his chicken farm. He does this through hockey. Gangsters get involved in trying to get him to throw a championship game, even lining up a woman to help steer him their way.",https://www.imdb.com/title/tt0029044/?ref_=sr_i_72
73. It Happened in Hollywood,1937,1h 7m,Approved,6.3,835,,"While hospitalized young Billy meets his silent movie idol Tim Bart but then the talkies came, destroying Bart's career. Now Bart must convince his young friend he is still a star.",https://www.imdb.com/title/tt0029056/?ref_=sr_i_73
74. Internes Can't Take Money,1937,1h 18m,Approved,6.9,942,,"In his first film, young Dr. Kildare helps a female ex-con find her child.",https://www.imdb.com/title/tt0029050/?ref_=sr_i_74
"75. Thank You, Mr. Moto",1937,1h 7m,Approved,6.8,1.2K,,"Seven maps, when found and put together, reveal the location of the treasures of Genghis Khan.",https://www.imdb.com/title/tt0029648/?ref_=sr_i_75
76. Love Is News,1937,1h 17m,Approved,6.9,1.1K,,"A financier's daughter spars with a newspaper reporter, he by writing about her and she by announcing their engagement.",https://www.imdb.com/title/tt0029165/?ref_=sr_i_76
77. Something to Sing About,1937,1h 33m,Approved,6.2,1.1K,,"A New York bandleader journeys to Hollywood when he is offered a contract with a studio, but he is determined to do things his way and not theirs.",https://www.imdb.com/title/tt0029588/?ref_=sr_i_77
78. True Confession,1937,1h 25m,Approved,6.6,1.9K,73,"A lawyer defends his wife, a pathological liar, in a murder trial.",https://www.imdb.com/title/tt0029695/?ref_=sr_i_78
79. Charlie Chan on Broadway,1937,1h 8m,Approved,7.1,1.8K,,"Returning from European exile where she avoided testifying against her criminal associates, a former singer with a tell-all diary is murdered to ensure her silence.",https://www.imdb.com/title/tt0028709/?ref_=sr_i_79
80. Stand-In,1937,1h 31m,Approved,6.7,1.5K,,"A New York bank plans to sell a Hollywood studio at a big loss. But the head accountant is suspicious and goes to investigate. He finds chicanery, romance, and help to save the studio.",https://www.imdb.com/title/tt0029605/?ref_=sr_i_80
81. Souls at Sea,1937,1h 32m,Approved,6.8,994,,Cooper and Raft save lives during a sea tragedy in this story about slave trade on the high seas in 1842.,https://www.imdb.com/title/tt0029593/?ref_=sr_i_81
82. Murder at the Baskervilles,1937,1h 11m,Approved,5.7,874,,Sherlock Holmes takes a vacation and visits his old friend Sir Henry Baskerville. His vacation ends when he suddenly finds himself in the middle of a double-murder mystery. Now he's got to find Professor Moriarty and the horse Silver Blaze before the great cup final horse race.,https://www.imdb.com/title/tt0029565/?ref_=sr_i_82
83. This Is My Affair,1937,1h 40m,Approved,6.6,759,,Navy Lt. Richard Perry becomes an undercover man out to discover the leaders of a group of well connected men who pull off bank robberies during the McKinley administration (early 20th century).,https://www.imdb.com/title/tt0029662/?ref_=sr_i_83
84. Ali Baba Goes to Town,1937,1h 21m,Approved,6.3,647,,"A movie company is filming the ""Arabian Nights"" when a hobo enters their camp, falls asleep and dreams he's back in Baghdad as advisor to the Sultan. In a spoof of Roosevelt's New Deal, he organizes work programs, taxes the rich and abolishes the army.",https://www.imdb.com/title/tt0028566/?ref_=sr_i_84
85. Artist and Models,1937,1h 37m,Approved,6.0,443,,"Mac Brewster (Benny) is head of an advertising firm that is in debt. The million-dollar Townsend Silver contract could save the firm, but the wealthy playboy Alan Townsend (Arlen) wants an amateur from high society rather than a professional model to become ""the Townsend Girl."" Upset that she was passed over sight-unseen as a professional, Brewster's top model (Lupino) goes to Miami with plans to bump into Townsend and pass as a society debutante.",https://www.imdb.com/title/tt0028587/?ref_=sr_i_85
86. Wells Fargo,1937,1h 37m,Approved,6.4,704,,The life and career of a Wells Fargo official frames this fictionalized account of the express company's formation.,https://www.imdb.com/title/tt0029752/?ref_=sr_i_86
87. Un Carnet de bal,1937,2h 24m,,7.4,1.1K,,"Christine, newly widowed and consumed by the memory of a ball she attended age 16, decides to track down the men she danced with that night and discover their fates.",https://www.imdb.com/title/tt0029706/?ref_=sr_i_87
88. Texas Trail,1937,58m,Approved,6.4,251,,Hopalong Cassidy and his gang battle sabotaging crooks as they gather more horses for the Spanish-American war.,https://www.imdb.com/title/tt0029646/?ref_=sr_i_88
89. Humanity and Paper Balloons,1937,1h 26m,,7.6,2.5K,,"The lives of two slum neighbors, one of a happy-go-lucky gambler and the other of a poor ronin, converge when the two get involved with the affairs of a powerful samurai official and his gangsters.",https://www.imdb.com/title/tt0029314/?ref_=sr_i_89
90. The Great Garrick,1937,1h 29m,Approved,6.7,874,,A Paris troupe puts on outlandish performances for a celebrated 18th-century British actor in order to convince him of their talents. The arrival of a countess complicates the plot.,https://www.imdb.com/title/tt0028953/?ref_=sr_i_90
91. Wings Over Honolulu,1937,1h 18m,Approved,5.3,117,,A Navy pilot gets involved in a romantic triangle while stationed in Hawaii.,https://www.imdb.com/title/tt0029784/?ref_=sr_i_91
92. Thunder in the City,1937,1h 27m,Approved,6.1,508,,"A visiting American engages in a bold business promotion, the likes of which the British have not seen.",https://www.imdb.com/title/tt0029670/?ref_=sr_i_92
93. The Westland Case,1937,1h 2m,Approved,6.1,181,,A detective must solve a case where a girl was murdered in a room--and all the doors and windows were locked from the inside.,https://www.imdb.com/title/tt0029757/?ref_=sr_i_93
94. Dangerously Yours,1937,1h 2m,Approved,6.5,216,,Several jewel thieves sail from Europe to New York hoping to steal a famous gem that is being carried aboard a luxury liner. Double-crosses and a budding romance complicate matters considerably,https://www.imdb.com/title/tt0028765/?ref_=sr_i_94
95. The Last Gangster,1937,1h 21m,Approved,6.7,2K,,A gangster is jailed for ten years after his wife becomes pregnant. He becomes bitter when she divorces him and remarries.,https://www.imdb.com/title/tt0029118/?ref_=sr_i_95
"96. Oh, Mr. Porter!",1937,1h 25m,,7.4,2K,,"With the help of a relative, a hopeless railway employee is made stationmaster of Buggleskelly. Determined to make his mark, he devises a number of schemes to put Buggleskelly on the railway map, but instead falls foul of a gang of gun runners.",https://www.imdb.com/title/tt0029335/?ref_=sr_i_96
97. Daughter of Shanghai,1937,1h 2m,Approved,6.6,677,,A Chinese-American woman tries to expose an illegal alien smuggling ring.,https://www.imdb.com/title/tt0028770/?ref_=sr_i_97
98. Wings of the Morning,1937,1h 27m,Approved,5.7,403,,"In 1889, A gypsy princess, Young Marie (Annabella), loses her aristocratic husband after his is killed in an accident. Nearly a half-century later, her granddaughter Maria (Annabella) falls in love with a Canadian horse trainer, Kerry Gilfallen (Henry Fonda), working to prepare entries for Epsom Downs Derby. Although she is engaged to marry a man in Spain, she falls in love with Kerry and he with her. Complications arise when the Spanish fiancé reappears.",https://www.imdb.com/title/tt0029785/?ref_=sr_i_98
99. Rosalie,1937,2h 3m,Approved,5.9,646,,"West Point cadet Dick Thorpe falls in love with a girl, who turns out to be a princess from an European kingdom.",https://www.imdb.com/title/tt0029499/?ref_=sr_i_99
100. The Bride Wore Red,1937,1h 43m,Approved,6.3,1.4K,,A lounge singer is sent by a count to pose as a wealthy socialite.,https://www.imdb.com/title/tt0028661/?ref_=sr_i_100
101. Second Honeymoon,1937,1h 19m,Approved,6.2,566,,Newly remarried woman finds her businessman husband boring and runs into her wealthy playboy first husband.,https://www.imdb.com/title/tt0029529/?ref_=sr_i_101
102. Doctor Syn,1937,1h 18m,Approved,6.2,332,,"When customs and excise men arrive at the village of Dymchurch in Kent, they uncover an intricate smuggling network being coordinated by the local parson, Dr Syn. Unknown to all but a few locals Dr Syn also hides a secret past, that he was once the notorious pirate Captain Clegg.",https://www.imdb.com/title/tt0028807/?ref_=sr_i_102
103. Bulldog Drummond Comes Back,1937,1h 4m,Approved,5.9,903,,The girlfriend of Captain Drummond has been kidnapped by an enemy of Drummond who seeks revenge. But Drummond and his friend Colonel Nielsen at once follow his trail.,https://www.imdb.com/title/tt0028667/?ref_=sr_i_103
"104. Bizarre, Bizarre",1937,1h 24m,,7.3,2.1K,,"In Victorian London, a crime novelist and his wife fake their disappearance in order to hide from an uptight Anglican bishop who is leading a campaign against the ""evils"" of crime fiction.",https://www.imdb.com/title/tt0027552/?ref_=sr_i_104
105. The Case of the Stuttering Bishop,1937,1h 10m,Approved,6.2,624,,An improbable stuttering bishop from Australia asks for Perry Mason's help in proving the identity of the legitimate heir to a millionaire.,https://www.imdb.com/title/tt0028695/?ref_=sr_i_105
106. What Did the Lady Forget?,1937,1h 11m,,7.0,1.5K,,A doctor's plans for a getaway from his pushy wife are spoiled by his super-modern niece's visit.,https://www.imdb.com/title/tt0029557/?ref_=sr_i_106
107. Charlie Chan at Monte Carlo,1937,1h 12m,Approved,6.7,1.8K,,"Although Charlie and Lee are in Monaco for an art exhibit, they become caught up in a feud between rival financiers which involves the Chans in a web of blackmail and murder.",https://www.imdb.com/title/tt0028707/?ref_=sr_i_107
108. Elephant Boy,1937,1h 20m,Approved,6.3,925,,"This black and white movie is based on Rudyard Kipling's ""Toomai, of the Elephants"", in which a small native lad claims he knows the congregating place of the elephant hordes.",https://www.imdb.com/title/tt0028827/?ref_=sr_i_108
109. Non-Stop New York,1937,1h 9m,,6.5,586,,A young woman finds herself as the intended victim of a murder plot on a transatlantic flight from London to New York.,https://www.imdb.com/title/tt0029319/?ref_=sr_i_109
110. The Perfect Specimen,1937,1h 37m,Approved,6.5,504,,"Raised in seclusion to be the epitome of mental, physical and moral perfection, Gerald Beresford Wicks is resigned to following his grandmother's wishes until a chance encounter with Mona Carter leads him into the outside world.",https://www.imdb.com/title/tt0029391/?ref_=sr_i_110
111. The Road Back,1937,1h 40m,Approved,6.3,345,,"After World War I, a group of former German soldiers try to adjust to civilian life.",https://www.imdb.com/title/tt0029491/?ref_=sr_i_111
112. I Met Him in Paris,1937,1h 26m,Approved,6.1,604,,"Kay Denham, romanced in Paris by friends Gene and George, can't figure out why George disapproves of Gene.",https://www.imdb.com/title/tt0029036/?ref_=sr_i_112
113. Rustlers' Valley,1937,1h 1m,Approved,6.5,249,,Hoppy clears Lucky on a charge of bank robbery and foils the plot of a crooked lawyer to rustle a herd of pedigree cattle and take over the valley.,https://www.imdb.com/title/tt0029505/?ref_=sr_i_113
