Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. The Passion of Joan of Arc,1928,1h 54m,Passed,8.1,69K,98,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions.",https://www.imdb.com/title/tt0019254/?ref_=sr_i_1
2. The Circus,1928,1h 12m,G,8.1,39K,90,The Tramp finds work and the girl of his dreams at a circus.,https://www.imdb.com/title/tt0018773/?ref_=sr_i_2
3. The Cameraman,1928,1h 16m,Passed,8.0,15K,,"Hopelessly in love with a woman working at MGM Studios, a clumsy man attempts to become a motion-picture cameraman to be close to the object of his desire.",https://www.imdb.com/title/tt0018742/?ref_=sr_i_3
4. The Crowd,1928,1h 38m,Not Rated,8.0,10K,,"The life of a man and woman together in a large, impersonal metropolis through their hopes, struggles, and downfalls.",https://www.imdb.com/title/tt0018806/?ref_=sr_i_4
5. The Man Who Laughs,1928,1h 50m,Not Rated,7.6,9.3K,,"When a proud noble refuses to kiss the hand of the despotic King James in 1690, he is cruelly executed and his son surgically disfigured.",https://www.imdb.com/title/tt0019130/?ref_=sr_i_5
6. The Wind,1928,1h 35m,Not Rated,8.0,7.9K,,"A frail young woman from the East moves in with her cousin in the West, where she causes tension within the family and is slowly driven mad.",https://www.imdb.com/title/tt0019585/?ref_=sr_i_6
"7. Steamboat Bill, Jr.",1928,1h 10m,Not Rated,7.8,18K,,The effete son of a cantankerous riverboat captain comes to join his father's crew.,https://www.imdb.com/title/tt0019421/?ref_=sr_i_7
8. October (Ten Days that Shook the World),1928,1h 35m,,7.4,9.1K,,"A large-scale view on the events of 1917 in Russia, when the monarchy was overthrown.",https://www.imdb.com/title/tt0018217/?ref_=sr_i_8
9. The Fall of the House of Usher,1928,1h 12m,Not Rated,7.2,5.1K,,"Allan visits the sinister Usher family mansion, where his friend Roderick is painting a portrait of his sickly wife Madeline. The portrait seems to be draining the life out of Madeline, slowly leading to her death.",https://www.imdb.com/title/tt0018770/?ref_=sr_i_9
10. The Last Command,1928,1h 28m,Not Rated,7.9,5.1K,,A former Imperial Russian general and cousin of the Czar ends up in Hollywood as an extra in a movie directed by a former revolutionary.,https://www.imdb.com/title/tt0019071/?ref_=sr_i_10
11. Sadie Thompson,1928,1h 37m,Unrated,7.2,3K,,A prostitute seeking a fresh start becomes the obsession of a religious extremist.,https://www.imdb.com/title/tt0019344/?ref_=sr_i_11
12. The Farmer's Wife,1928,2h 9m,Not Rated,5.8,3.5K,51,"After his daughter weds, a middle-aged widower with a profitable farm decides to remarry, but he has problems choosing a suitable mate.",https://www.imdb.com/title/tt0018876/?ref_=sr_i_12
13. Champagne,1928,1h 26m,Not Rated,5.4,3K,53,"A spoiled heiress defies her father by running off to marry her lover. However, Daddy has a few tricks up his sleeve.",https://www.imdb.com/title/tt0018756/?ref_=sr_i_13
14. Speedy,1928,1h 25m,Passed,7.6,4.8K,,"Harold ""Speedy"" Swift, a fan of Babe Ruth and the New York Yankees, saves from extinction the city's last horse-drawn trolley, operated by his girlfriend's grandfather.",https://www.imdb.com/title/tt0019412/?ref_=sr_i_14
15. Noah's Ark,1928,2h 15m,Passed,6.6,1.1K,,"The Biblical story of Noah and the Great Flood, with a parallel story of soldiers in the First World War.",https://www.imdb.com/title/tt0020223/?ref_=sr_i_15
16. Spies,1928,2h 30m,Not Rated,7.5,4.4K,,The mastermind behind a ubiquitous spy operation learns of a dangerous romance between a Russian lady in his employ and a dashing agent from the government's secret service.,https://www.imdb.com/title/tt0019415/?ref_=sr_i_16
17. The Docks of New York,1928,1h 16m,Passed,7.5,5.5K,,A blue-collar worker on New York's depressed waterfront finds his life changed after he saves a woman attempting suicide.,https://www.imdb.com/title/tt0018839/?ref_=sr_i_17
18. Burning of the Red Lotus Temple,1928,27h,,7.2,61,,This movie was adapted from a newspaper serial (Strange Tales of the Adventurer in the Wild Country) and released in 18 feature-length parts over a period of 3 years (1928-31). In its entirety it would be 27 hours long.,https://www.imdb.com/title/tt0165127/?ref_=sr_i_18
19. Beggars of Life,1928,1h 24m,Not Rated,7.5,1.5K,,"After killing her treacherous step-father, a girl escapes with a young vagabond and dresses as a boy. They hop freight trains, quarrel with a group of hobos, and use a stolen car in their attempt to reach Canada.",https://www.imdb.com/title/tt0018684/?ref_=sr_i_19
20. Our Dancing Daughters,1928,1h 25m,Not Rated,6.7,2.2K,,A flapper who's secretly a good girl and a gold digging floozy masquerading as an ingénue both vie for the hand of a millionaire.,https://www.imdb.com/title/tt0019237/?ref_=sr_i_20
21. Easy Virtue,1928,1h 20m,Not Rated,5.4,3.4K,65,A recently divorced woman hides her scandalous past from her new husband and his family.,https://www.imdb.com/title/tt0017843/?ref_=sr_i_21
22. The Racket,1928,1h 24m,Passed,6.5,1.9K,,An honest police captain vows to bring down a powerful bootlegger who is protected by corrupt politicians and judges.,https://www.imdb.com/title/tt0019304/?ref_=sr_i_22
23. West of Zanzibar,1928,1h 5m,TV-G,7.2,2.1K,,A magician seeks vengeance upon the man who paralyzed him and the illegitimate daughter he sired with the magician's wife.,https://www.imdb.com/title/tt0019563/?ref_=sr_i_23
24. The Patriot,1928,1h 53m,,,,,"Paul I, the Emperor of All Russia, becomes the target of a deadly conspiracy.",https://www.imdb.com/title/tt0019257/?ref_=sr_i_24
25. Street Angel,1928,1h 42m,Not Rated,7.2,2.8K,,A woman on the run from the law finds her past catching up to her just as she is on the verge of true happiness.,https://www.imdb.com/title/tt0019429/?ref_=sr_i_25
26. Lonesome,1928,1h 9m,Passed,7.7,3K,,"Two lonely people in the big city meet and enjoy the thrills of an amusement park, only to lose each other in the crowd after spending a great day together. Will they ever see each other again?",https://www.imdb.com/title/tt0019109/?ref_=sr_i_26
27. A Woman of Affairs,1928,1h 38m,Passed,7.1,1.9K,,"When two childhood sweethearts are kept from marrying, misery ensues.",https://www.imdb.com/title/tt0019591/?ref_=sr_i_27
28. A Daughter of Destiny,1928,1h 48m,,6.2,546,,"A scientist with an interest in genetics impregnates a sex worker with the seed of a hanged murderer. The sex worker gives birth to a child who has no concept of love, whom the scientist adopts.",https://www.imdb.com/title/tt0017621/?ref_=sr_i_28
29. Show People,1928,1h 23m,Passed,7.6,4.3K,,A young lady from Georgia goes to Hollywood in the hopes of becoming an actress.,https://www.imdb.com/title/tt0019379/?ref_=sr_i_29
30. The Patsy,1928,1h 18m,Passed,7.4,2.9K,,An awkward teenager hopelessly in love with her older sister's boyfriend tries to make him notice her.,https://www.imdb.com/title/tt0019258/?ref_=sr_i_30
31. The Last Warning,1928,1h 29m,,6.8,1K,,"A producer decides to reopen a theater, that had been closed five years previously when one of the actors was murdered during a performance, by staging a production of the same play with the remaining members of the original cast.",https://www.imdb.com/title/tt0020080/?ref_=sr_i_31
32. The Matinee Idol,1928,1h 6m,Passed,6.9,700,,A Broadway matinee idol famous for his black-face portrayals anonymously joins an amateur acting troupe and falls in love with the leading lady.,https://www.imdb.com/title/tt0019151/?ref_=sr_i_32
33. Lights of New York,1928,57m,Passed,5.6,1.1K,,A gangster frames two bootleggers for the shooting of a police officer in New York during the prohibition.,https://www.imdb.com/title/tt0019096/?ref_=sr_i_33
34. The Cardboard Lover,1928,1h 15m,,6.7,903,,"A ditzy American girl visiting Monte Carlo is hired by a tennis champ to be his ""cardboard lover""--to pretend to be in love with him so he can teach his two-timing fiancée a lesson and win her back. What he doesn't realize is that the girl isn't pretending; she actually is in love with him, and she sets out to win him for herself.",https://www.imdb.com/title/tt0018749/?ref_=sr_i_34
35. The Godless Girl,1928,1h 53m,Passed,7.1,908,,"Two teenagers, one an atheist and the other a Christian, fall in love at a brutal reform school.",https://www.imdb.com/title/tt0019935/?ref_=sr_i_35
