Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. Metropolis,1927,2h 30m,Passed,8.2,202K,98,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",https://www.imdb.com/title/tt0017136/?ref_=sr_i_1
2. Sunrise,1927,1h 34m,Passed,8.1,57K,95,"A married farmer falls under the spell of a sophisticated woman from the city, who tries to convince him to drown his wife.",https://www.imdb.com/title/tt0018455/?ref_=sr_i_2
3. Wings,1927,2h 24m,PG-13,7.5,16K,78,"Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.",https://www.imdb.com/title/tt0018578/?ref_=sr_i_3
4. The Unknown,1927,1h 8m,Passed,7.7,10K,,A circus freak goes to horrific lengths to win the woman he admires.,https://www.imdb.com/title/tt0018528/?ref_=sr_i_4
5. The Lodger: A Story of the London Fog,1927,1h 32m,Not Rated,7.3,15K,82,A landlady suspects that her new lodger is the madman killing women in London.,https://www.imdb.com/title/tt0017075/?ref_=sr_i_5
6. The Cat and the Canary,1927,1h 48m,Passed,7.1,3.8K,,Relatives of an eccentric millionaire gather in his spooky mansion on the 20th anniversary of his death for the reading of his will.,https://www.imdb.com/title/tt0017739/?ref_=sr_i_6
7. Napoleon,1927,5h 30m,,8.2,9.8K,,A film about the French general's youth and early military career.,https://www.imdb.com/title/tt0018192/?ref_=sr_i_7
8. The Jazz Singer,1927,1h 28m,Passed,6.4,12K,66,The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of becoming a jazz singer.,https://www.imdb.com/title/tt0018037/?ref_=sr_i_8
9. 7th Heaven,1927,1h 50m,,7.5,4.7K,,"A street cleaner saves a young woman's life, and the pair slowly fall in love until war intervenes.",https://www.imdb.com/title/tt0018379/?ref_=sr_i_9
10. London After Midnight,1927,1h 9m,Passed,6.7,1.6K,,The abandoned home of a wealthy man who supposedly committed suicide five years earlier is taken over by ghoulish figures - could they be vampires?,https://www.imdb.com/title/tt0018097/?ref_=sr_i_10
11. Underworld,1927,1h 20m,Not Rated,7.5,3.9K,,"Boisterous gangster kingpin Bull Weed rehabilitates a former lawyer from his alcoholic haze, but complications arise when he falls for Weed's girlfriend.",https://www.imdb.com/title/tt0018526/?ref_=sr_i_11
12. Downhill,1927,1h 50m,Not Rated,6.0,3.6K,66,"Bound by honor, a successful schoolboy takes the blame for his roommate's indiscretion, and it's all downhill from there.",https://www.imdb.com/title/tt0017825/?ref_=sr_i_12
13. The Kid Brother,1927,1h 22m,Passed,7.6,5.3K,,A sheriff's milquetoast son has a chance to prove himself when a medicine show run by con artists comes into town.,https://www.imdb.com/title/tt0018051/?ref_=sr_i_13
14. The Private Life of Helen of Troy,1927,1h 27m,Passed,5.6,95,,"Queen Helen of Troy, in response to her husband Menelaus' lack of interest in her, elopes with Paris to Sparta. Menelaus, egged on by his henchman, starts a war with Paris, finally effecting the return of Helen. The time-honored custom demands that he have the pleasure of killing her, but her seductive loveliness restrains him.",https://www.imdb.com/title/tt0017979/?ref_=sr_i_14
15. The King of Kings,1927,2h 40m,Not Rated,7.3,2.7K,,Jesus Christ faces religious and political oppression during his ministry and in the days before his death and resurrection.,https://www.imdb.com/title/tt0018054/?ref_=sr_i_15
16. The Ring,1927,1h 29m,Not Rated,6.1,4.4K,71,Two boxers compete for the love of a woman.,https://www.imdb.com/title/tt0018328/?ref_=sr_i_16
17. College,1927,1h 6m,Not Rated,6.9,5.9K,,"Ronald's high-school valedictory address praises books and condemns sports. His girlfriend Mary condemns his attitude. Fearing to lose her to rival Jeff, he decides to go to college and pay more attentions to sports.",https://www.imdb.com/title/tt0017765/?ref_=sr_i_17
18. It,1927,1h 12m,Passed,7.2,4K,,A salesgirl pursues a handsome playboy.,https://www.imdb.com/title/tt0018033/?ref_=sr_i_18
19. Children of Divorce,1927,1h 10m,Passed,6.6,550,,"A young flapper tricks her childhood sweetheart into marrying her. He really loves another woman, but didn't marry her for fear the marriage would end in divorce, like his parents'. Complications ensue.",https://www.imdb.com/title/tt0017751/?ref_=sr_i_19
20. My Best Girl,1927,1h 20m,Passed,7.4,1K,,"A department store's stock girl falls in love with a co-worker, the son of the store's manager; the feeling is mutual though he is engaged to a debutante and focusing on becoming successful without the influence of his father.",https://www.imdb.com/title/tt0018183/?ref_=sr_i_20
21. Chicago,1927,1h 45m,Passed,7.3,662,,A wild jazz-loving and boozing wife Roxie Hart kills her boyfriend in cold blood after he leaves her.,https://www.imdb.com/title/tt0017750/?ref_=sr_i_21
22. The Student Prince in Old Heidelberg,1927,1h 46m,Passed,7.5,1.8K,,"A cloistered, overprotected Austrian prince falls in love with a down-to-earth barmaid in this ""Viennese fairy tale.""",https://www.imdb.com/title/tt0018451/?ref_=sr_i_22
23. Women of Ryazan,1927,1h 7m,,7.1,432,,"Orphan Anna lives with her aunt Aliona in the Russian district of Ryazan. One day, they meet Wassily and his son Ivan. In order to marry off his son, Wassily organizes a meeting with all the town's single frauleins and out destiny will reunite Anna and Ivan again.",https://www.imdb.com/title/tt0017653/?ref_=sr_i_23
24. The Way of All Flesh,1927,1h 34m,,6.6,254,,A happy bank clerk loses his identity after a robbery and is then presumed dead.,https://www.imdb.com/title/tt0019553/?ref_=sr_i_24
25. Berlin: Symphony of Metropolis,1927,1h 5m,Not Rated,7.6,5.2K,,"This movie shows us one day in Berlin, the rhythm of that time, starting at the earliest morning and ends in the deepest night.",https://www.imdb.com/title/tt0017668/?ref_=sr_i_25
26. Two Arabian Knights,1927,1h 32m,TV-G,6.6,1.3K,,Two American soldiers are captured by the Germans on the Western Front during World War One and escape a POW camp only to stumble into further life-threatening adventures when they come across an Arabian king's daughter while on the lam.,https://www.imdb.com/title/tt0018515/?ref_=sr_i_26
27. Love,1927,1h 22m,Passed,6.8,1.3K,,A married woman compromises her social standing and family life when she falls for a young officer.,https://www.imdb.com/title/tt0018107/?ref_=sr_i_27
28. The Love of Jeanne Ney,1927,1h 26m,Not Rated,7.2,963,,"In the Crimea, the Reds and the Whites aren't done fighting, and Jeanne discovers that the man she loves is a Bolshevik (when he kills her father). Penniless, she returns to Paris where she works for her uncle. Soon after, her lover Andreas is in France to organize the sailors in Toulon. So also is a thief, traitor, and libertine, Khalibiev, who wants to seduce Jeanne. His schemes, Jeanne and Andreas's naivete, and a lost diamond bring the lovers to the brink of tragedy.",https://www.imdb.com/title/tt0018087/?ref_=sr_i_28
29. Siren of the Tropics,1927,1h 26m,Not Rated,6.3,443,,A French Antillean woman follows a man to Paris and becomes the toast of the town.,https://www.imdb.com/title/tt0135652/?ref_=sr_i_29
30. The Beloved Rogue,1927,1h 39m,Not Rated,7.0,984,,"François Villon, in his lifetime the most renowned poet in France, is also a prankster, an occasional criminal, and an ardent patriot.",https://www.imdb.com/title/tt0017667/?ref_=sr_i_30
31. The Love of Sunya,1927,1h 18m,Passed,6.3,864,,A young woman at life's crossroads is granted mystic visions of how her decisions will affect her future life.,https://www.imdb.com/title/tt0018113/?ref_=sr_i_31
32. Mockery,1927,1h 15m,Passed,6.8,612,,"During the Russian Revolution, a mentally challenged peasant saves then obsesses over a beautiful countess.",https://www.imdb.com/title/tt0018166/?ref_=sr_i_32
