Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,director,budget
214. I'll Take Sweden,1965,1h 37m,Approved,5.3,996,,"An executive, unhappy with his daughter's choice for a future husband, accepts a transfer to his firm's Stockholm branch and takes her along, only to discover that Sweden is far more sexually liberal than the United States.",https://www.imdb.com/title/tt0059298/?ref_=sr_i_214,,,
215. The Three Faces,1965,1h 55m,,6.0,323,,"A story with three segments that all adhered to the titular theme, The Three Faces of a Woman.",https://www.imdb.com/title/tt0058681/?ref_=sr_i_215,,,
216. That Funny Feeling,1965,1h 33m,Approved,6.6,1K,,"Sandra Dee stars as Joan Howell, a young and pretty maid-for-hire, who begins dating wealthy New York City businessman Tom Milford (Bobby Darin) in That Funny Feeling.",https://www.imdb.com/title/tt0059794/?ref_=sr_i_216,,,
217. Flaming Frontier,1965,1h 33m,G,5.8,1.8K,,"Old Surehand and Old Wabble are trailing a killer, but on the way they also intervene in a dispute between the Comanche and the settlers.",https://www.imdb.com/title/tt0059538/?ref_=sr_i_217,,,
218. Two on a Guillotine,1965,1h 47m,Approved,6.1,1.5K,,"Twentyish daughter Cassie of newly-deceased psychotic magician Duke Duquesne is his sole beneficiary and must stay in his isolated Los Angeles mansion for seven nights in order to inherit his $300,000 fortune.",https://www.imdb.com/title/tt0059837/?ref_=sr_i_218,,,
219. The Party's Over,1965,1h 34m,,6.3,753,,"An American businessman visits London and is horrified to discover his nubile teenage daughter has become involved with a gang of thuggish ""beatniks"". Her involvement leads to wild parties, sex, death and necrophilia.",https://www.imdb.com/title/tt0060816/?ref_=sr_i_219,,,
220. That Man in Istanbul,1965,1h 57m,,5.9,480,,"When a hostage-for-ransom exchange goes wrong, the F.B.I. sends an agent to Turkey to retrieve the ransom money and the hostage who's an important nuclear-weapon scientist.",https://www.imdb.com/title/tt0059546/?ref_=sr_i_220,,,
221. Having a Wild Weekend,1965,1h 31m,Not Rated,5.7,884,,"Dinah is a model whose face appears in an ad campaign for meat. While shooting a TV commercial, she and Steve, one of the stunt men, run off together. The advertising executives use their disappearance to generate more publicity for meat.",https://www.imdb.com/title/tt0059258/?ref_=sr_i_221,,,
222. Satan's Bed,1965,1h 12m,,4.4,178,,A young Japanese girl arriving in New York City gets mixed up with mobsters and dope dealers.,https://www.imdb.com/title/tt0059679/?ref_=sr_i_222,,,
"223. Clarence, the Cross-Eyed Lion",1965,1h 38m,G,5.9,781,,"A veterinarian living in Africa with his daughter take care of a cross-eyed lion, make friends with other animals, and learn about local wildlife.",https://www.imdb.com/title/tt0059039/?ref_=sr_i_223,,,
224. My Way Home,1965,1h 48m,,7.4,839,,"In the final days of WWII, a seventeen-year-old boy wanders the countryside. He is captured by Soviet troops, then released, then captured once more - after he has donned a German uniform for warmth - and imprisoned at a remote barracks, where he strikes up an unlikely friendship with a young Russian soldier. His attempts to return home form the crux of this wonderfully lyrical film, which displays all of the director's consistent themes: the psychological presence of landscape, the randomness of violence, the arbitrary nature of power.",https://www.imdb.com/title/tt0058787/?ref_=sr_i_224,,,
225. Bad Girls Do Cry,1965,59m,,3.1,137,,"A naive young girl goes to a model agency, where she is molested, shot up with drugs and forced to become a prostitute.",https://www.imdb.com/title/tt0131906/?ref_=sr_i_225,,,
226. Marco the Magnificent,1965,1h 40m,,5.3,649,,"Young Marco Polo travels to China to help Kublai Khan fight against rebels, headed by his own son, with a new invention: gunpowder.",https://www.imdb.com/title/tt0059429/?ref_=sr_i_226,,,
227. Return from the Ashes,1965,1h 45m,Not Rated,6.9,1.3K,,"In Paris, a Polish gigolo marries a rich Jewish doctor and stands to inherit her estate when she is deported to Dachau by the Nazis.",https://www.imdb.com/title/tt0059649/?ref_=sr_i_227,,,
228. The Corporal and Others,1965,1h 51m,,8.3,2.8K,,"During World War II, PFC Molnár decides his military service is over, and with a serious amount of money hidden in hand grenades, he heads to an abandoned mansion where he encounters not only the sour butler but a bunch of others who are also trying to wimp out on their duties.",https://www.imdb.com/title/tt0059812/?ref_=sr_i_228,,,
229. The Sex Killer,1965,55m,,4.2,208,,A loner who works in a mannequin factory stalks and strangles women in Times Square.,https://www.imdb.com/title/tt0138094/?ref_=sr_i_229,,,
230. Brainstorm,1965,1h 45m,Approved,6.6,884,,"Scientist Jim Grayam saves his boss' wife from suicide, but then he falls in love with her.",https://www.imdb.com/title/tt0058990/?ref_=sr_i_230,,,
231. I Am Twenty,1965,3h 9m,,7.7,1.7K,,"Following three lifelong friends who return to Moscow after military service, we see their aspirations juxtaposed against everyday life in 1960 Soviet Union.",https://www.imdb.com/title/tt0058361/?ref_=sr_i_231,,,
232. The Early Bird,1965,1h 38m,,6.6,1.3K,,"A milkman working for a small dairy business finds his job threatened by a giant conglomerate. Can he save his job, or will he be left crying over split milk?",https://www.imdb.com/title/tt0059143/?ref_=sr_i_232,,,
233. The Uninhibited,1965,1h 34m,,5.7,235,,"Vincent, a young man from Paris, arrives at the small Spanish village of Caldeya. where his has been loaned a home by his friend, Reginald. He meets Pascal Regnier, a novelist engaged in pursuits of drinking and love affairs, who spends his summers in Caldeya with his son, Daniel. Regnier introduces Vincent to Jenny, local nightclub owner, who has already received a wire from Reginald asking her to look after his friend. Vincent and Jenny fall in love and plan a trip to Barcelona together, a trip they take in spite of Reginald's arrival. However, the shadow of Reginald comes between them and they accept the fact that their love is doomed to failure.",https://www.imdb.com/title/tt0059589/?ref_=sr_i_233,,,
234. Life at the Top,1965,1h 57m,,6.7,733,,"In this sequel to Room at the Top (1958), Joe Lampton (Laurence Harvey) thinks he has really made it by marrying the boss's daughter in his northern mill town. But he finds he is being sidelined at work and his private life manipulated by his father-in-law.",https://www.imdb.com/title/tt0059389/?ref_=sr_i_234,,,
235. Biya el-Khawatim,1965,1h 35m,,7.3,207,,"In a peaceful village, the mayor, seeing that the population is bored with tranquility, invents the mystical figure of Rajeh, and tells stories to villagers about the exploits of Rajeh, who kills and maims and steals. One day the mayor (Nasri Shamseddine) tells the villagers that Rajeh is heading to the village itself and they better be careful. Two smart men notice that the mayor was lying and that it is all his imagination. So they go on making good on the fictitious person and steal money and assault the mayor in the dark saying that they were Rajeh. Eventually, an old man with the name of Rajeh arrives in the village, amid public fears. Then it became obvious that Rajeh was merely a seller of rings for weddings and he wanted to marry his son to Fairuz the nephew of the mayor. The two bad guys willingly go to jail for making use of the mayor's joke.",https://www.imdb.com/title/tt0058950/?ref_=sr_i_235,,,
236. Winnetou: The Last Shot,1965,1h 33m,Approved,6.6,3K,,"Rollins' gang wants to grab land by inciting the settlers in a war against the Indians but Winnetou and Old Shatterhand try to keep the peace, until Rollins frames Winnetou up for the murder of Jicarilla Chief's son.",https://www.imdb.com/title/tt0059915/?ref_=sr_i_236,,,
237. The Secret Agents,1965,2h 5m,,5.5,292,,"The US intelligence chief in Europe relates the stories of three different operations that he was involved in with colleagues in Paris and Djibouti, Rome, and Berlin.",https://www.imdb.com/title/tt0059108/?ref_=sr_i_237,,,
238. Cotolay,1965,1h 46m,,6.8,82,,"The plot is loosely based on the legend from Galicia in north-west Spain of the founding by St Francis of Assisi (1182-1226) of the Convent of San Francisco near Santiago de Compostela in 1214 with the help of a poor charcoal burner named Cotolay, who found a buried treasure which paid for the construction. This slow moving but engaging film opens with St Francis arriving in Santiago with two other monks - Juan of Florence and Bernardo de Quintavalle - during a pilgrimage there to visit the tomb of St James the Apostle in the cathedral. He receives a divine revelation to tarry there until the meaning of his vision becomes clear. Faint with hunger he meets Cotolay (the 14-year-old Didier Haudepin) who gives the monks (stolen) figs to eat and leads them to the nearby Mount Pedroso where logging-master Tarna gives them food and lodging in return for work during their stay. While praying on the mountain St Francis believes he has been divinely instructed that his order of mendicant friars should found convents, starting at Santiago. Because St Francis is struck down with fever and blindness, Cotolay promises him that he will build it for him. Believing his grandfather's tales of buried treasure at a ruined abbey Cotolay vainly goes in search of it, until St Francis tells him that real treasure lies in one's self, in faith, humility and obedience; with these qualities one can build a whole world, not just a convent. With charm, piety, zeal and kindness Cotolay sets about his task, persuading the abbot of St Martin's Benedictine Monastery to grant a parcel of his land as large as a bull's skin in return for a basketful of fish. The abbot agrees but Cotolay cuts the skin into thin strips and marks out a far larger plot of land than expected in the Val de Dios (Valley of God). Next Cotolay gets the cathedral master mason Mateo to donate a pile of stones and has the loggers transport them to the chosen site in a competition of strength. After Mateo has constructed the convent St Francis is taken to the new building where his sight is restored. The film ends with St Francis taking his leave of a tearful Cotolay, who wants him to stay. (It should be noted that the version of the film with English subtitles is usually known as Cotolay, rather than by the original Spanish title of El Nino y El Lobo - The Boy and the Wolf.) The wolf of the Spanish title plays only a very minor part in the story and is eventually tamed by St Francis.",https://www.imdb.com/title/tt0059060/?ref_=sr_i_238,,,
239. Teesra Kaun,1965,2h 7m,Not Rated,6.9,25,,A man goes on the run after being accused of stealing diamonds from the future in-laws of his sister.,https://www.imdb.com/title/tt0059787/?ref_=sr_i_239,,,
240. Cargando con el muerto,1965,1h 27m,,5.8,15,,Moving company bozos are left holding the bag when bad guys hire them to transport a corpse.,https://www.imdb.com/title/tt0280518/?ref_=sr_i_240,,,
241. The Secret Killer,1965,1h 29m,,6.7,572,,"A true story of Peter Kurten, a serial killer who committed nine murders and many other offenses in Dusseldorf during the Great Depression era.",https://www.imdb.com/title/tt0058922/?ref_=sr_i_241,,,
242. The 2nd Best Secret Agent in the Whole Wide World,1965,1h 36m,,5.6,199,,"Dauntless British agent Charles Vine is called upon to escort to London the famed Swedish scientist Henrik Jacobs to negotiate the sale of a secret formula. However, sinister forces gambling for enormous stakes are already at work. With the aid of the most fantastic gadgets, Vine manages to extricate his charges from the most diabolical traps until the final battle in a mile-a-second showdown fought along the Thames dockside and culminating to a wild and unexpected climax.",https://www.imdb.com/title/tt0059387/?ref_=sr_i_242,,,
243. Situation Hopeless -- But Not Serious,1965,1h 37m,Not Rated,5.9,501,,"During World War II, a lonely German air-raid warden captures two downed American airmen and keeps them prisoner in his basement way past the end of the war.",https://www.imdb.com/title/tt0059724/?ref_=sr_i_243,,,
244. The Bounty Killer,1965,1h 32m,Approved,5.8,480,,A tenderfoot becomes a bounty hunter in the hopes of making a better future for himself and his new love.,https://www.imdb.com/title/tt0058988/?ref_=sr_i_244,,,
245. Sword of the Beast,1965,1h 25m,Not Rated,7.5,3.2K,,"After killing a counselor of his clan, a fugitive samurai befriends a couple poaching the shogun's gold in the mountains.",https://www.imdb.com/title/tt0200768/?ref_=sr_i_245,,,
246. Winter A-Go-Go,1965,1h 28m,Approved,4.4,258,,"Teenagers work, play and dance to rock 'n' roll at a Lake Tahoe ski lodge.",https://www.imdb.com/title/tt0059916/?ref_=sr_i_246,,,
247. McHale's Navy Joins the Air Force,1965,1h 30m,Approved,5.8,414,,"The crew of PT-73 are in trouble again when Ensign Parker poses as an Air Force pilot and sinks the Japanese fleet, without McHale.",https://www.imdb.com/title/tt0059437/?ref_=sr_i_247,,,
248. El haram,1965,1h 45m,,7.7,633,,"A poor peasant woman becomes a symbol of worker oppression in this somber social drama directed by Henri Barakat. Azziza (Faten Hamama) is brutally raped by a guard when she goes into the fields to gather potatoes for her husband (Abdallah Gheiss). She does not relate the incident to her husband who is suffering from an undisclosed illness. Azziza hides the pregnancy and strangles the baby after it is born, but she also dies soon thereafter. The migrant workers rally around her memory as she becomes a martyr to the cause of the struggling peasants.",https://www.imdb.com/title/tt0355521/?ref_=sr_i_248,,,
249. The Girls on the Beach,1965,1h 20m,Not Rated,5.2,293,,"The girls of Alpha Beta need to raise $10,000 in two weeks to save the sorority house. Among their schemes to raise the funds are a beauty contest, a newspaper puzzle, and a baking contest. But when three guys hit the beach with love on their minds, bragging that they know the Beatles, the girls plan a concert with the Fab Four as the main attraction.",https://www.imdb.com/title/tt0059227/?ref_=sr_i_249,,,
250. Beach Ball,1965,1h 23m,Approved,5.1,209,,"Edd Byrnes tries to get an ethnic-music-studies grant to buy instruments for his rock and roll group, the Wigglers. College-finance-committee members Chris Noel, Gail Gilmore, Mikki Jameson and Brenda Benet uncover the scam and tear up the check, but the Wigglers play a Long Beach, California custom-car show in drag and win first prize. The Supremes do ""Come to the Beach Ball with Me"" and ""Surfer Boy;"" the Four Seasons sing their 1964 hit ""Dawn;"" the Hondells sing Brian Wilson's ""My Buddy Seat;"" the Righteous Brothers do ""Baby What You Want Me to Do;"" and the Walker Brothers cut loose with ""Doin' the Jerk."" Gary Kurtz of ""Star Wars"" fame was the assistant director.",https://www.imdb.com/title/tt0058952/?ref_=sr_i_250,,,
251. Tokyo Olympiad,1965,2h 50m,Not Rated,7.8,2.3K,,"Kon Ichikawa examines the beauty and rich drama on display at the 1964 Summer Games in Tokyo, creating a record of observations that range from the expansive to the intimate.",https://www.imdb.com/title/tt0059817/?ref_=sr_i_251,,,
252. The Oil Prince,1965,1h 29m,Approved,5.8,1.7K,,Apache Chief Winnetou and scout Old Surehand team-up to assist a wagon-train of settlers who are threatened by the machinations of an unscrupulous crook known as the Oil Prince.,https://www.imdb.com/title/tt0059958/?ref_=sr_i_252,,,
253. He Who Rides a Tiger,1965,1h 43m,,7.0,113,,"Peter Rayston (Tom Bell), has been in and out of prison most of his life. At thirty-years-old, he is released for the eighth time, after serving a sentence for housebreaking. Immediately, he goes back to his old life, providing for his expensive tastes by executing a series of daring burglaries.",https://www.imdb.com/title/tt0060492/?ref_=sr_i_253,,,
254. Blue Panther,1965,1h 50m,Not Rated,5.3,436,,"Marie-Chantal Froidevaux des Chatenets travels by train to her cousin's home in order to spend a winter holiday, when a stranger - apparently a fugitive from somewhere abroad - entrusts her with transporting a jewel in the shape of the head of a blue tiger with ruby eyes over the Swiss border. Unknown to her, this phony jewel contains within it a virus that is powerful enough to destroy all mankind. Doctor Kha is just one of many spies from different nations that are trying to get their hands on either the jewel or Marie-Chantal...it would give any nation tremendous control over all of the others. Marie-Chantal, a snobbish socialite, evades all attacks on her by sheer female cunning and shows tigerish qualities in dealing with both her male and female foes.",https://www.imdb.com/title/tt0059432/?ref_=sr_i_254,,,
255. Black Snow,1965,1h 29m,Unrated,6.2,158,,"Black Snow tells the tale of a disturbed young man who, after spying on his mother with a black serviceman, finds himself unable to attain sexual arousal unless fondling a loaded gun. Later that night, he murders the GI before running amok through the building and finally slaying his mother's sister...",https://www.imdb.com/title/tt0223618/?ref_=sr_i_255,,,
256. The Moment of Truth,1965,1h 43m,Not Rated,7.2,1.1K,,"The rise and fall of a famous torero, Miguelin, inside and outside of the bullfighters ring.",https://www.imdb.com/title/tt0059459/?ref_=sr_i_256,,,
257. Een pige og 39 sømænd,1965,1h 47m,,6.4,303,,"A female telegraphist gets a job at a ship, where the men do not put their fingers in between when it comes to gender roles.",https://www.imdb.com/title/tt0059594/?ref_=sr_i_257,,,
258. OSS 117: Mission for a Killer,1965,1h 39m,,5.7,460,,Agent OSS 117 is dispatched to Rio de Janeiro to investigate an organization developing a mysterious drug which is capable of completely controlling anyone injected with it.,https://www.imdb.com/title/tt0059206/?ref_=sr_i_258,,,
259. Kaajal,1965,2h 48m,,6.6,150,,"The Munim (Clerk) in Ranimaa's family lives with his son, Kaushal and daughter, Madhavi. After he passes away, Ranimaa brings up both children as her own, along with her only son, Rajesh. Years later, Rajesh has grown up and is of marriageable age. He meets with beautiful Bhanu Saxena and both fall in love with each other. Shortly thereafter, in a boating accident, Kaushal passes away, leaving behind a devastated Madhavi, Rajesh, who blames himself for his death, and Ranimaa. A few months later, Rajesh gets married to Bhanu and she moves in with them. Bhanu dislikes Madhavi and would like her out of the way, she goes to the extent of accusing her of having an affair with her husband. Under pressure, Madhavi goes to kill herself, and is rescued by a young man named Moti. Rajesh likes Moti and would like him to marry Madhavi, to which he agrees. After the marriage, Madhavi bids adieu to Ranimaa, and Rajesh, and moves in with Moti. What Madhavi does not know that Moti had an agenda and an ulterior motive for marrying her, and it looks like she has been dumped from the frying pan into the fire.",https://www.imdb.com/title/tt0139398/?ref_=sr_i_259,,,
260. The Fool Killer,1965,1h 39m,,6.8,434,,"After the Civil War, a Southern boy aged 12 runs away from his foster home, wanders the countryside and meets various odd characters along the way.",https://www.imdb.com/title/tt0059190/?ref_=sr_i_260,,,
261. Harlow,1965,1h 49m,,4.7,268,,Loosely based biography of 1930s star Jean Harlow as she begins her climb to stardom.,https://www.imdb.com/title/tt0059253/?ref_=sr_i_261,,,
262. The Spy with My Face,1965,1h 28m,Not Rated,5.9,577,,U.N.C.L.E. agents Napoleon Solo and Illya Kuryakin are sent to the Swiss Alps to find a secret nuclear weapon design but T.H.R.U.S.H. agents kidnap Solo and replace him with a look-alike double.,https://www.imdb.com/title/tt0058610/?ref_=sr_i_262,,,
263. Never Too Late,1965,1h 45m,Not Rated,6.5,555,,"Fifty-something Edith Lambert is thrilled to find out that she's going to have a baby. Her husband Harry, however, is less enthusiastic.",https://www.imdb.com/title/tt0059502/?ref_=sr_i_263,,,
264. When the Boys Meet the Girls,1965,1h 37m,Approved,4.8,311,,"Young heir Danny Churchill tries to help Ginger, an attractive postal worker in rural Nevada, save her father's ranch from closing due to being heavily in debt with some Reno gangster-types for her father's compulsive gambling. With his college friends' help, Danny turns Ginger's father's ranch into a motel for impending divorcees to get out of debt, while Danny courts Ginger, but tries to keep his past reputation a secret when his former girlfriend Tess, a spiteful gold-digger, relentlessly pursues him and his wealth.",https://www.imdb.com/title/tt0059904/?ref_=sr_i_264,,,
265. Love 65,1965,1h 36m,,6.2,397,,A film director has problems coping with his wife and marriage. The daughter is their only connecting link. He is looking for love and sex elsewhere. A married woman becomes his new partner for a while.,https://www.imdb.com/title/tt0059371/?ref_=sr_i_265,,,
266. The Secret of My Success,1965,1h 52m,Approved,5.1,313,,"Fast climbing Arthur Tate rose to his fame, wealth and respectability quickly from a beginning as a naive constable His rise was also due to 3 women: dressmaker Violet Lawson, Lily, the Baroness von Lukenberg, and movie producer Marigold Marado, His rise was also due to Mrs. Tate, who always seemed to have an extra bit of information which would make her suggest to the people that her son Arthur be provided a position where he could do more good. Perhaps Mrs. Tate had a grander plan for herself.",https://www.imdb.com/title/tt0059694/?ref_=sr_i_266,,,
267. Halløj i himmelsengen,1965,1h 36m,,5.0,85,,"The young duke, Pierre is forced to spend his summer vacation with Latin studies. Luckily for Pierre his studies are interrupted by two young sweet girls.",https://www.imdb.com/title/tt0057807/?ref_=sr_i_267,,,
268. Willy McBean and His Magic Machine,1965,1h 34m,TV-G,5.9,165,,Little Willy McBean joins up with a Mexican monkey named Pablo to travel back in time and stop the evil Prof. von Rotten from changing history.,https://www.imdb.com/title/tt0192803/?ref_=sr_i_268,,,
269. Mister Moses,1965,1h 55m,,6.1,341,,"In 1960s Kenya, American snake-oil salesman and diamond smuggler Joe Moses is chased out of many villages and pursued by the authorities until fate entrusts him with helping a native tribe that believes he is a holy man.",https://www.imdb.com/title/tt0059454/?ref_=sr_i_269,,,
270. Adiós gringo,1965,1h 40m,,6.0,552,,"A cowboy attempts to clear his name by hunting the rustlers who tricked him into buying stolen cattle, and are also responsible for the rape of a young woman he is helping recuperate.",https://www.imdb.com/title/tt0060067/?ref_=sr_i_270,,,
271. The Tramplers,1965,1h 45m,,5.9,281,,Civil War soldier returns home to his father who can't accept the loss of the Confederates. Serious conflicts arouse which split the family.,https://www.imdb.com/title/tt0061144/?ref_=sr_i_271,,,
272. Khandan,1965,2h 38m,Not Rated,6.7,198,,"After the passing of Ramswaroop Lal, his two sons, Jeevandas and Shankar take over the control of their farmland. Jeevandas marries Bhagvanti and has no children, while Shankar marries Parvati and has two sons, Govind and Shyam. Due to an accident with an electric pole, Govind's right side gets paralyzed. Years later, Shyam has gone for further studies to the big city, while the only relatives of Bhagvanti, Navrangi Lal and his sister, Neelima, have moved in with the Lal family. When Shyam returns, he falls in love with Neelima, and then begin a series of misunderstandings and disagreements which result in the house being divided in two - with Jeevandas, Bhagvanti, Shyam, Navrangi, and Neelima on one side, and Govind, his wife, Radha, Shankar, and Parvati on the other. Navrangi borrows money from Bhagvanti and invests it in a Carnival, however, most of his earnings are stolen by two dancers, Jati and Sati. He then borrows more money, this time from Shyam, and purchases an elephant. Govind and Radha rejoice when they give birth to normal son, Navjeevandas Lal. Weeks later, Navrangi plans a novel move with his carnival, that is to have the elephant throw a child from it's trunk - and the child he plans to use is none other than Govind's son. Watch what impact this has on the entire family when they find out that Navjeevandas has been abducted.",https://www.imdb.com/title/tt0059354/?ref_=sr_i_272,,,
273. Le tonnerre de Dieu,1965,1h 31m,,6.6,554,,"Léandre Brassac is a misanthrope and alcoholic, who lives on a large remote county estate with his wife, Marie. Brassac has a reputation as a violent and unpredictable man, but who has a love for animals, particularly dogs.",https://www.imdb.com/title/tt0059823/?ref_=sr_i_273,,,
274. La settima tomba,1965,1h 17m,,4.8,222,,"A group of heirs gather in a castle in Scotland for the opening of the will of their wealthy relative, an eccentric doctor called Sir Reginald, who has apparently died from leprosy, but nothing is as it seems.",https://www.imdb.com/title/tt0303028/?ref_=sr_i_274,,,
275. Get Off My Back,1965,1h 45m,Approved,5.9,233,,"Chuck Dederich, a recovering alcoholic, founds Synanon House, a rehabilitation center for people with all kinds of addictions.",https://www.imdb.com/title/tt0059774/?ref_=sr_i_275,,,
276. Att angöra en brygga,1965,1h 41m,,6.7,2.8K,,"A group of party goers have trouble getting their boat ashore on a small island. The inhabitants of the island try to help, often with the help of an old sailor, and the results are absurd and hilarious.",https://www.imdb.com/title/tt0058926/?ref_=sr_i_276,,,
277. Forest of the Hanged,1965,2h 34m,,8.0,1.3K,,In 1916 as an officer in the Habsburg Army ethnic Romanian Apostol Bologa is torn between remaining loyal to the Habsburgs or deserting to the Romanian Army across enemy lines.,https://www.imdb.com/title/tt0058439/?ref_=sr_i_277,,,
278. Pearls of the Deep,1965,1h 47m,,6.5,832,,"Five non-related vignettes are presented, each showcasing the need and want for human connection. In ""Mr. Baltazar's Death"", a middle aged couple who are experts at mechanics, travel to a motorcycle race where they congregate with the masses on the section of the course where historically there has been the most action of the destructive kind. In ""Imposters"", two elderly hospital patients talk about their past professional glories as a journalist and light opera star respectively. Each man wants to hear about the other more than tell his own story for good reason. In ""The House of Joy"", two national insurance agents believe they have an easy sale when they visit an elderly goat farmer/amateur painter, who uses whatever surface as his canvass, and paints his life and his dreams. But the sale will not be as easy as the men first believe it will be. In ""The Restaurant the World"", a wedding reception is taking place in one part of a busy self-serve diner. The reception guests are oblivious to the sadness of real life taking place all around their small current vacuum of a world, with the bride determined to make the most of *her* night. And in ""Romance"", a working class lad, out on the town on his own, is mesmerized by a young Romani girl.",https://www.imdb.com/title/tt0059581/?ref_=sr_i_278,,,
279. 24 Hours to Kill,1965,1h 34m,,5.0,345,,The crew of an airplane forced to spend 24 hours in Beirut get in trouble with a smuggling gang.,https://www.imdb.com/title/tt0059836/?ref_=sr_i_279,,,
280. Four in the Morning,1965,1h 34m,Not Rated,6.1,288,,Drama which follows the parallel stories of two couples in crises and their connections to a drowned woman found in a river.,https://www.imdb.com/title/tt0060426/?ref_=sr_i_280,,,
281. Murder in Mississippi,1965,1h 24m,Not Rated,5.5,220,,Liberal students from Northern cities drive to the South to encourage social justice reform. The overture is confusing with a realism from criminals in office and a hint of national sentiment leaning towards equality for all.,https://www.imdb.com/title/tt0059485/?ref_=sr_i_281,,,
282. Savage Pampas,1965,1h 52m,Not Rated,5.6,437,,"In the late 1800s, an army captain tries to tame the open plains of Argentina, which are dominated by Indians and bandits. To help do this, the captain brings in a party of women to keep his soldiers happy.",https://www.imdb.com/title/tt0060942/?ref_=sr_i_282,,,
283. The Nest of the Cuckoo Birds,1965,1h 21m,,5.0,489,,"Johnson, an agent for the Liquor Control Department, is dispatched to disband a gang of cut-throat still operators on an island in the Everglades run by ""Doc."" He is discovered by the moonshiners and nearly escapes by diving into the crocodile-infested swamps. Completely exhausted by the long swim. he stumbles and falls and is stabbed by a masked female killer that lurks along the beach every full moon. Finally making his way he stumbles along the Cuckoo Bird Inn run by Mrs. Pratt, a twice-widowed ex-showgirl and owner of the inn. She also has a beautiful daughter named Lisa who is kept chained up in the attic except for at night since she won't escape into the darkness that she fears. Harold, the inn's caretaker, is a taxidermist whose mental and physical deficiencies are advantageous to Mrs. Pratt. While the inn's guests scheme against Johnson, the masked killer has made many unsuccessful attempts on his life. Later he finds Doc's corpse being readied for stuffing and realizes that he must discover the killer's identity or suffer the same fate. In the exciting climax, Johnson wrestles with the knife-wielding killer in the Chapel of the Dead as a fire threatens to reduce the island to cinders.",https://www.imdb.com/title/tt0361953/?ref_=sr_i_283,,,
284. Piège pour Cendrillon,1965,1h 58m,,6.6,190,,"The young Michèle Isola, who is about to inherit a fortune from her godmother, scarcely survives a terrible fire. When she regains consciousness it becomes evident she suffers with amnesia.",https://www.imdb.com/title/tt0059603/?ref_=sr_i_284,,,
285. Sumangali,1965,2h 43m,Not Rated,7.6,15,,"Viswam and Sarada loves each other and gets married. But when Viswam gets impotent because of an accident, a lot of changes and problems occur in their marital life.",https://www.imdb.com/title/tt0261334/?ref_=sr_i_285,,,
286. Masquerade,1965,1h 42m,Not Rated,5.5,582,,"The British secret service hire a WWII veteran to voluntarily kidnap and smuggle a 13-year-old Arab prince into Spain. Once there, a gullible American mercenary is hired to protect him, but greed threatens to spoil the operation.",https://www.imdb.com/title/tt0059433/?ref_=sr_i_286,,,
287. Cup Fever,1965,1h 3m,,6.6,214,,"The children of Barton United are trying to win the cup in their local football league. Nasty councillor Mr Bates doesn't like them and wants the team his son plays for to win instead so he makes life as difficult as he can for them. However, Barton United are offered help by the local professional team that just happens to be Manchester United with its manager Matt Busby.",https://www.imdb.com/title/tt0059074/?ref_=sr_i_287,,,
288. Wild Kurdistan,1965,1h 35m,,5.7,708,,"In Kurdistan Ahmed, the sheikh's son of Halef's Bedouin tribe, is captured by the Turkish governor's militia. Kara Ben Nemsi and Halef try to rescue him and re-meet Sir David Lindsay who is venturing to help a lady in distress.",https://www.imdb.com/title/tt0059139/?ref_=sr_i_288,,,
289. Uncle Tom's Cabin,1965,1h 58m,R,6.3,265,,"In the pre-Civil War South, a sadistic plantation-owner brutalizes his slaves to the point that they have no other choice but to rebel. Always obedient, peaceful, honest old slave Tom plays a central role in this tragedy.",https://www.imdb.com/title/tt0059545/?ref_=sr_i_289,,,
290. 90 Degrees in the Shade,1965,1h 30m,Not Rated,6.8,378,,"A respected grocery shop employee in Prague is covering up for her manager's misconduct with whom she is having an affair; however, things will get complicated when a thorough auditor pays a visit.",https://www.imdb.com/title/tt0059512/?ref_=sr_i_290,,,
291. Arizona Raiders,1965,1h 37m,Approved,5.9,1.3K,,When Quantrill's (Quantrell) gang is almost destroyed two of the captured members agree to join the Arizona Rangers to help finish the job.,https://www.imdb.com/title/tt0058917/?ref_=sr_i_291,,,
292. The Dictator's Guns,1965,1h 43m,,6.6,550,,"Jacques Cournot, a freelance skipper, is hired by Mr Hendrix in Santo Domingo, first of all to advise him regarding the acquisition of a sailing boat. After a thorough inspection of a prospective vessel, the ""Dragoon"", Cournot reports his positive appraisal to Mr Hendrix and initiates the negotiations with Mrs Osborne, the owner of the craft. Barely a couple of days later, Cournot finds himself in a bind as the police questions him about the exact kind of cruise he was supposed to organize for his principal. For the ""Dragoon"" is gone; Mr Hendrix has disappeared; Mrs Osborne is not aware of any deal; and the corpses of mysterious individuals, victims of a violent death, are found on the beaches of Santo Domingo.",https://www.imdb.com/title/tt0057853/?ref_=sr_i_292,,,
293. Where the Spies Are,1965,1h 50m,Approved,5.6,952,,"A local doctor is recruited as a cold war spy to fulfill a very important secret mission in the Middle East, only to experience that his mission is complicated by a sexy female double agent.",https://www.imdb.com/title/tt0059905/?ref_=sr_i_293,,,
