Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. Inside Out 2,2024,1h 36m,PG,7.5,255K,73,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced.",https://www.imdb.com/title/tt22022452/?ref_=sr_i_1
2. Deadpool & Wolverine,2024,2h 8m,R,7.5,577K,56,"Deadpool is offered a place in the Marvel Cinematic Universe by the Time Variance Authority, but instead recruits a variant of Wolverine to save his universe from extinction.",https://www.imdb.com/title/tt6263850/?ref_=sr_i_2
3. Wicked,2024,2h 40m,PG,7.3,254K,73,"Elphaba, a young woman ridiculed for her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads.",https://www.imdb.com/title/tt1262426/?ref_=sr_i_3
4. Moana 2,2024,1h 40m,PG,6.3,128K,58,"After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",https://www.imdb.com/title/tt13622970/?ref_=sr_i_4
5. Despicable Me 4,2024,1h 34m,PG,6.2,82K,52,"Gru, Lucy, Margo, Edith, and Agnes welcome a new member to the family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his girlfriend Valentina, and the family is forced to go on the run.",https://www.imdb.com/title/tt7510222/?ref_=sr_i_5
6. Beetlejuice Beetlejuice,2024,1h 45m,PG-13,6.6,177K,62,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",https://www.imdb.com/title/tt2049403/?ref_=sr_i_6
7. Dune: Part Two,2024,2h 46m,PG-13,8.4,773K,79,"Paul Atreides unites with the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the universe, he endeavors to prevent a terrible future.",https://www.imdb.com/title/tt15239678/?ref_=sr_i_7
8. Twisters,2024,2h 2m,PG-13,6.5,198K,65,"Kate Carter, a retired tornado-chaser and meteorologist, is persuaded to return to Oklahoma to work with a new team and new technologies.",https://www.imdb.com/title/tt12584954/?ref_=sr_i_8
9. Mufasa: The Lion King,2024,1h 58m,PG,6.6,83K,56,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",https://www.imdb.com/title/tt13186482/?ref_=sr_i_9
10. Sonic the Hedgehog 3,2024,1h 50m,PG,6.9,83K,56,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance.",https://www.imdb.com/title/tt18259086/?ref_=sr_i_10
11. Godzilla X Kong: The New Empire,2024,1h 55m,PG-13,6.0,137K,47,"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.",https://www.imdb.com/title/tt14539740/?ref_=sr_i_11
12. Kung Fu Panda 4,2024,1h 34m,PG,6.3,84K,54,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm.",https://www.imdb.com/title/tt21692408/?ref_=sr_i_12
13. Bad Boys: Ride or Die,2024,1h 55m,R,6.5,115K,54,"When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name.",https://www.imdb.com/title/tt4919268/?ref_=sr_i_13
14. Gladiator II,2024,2h 28m,R,6.4,305K,64,"After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people.",https://www.imdb.com/title/tt9218128/?ref_=sr_i_14
15. Kingdom of the Planet of the Apes,2024,2h 25m,PG-13,6.8,170K,66,"Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike.",https://www.imdb.com/title/tt11389872/?ref_=sr_i_15
16. It Ends with Us,2024,2h 10m,PG-13,6.3,104K,53,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",https://www.imdb.com/title/tt10655524/?ref_=sr_i_16
17. The Wild Robot,2024,1h 42m,PG,8.2,230K,85,A sentient robot stranded on an uninhabited island raises an orphaned gosling while trying to fit in with the local wildlife.,https://www.imdb.com/title/tt29623480/?ref_=sr_i_17
18. Venom: The Last Dance,2024,1h 50m,PG-13,6.0,159K,41,Eddie Brock and Venom must make a devastating decision as they're pursued by a mysterious military man and alien monsters from Venom's home world.,https://www.imdb.com/title/tt16366836/?ref_=sr_i_18
19. A Quiet Place: Day One,2024,1h 39m,PG-13,6.2,179K,68,A young woman named Sam finds herself trapped in New York City during the early stages of an invasion by alien creatures with ultra-sensitive hearing.,https://www.imdb.com/title/tt13433802/?ref_=sr_i_19
20. Ghostbusters: Frozen Empire,2024,1h 55m,PG-13,6.1,107K,46,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age.",https://www.imdb.com/title/tt21235248/?ref_=sr_i_20
21. IF,2024,1h 44m,PG,6.4,68K,46,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,https://www.imdb.com/title/tt11152168/?ref_=sr_i_21
22. Alien: Romulus,2024,1h 59m,R,7.1,291K,64,"While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe.",https://www.imdb.com/title/tt18412256/?ref_=sr_i_22
23. Red One,2024,2h 3m,PG-13,6.2,160K,34,"After Santa Claus is kidnapped, the North Pole's Head of Security must team up with a notorious hacker in a globe-trotting, action-packed mission to save Christmas.",https://www.imdb.com/title/tt14948432/?ref_=sr_i_23
24. Bob Marley: One Love,2024,1h 47m,PG-13,6.2,40K,43,"The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music.",https://www.imdb.com/title/tt8521778/?ref_=sr_i_24
25. Nosferatu,2024,2h 12m,R,7.1,270K,78,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",https://www.imdb.com/title/tt5040012/?ref_=sr_i_25
26. The Fall Guy,2024,2h 6m,PG-13,6.8,269K,73,"A stuntman, fresh off an almost career-ending accident, has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",https://www.imdb.com/title/tt1684562/?ref_=sr_i_26
27. The Garfield Movie,2024,1h 41m,PG,5.7,28K,31,"After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist.",https://www.imdb.com/title/tt5779228/?ref_=sr_i_27
28. A Complete Unknown,2024,2h 21m,R,7.3,120K,70,"In 1961, an unknown 19-year-old Bob Dylan arrives in New York City with his guitar and forges relationships with musical icons on his meteoric rise, culminating in a groundbreaking performance that reverberates around the world.",https://www.imdb.com/title/tt11563598/?ref_=sr_i_28
29. Longlegs,2024,1h 41m,R,6.5,228K,77,"In pursuit of a serial killer, an FBI agent uncovers a series of occult clues that she must solve to end his terrifying killing spree.",https://www.imdb.com/title/tt23468450/?ref_=sr_i_29
30. Mean Girls,2024,1h 52m,PG-13,5.5,42K,58,"Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",https://www.imdb.com/title/tt11762114/?ref_=sr_i_30
31. Smile 2,2024,2h 7m,R,6.7,147K,67,"About to embark on a world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her past.",https://www.imdb.com/title/tt29268110/?ref_=sr_i_31
32. Civil War,2024,1h 49m,R,7.0,271K,75,"In the midst of a U.S. civil war, four reporters make the dangerous trip to the capital to interview the president before he is overthrown.",https://www.imdb.com/title/tt17279496/?ref_=sr_i_32
33. Furiosa: A Mad Max Saga,2024,2h 28m,R,7.4,323K,79,"After being snatched from the Green Place of Many Mothers, while the tyrants Dementus and Immortan Joe fight for power and control, the young Furiosa must survive many trials as she puts together the means to find her way home.",https://www.imdb.com/title/tt12037194/?ref_=sr_i_33
34. The Beekeeper,2024,1h 45m,R,6.3,183K,53,A former operative of a powerful organization embarks on a brutal campaign for vengeance.,https://www.imdb.com/title/tt15314262/?ref_=sr_i_34
35. Transformers One,2024,1h 44m,PG,7.6,67K,65,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever.",https://www.imdb.com/title/tt8864596/?ref_=sr_i_35
36. Joker: Folie à Deux,2024,2h 18m,R,5.2,185K,46,"Struggling with his dual identity, failed comedian Arthur Fleck meets the love of his life, Harley Quinn, while incarcerated at Arkham State Hospital.",https://www.imdb.com/title/tt11315808/?ref_=sr_i_36
37. Terrifier 3,2024,2h 5m,Unrated,6.2,64K,62,Art the Clown is set to unleash chaos on the unsuspecting residents of Miles County as they peacefully drift off to sleep on Christmas Eve.,https://www.imdb.com/title/tt27911000/?ref_=sr_i_37
38. Challengers,2024,2h 11m,R,7.0,181K,82,"Tashi, a former tennis prodigy-turned-coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend--Tashi's ex-boyfriend.",https://www.imdb.com/title/tt16426418/?ref_=sr_i_38
39. Paddington in Peru,2024,1h 46m,PG,6.6,36K,65,"Paddington returns to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey.",https://www.imdb.com/title/tt5822536/?ref_=sr_i_39
40. Argylle,2024,2h 19m,PG-13,5.6,101K,35,A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes that the plot of the new book she's writing starts to mirror real-world events in real time.,https://www.imdb.com/title/tt15009428/?ref_=sr_i_40
41. Madame Web,2024,1h 56m,PG-13,4.1,116K,26,"Forced to confront her past, Cassandra Webb, a Manhattan paramedic that may have clairvoyant abilities, forms a relationship with three young women destined for powerful futures, if they can survive their threatening present.",https://www.imdb.com/title/tt11057302/?ref_=sr_i_41
42. Trap,2024,1h 45m,PG-13,5.8,169K,52,A father and his teen daughter attend a pop concert only to realize they've entered the center of a dark and sinister event.,https://www.imdb.com/title/tt26753003/?ref_=sr_i_42
43. The Best Christmas Pageant Ever,2024,1h 39m,PG,6.8,8.6K,60,Nobody is ready for the mayhem and surprises that ensue when six of the worst youngsters disrupt the town's yearly Christmas performance.,https://www.imdb.com/title/tt2347285/?ref_=sr_i_43
44. Speak No Evil,2024,1h 50m,R,6.8,141K,66,"A family is invited to spend a whole weekend in a lonely home in the countryside, but as the weekend progresses, they realize that a dark side lies within the family who invited them.",https://www.imdb.com/title/tt27534307/?ref_=sr_i_44
45. The Strangers: Chapter 1,2024,1h 31m,R,4.7,30K,43,"After their car breaks down in an eerie small town, a young couple is forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motive.",https://www.imdb.com/title/tt22050754/?ref_=sr_i_45
46. Conclave,2024,2h,PG,7.4,284K,79,"When Cardinal Lawrence is tasked with leading the selection of a new Pope, he finds himself in a web of conspiracy and intrigue that could shake the very foundations of the Catholic Church.",https://www.imdb.com/title/tt20215234/?ref_=sr_i_46
47. Night Swim,2024,1h 38m,PG-13,4.7,33K,43,"A family moves into a new home, unaware that a dark secret from the house's past will unleash a malevolent force in the backyard pool.",https://www.imdb.com/title/tt9682428/?ref_=sr_i_47
48. Reagan,2024,2h 21m,PG-13,6.2,13K,22,"A drama based on the life of Ronald Reagan, from his childhood to his time in the oval office.",https://www.imdb.com/title/tt1723808/?ref_=sr_i_48
49. The Forge,2024,2h 4m,PG,6.8,6.3K,,"After graduating from high school without any plans for the future, Isaiah receives a push to start making better life decisions.",https://www.imdb.com/title/tt26731216/?ref_=sr_i_49
50. Horizon: An American Saga - Chapter 1,2024,3h 1m,R,6.6,46K,49,"Chronicles a multi-faceted, 15-year span of pre-and post-Civil War expansion and settlement of the American west.",https://www.imdb.com/title/tt17505010/?ref_=sr_i_50
51. Babygirl,2024,1h 54m,R,5.7,83K,79,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much-younger intern.,https://www.imdb.com/title/tt30057084/?ref_=sr_i_51
52. Imaginary,2024,1h 44m,PG-13,4.8,20K,34,A woman returns to her childhood home to discover that the imaginary friend she left behind is very real and unhappy that she abandoned him.,https://www.imdb.com/title/tt26658104/?ref_=sr_i_52
53. Heretic,2024,1h 51m,R,7.0,232K,71,Two young religious women are drawn into a game of cat-and-mouse in the house of a strange man.,https://www.imdb.com/title/tt28015403/?ref_=sr_i_53
54. Abigail,2024,1h 49m,R,6.5,122K,62,"After a group of criminals kidnap the ballerina daughter of a powerful underworld figure, they retreat to an isolated mansion, unaware that they're locked inside with no normal little girl.",https://www.imdb.com/title/tt27489557/?ref_=sr_i_54
55. Monkey Man,2024,2h 1m,R,6.8,101K,70,An anonymous young man unleashes a campaign of vengeance against the corrupt leaders who murdered his mother and continue to systematically victimize the poor and powerless.,https://www.imdb.com/title/tt9214772/?ref_=sr_i_55
56. Arthur the King,2024,1h 47m,PG-13,7.0,40K,54,An adventure racer adopts a stray dog named Arthur to join him in an epic endurance race.,https://www.imdb.com/title/tt10720352/?ref_=sr_i_56
57. Kraven the Hunter,2024,2h 7m,R,5.5,84K,35,"Kraven's complex relationship with his ruthless father, Nikolai Kravinoff, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",https://www.imdb.com/title/tt8790086/?ref_=sr_i_57
58. We Live in Time,2024,1h 48m,R,7.0,74K,59,"After an unusual encounter, a talented chef and a recent divorcée fall in love and build the home and family they've always dreamed of, until a painful truth puts their love story to the test.",https://www.imdb.com/title/tt27131358/?ref_=sr_i_58
59. Blink Twice,2024,1h 42m,R,6.5,132K,66,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. As strange things start to happen, Frida questions her reality.",https://www.imdb.com/title/tt14858658/?ref_=sr_i_59
60. Homestead,2024,1h 52m,PG-13,5.2,5.5K,44,"Amid chaos, ex-Green Beret joins prepper compound; love grows, truths arise, and a community unites.",https://www.imdb.com/title/tt29137778/?ref_=sr_i_60
61. The Ministry of Ungentlemanly Warfare,2024,2h 2m,R,6.8,163K,55,The British military recruits a small group of highly skilled soldiers to strike against German forces behind enemy lines during World War II.,https://www.imdb.com/title/tt5177120/?ref_=sr_i_61
62. Fly Me to the Moon,2024,2h 12m,PG-13,6.6,60K,53,"Marketing maven Kelly Jones wreaks havoc on NASA launch director Cole Davis's already difficult task. When the White House deems the mission too important to fail, the countdown truly begins.",https://www.imdb.com/title/tt1896747/?ref_=sr_i_62
63. Anora,2024,2h 19m,R,7.4,299K,91,"A young stripper from Brooklyn impulsively marries the son of Russian oligarchs, but her fairy tale is threatened when his parents set out for New York to get the marriage annulled.",https://www.imdb.com/title/tt28607951/?ref_=sr_i_63
