Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
460. Prey,2024,1h 26m,,3.7,4.1K,,A young couple is compelled to leave their Christian missionary station in the Kalahari Desert after being threatened with death by an extremist militant gang. After crashing their aircraft they must battle man and beast for their lives.,https://www.imdb.com/title/tt27682129/?ref_=sr_i_460,['Mukunda Michael Dewil'],['Mukunda Michael Dewil'],"['Ryan Phillippe', 'Emile Hirsch', 'Mena Suvari', 'Jeremy Tardy', 'Dylan Flashner', 'Tristan Thompson', 'Michaela Sasner', 'Alpha Miknas', 'Theo Bongani Ndyalvane', 'Mohamed Hakeemshady']","$10,000,000 (estimated)","$2,274","$51,163","$5,336","March 15, 2024",['United States'],"['Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA']","['Green Light Pictures', 'Pressure Cooker Studios', 'The Barnum Picture Company']",,"['Disaster', 'Action', 'Thriller']",['English']
461. Valleyheart,2024,1h 38m,,7.9,49,,"In the San Fernando Valley, a woman with dreams of stardom is forced to call upon her ex-cop former husband to get her brother out of a life-or-death situation when he gets involved with the wrong people.",https://www.imdb.com/title/tt15104810/?ref_=sr_i_461,['Kathryne Isabelle Easton'],['Kathryne Isabelle Easton'],"['Kathryne Isabelle Easton', 'Anthony Goes', 'Jack Herholdt', 'Jeremy Walker', ""Mary O'Neil"", 'Maiya Reaves', 'Collin Babcock', 'Scott Babcock', 'Rib Hillis', 'Amy Albert']",,"$2,870","$5,250","$5,250","July 16, 2024",['United States'],"['Los Angeles, California, USA']",['Abhorrent Behavior'],,['Crime'],['English']
462. Kenshi Yonezu 2023 Tour Fantasy,2024,1h 47m,,,,,,https://www.imdb.com/title/tt33247121/?ref_=sr_i_462,[],[],,,,"$9,746","$5,057","August 24, 2024",,,,,['Music'],[]
463. Desert of Namibia,2024,2h 17m,,6.5,554,66.0,"21-year-old Satsuki swaps boyfriends frequently, unconcerned with career or societal norms. Her unpredictable behavior leads to a misdiagnosis of bipolar disorder, as she navigates a rigid, patriarchal society.",https://www.imdb.com/title/tt32128870/?ref_=sr_i_463,['Yōko Yamanaka'],['Yōko Yamanaka'],"['Keisuke Horibe', 'Daichi Kaneko', 'Erika Karata', 'Yumi Kawai', 'Aki Kigoshi', ""Kan'ichirô Satô"", 'Yuzumi Shintani', 'Makiko Watanabe']",,,"$38,450","$4,472","September 6, 2024",['Japan'],,"['Happinet Phantom Studios', 'cogitoworks']","Awards, 3 wins & 6 nominations total","['Japanese', 'Drama']",['Japanese']
464. My Dearest Fu Bao,2024,1h 34m,,6.8,111,,"After her miraculous birth in Korea, giant panda Fu Bao's popularity soared. With her return to China looming, zookeepers solemnly prepared for goodbyes as an unexpected farewell arose, forcing them to confront long-suppressed emotions.",https://www.imdb.com/title/tt33368329/?ref_=sr_i_464,"['Kang Cheol-won', 'Song Young-gwan', 'Fu Bao']","['Shim Hyeong-jun', 'Thomas Ko']","['Kang Cheol-won', 'Song Young-gwan', 'Fu Bao', 'Ai Bao', 'Rui Bao', 'Hui Bao', 'Le Bao']",,"$3,306","$2,264,292","$4,413","September 20, 2024",['South Korea'],,,,"['Korean', 'Documentary']",['Korean']
465. Revolver,2024,1h 54m,,5.5,1.3K,,"An ex-police officer embarks on a single-minded goal upon leaving jail, after serving a sentence for crimes committed under dubious circumstances.",https://www.imdb.com/title/tt28284984/?ref_=sr_i_465,['Oh Seung-uk'],['Oh Seung-uk'],"['Jeon Do-yeon', 'Ji Chang-wook', 'Lim Ji-yeon', 'Kim Jun-han', 'Kim Jong-soo', 'Jeong Man-sik', 'Lee Jung-jae', 'Jeong Jae-yeong', 'Jeon Hye-jin', 'Kang Eui-shik']",,,"$1,844,233","$4,137","August 7, 2024",['South Korea'],,['Sanai Pictures'],"Awards, 1 win & 6 nominations total","['Korean', 'Action', 'Crime', 'Drama', 'Mystery']",['Korean']
466. Sex-Positive,2024,1h 25m,Unrated,4.1,964,,"Virginia tumbles into a wild and thrilling new world of sexual liberation when she moves in with a group of polyamorous party animals, including the charming but commitment-phobic Jake.",https://www.imdb.com/title/tt16161330/?ref_=sr_i_466,['Peter Woodward'],['Peter Woodward'],"['Katherine Ellis', 'Aaron Long', 'Ashton Leigh', 'Belle Eclair', 'Christian Menace', 'Juliana Destefano', 'Jeez Loueez', 'Tierney Malloy', 'Anthony Del Negro', 'Ty Autry']",,"$2,641","$3,748","$3,748","February 8, 2024",['United States'],,"['Cherchez La Femme', 'Outrageous Films']",,"['Raunchy Comedy', 'Comedy']",['English']
467. The Last Breath,2024,1h 36m,R,4.7,3.2K,,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.,https://www.imdb.com/title/tt14827150/?ref_=sr_i_467,"['Nick Saltrese', 'Andrew Prendergast']",['Joachim Hedén'],"['Maxime Durand', 'Hayden Grech', 'Kim Spearman', 'Jack Parr', 'Julian Sands', 'Alexander Arnold', 'Erin Mullen', 'Arlo Carter', 'Elisa Cachia', 'Oliver Borg Cardona']",,"$1,600","$564,905","$3,214","July 7, 2024","['United Kingdom', 'Canada', 'Sweden', 'Belgium', 'Malta', 'Finland', 'United States']",['Malta'],"['Orogen Entertainment', 'Metro International Entertainment', 'Picaro Films']",,"['B-Horror', 'Horror', 'Thriller']",['English']
468. The Quiet Ones,2024,1h 50m,,6.0,1.8K,57.0,"In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.",https://www.imdb.com/title/tt32887283/?ref_=sr_i_468,"['Anders Frithiof August', 'Frederik Louis Hviid']",['Frederik Louis Hviid'],"['Gustav Dyekjær Giese', 'Reda Kateb', 'Amanda Collin', 'Christopher Wagelin', 'Jens Hultén', 'Granit Rushiti', 'Amin Ahmed', 'Camilla Lau', 'Dagmar Madicken Greve Halse', 'Ida Cæcilie Rasmussen']",,"$1,433","$452,012","$2,813","February 21, 2025","['Denmark', 'Sweden', 'France']","['Sengeløse, Denmark (Town)']","['Zentropa International Sweden', 'Canal+', 'Ciné+']","Awards, 1 win & 11 nominations total","['Danish', 'Heist', 'True Crime', 'Action', 'Crime']","['Danish', 'English', 'Swedish', 'Arabic']"
469. Invader,2024,1h 10m,,4.8,386,52.0,"A young woman arrives in the Chicago suburbs and begins to suspect that something terrible has happened to her missing cousin, but soon realizes that her greatest fears don't even begin to scratch the surface.",https://www.imdb.com/title/tt31381322/?ref_=sr_i_469,['Mickey Keating'],['Mickey Keating'],"['Sanjay Choudrey', 'Colin Huerta', 'Vero Maynez', 'Joe Swanberg', 'Ruby Vallejo']",,,"$2,353","$2,353","February 21, 2025",['United States'],,['Forager Films'],,['Horror'],"['English', 'Spanish']"
470. Yo no soy esa,2024,1h 35m,R,4.9,392,,"Susana fell into a coma in 1999. In 2024 she wakes up stuck in a grown woman's body but emotionally and psychologically still a teenager, trying to reconnect with a world where nothing is familiar to her.",https://www.imdb.com/title/tt27672967/?ref_=sr_i_470,"['Olga Iglesias', 'María Ripoll']",['María Ripoll'],"['Verónica Echegui', 'Silma López', 'Adam Jezierski', 'Anna Alarcón', 'Olivia Molina', 'Ángela Molina', 'Daniel Grao', 'Mara Reina', 'Rocky', 'Hug Casals']",,$482,"$145,990",$941,"October 31, 2024",['Spain'],,"['Amazon Prime Video', 'Cahuenga Filmmakers', 'El Estudio']",,"['Spanish', 'Comedy', 'Romance']",['Spanish']
471. Before Dawn,2024,1h 41m,R,5.5,1.4K,,The journey of fictional WA outback kid Jim Collins and his battalion on the Western Front.,https://www.imdb.com/title/tt10869956/?ref_=sr_i_471,"['Jordon Prince-Wright', 'Jarrad Russell']",['Jordon Prince-Wright'],"['Levi Miller', 'Jordan Dulieu', 'Jason Burch', 'Ed Oxenbould', 'Ben Mortley', 'Alannah Reberger', 'Kelly Belinda Hammond', 'Travis Jeffery', 'Christian Dethlefsen', 'Peter Sullivan']","A$9,000,000 (estimated)",$743,"$192,178",$743,"July 19, 2024",['Australia'],"['Western Australia, Australia']",['Prince-Wright Productions'],"Awards, 5 wins & 10 nominations total","['Drama', 'History', 'War']",['English']
472. Night Shift,2024,1h 47m,R,5.1,1.2K,,"A young nurse with a past of family violence starts working the night shift at a small hospital, where during the night a ghost nurse materializes.",https://www.imdb.com/title/tt13657394/?ref_=sr_i_472,['Rigoberto Castañeda'],['Rigoberto Castañeda'],"['Paulina Gaitan', 'Tony Dalton', 'Iazua Larios', 'Azul Guaita', 'Adriana Llabres', 'Patricia Reyes Spíndola', 'Fernanda Echevarría', 'Enoc Leaño', 'Karla Garrido', 'Patricia Maqueo']",,$437,"$2,054,779",$669,"December 4, 2024",['Mexico'],,['Sony Pictures'],"Awards, 2 nominations total","['Spanish', 'Psychological Horror', 'Slasher Horror', 'Supernatural Horror', 'Horror']",['Spanish']
473. The Body,2024,1h 56m,R,6.3,1.1K,,"A night watchman escapes from the morgue where he works and is run over. The inspector called to investigate discovers that the body of a recently deceased woman is missing. Questioning the widower, he begins to suspect him.",https://www.imdb.com/title/tt28784834/?ref_=sr_i_473,"['Vincenzo Alfieri', 'Giuseppe Stasi']",['Vincenzo Alfieri'],"['Claudia Gerini', 'Amanda Campana', 'Giuseppe Battiston', 'Andrea Di Luigi', 'Daniela Glasgow', 'Andrea Sartoretti', 'Martinus Tocchi', 'Anna Terio', 'Luigi Bignone', 'Francesca Vettori']",,$380,"$129,832",$633,"November 28, 2024",['Italy'],,"['Eagle Pictures', 'Sony Pictures International Productions']","Awards, 1 nomination total","['Italian', 'Thriller']",['Italian']
474. 50 km/h,2024,1h 50m,R,6.1,764,,"After the death of their father, two brothers separated because of a conflicted relationship between the two, meet at his funeral and it is the perfect opportunity for them to face the demons of the past.",https://www.imdb.com/title/tt27395353/?ref_=sr_i_474,['Fabio De Luigi'],['Fabio De Luigi'],"['Simone Baldasseroni', 'Stefano Accorsi', 'Fabio De Luigi', 'Giorgia Arena', 'Marina Massironi', 'Alessandro Haber', 'Elisa Di Eusanio', 'Tommaso Caporali', 'Emanuele Pesacane', 'Alice Palazzi']","€3,500,000 (estimated)",$311,"$2,449,095",$543,"January 4, 2024",['Italy'],"['Cervia, Ravenna, Emilia-Romagna, Italy']",['Colorado Film Production'],,"['Italian', 'Comedy']",['Italian']
475. Fureru,2024,1h 47m,,6.2,174,,"Three friends from an island move to Tokyo and share an apartment. When mysterious beings grant them telepathic powers, their friendship evolves as they discover the true nature of their newfound abilities.",https://www.imdb.com/title/tt30317151/?ref_=sr_i_475,['Mari Okada'],['Tatsuyuki Nagai'],"['Ryôta Bandô', 'Takuya Eguchi', 'Fumi Hirano', 'Manaka Iwami', 'Ai Kayano', 'Kentaro Maeda', 'Sarutoki Minagawa', 'Inori Minase', 'Ren Nagase', 'Mitsuru Ogata']",,,"$749,551",$409,"October 4, 2024",['Japan'],,"['Aniplex', 'CloverWorks', 'Story (II)']",,"['Japanese', 'Anime', 'Hand-Drawn Animation', 'Animation', 'Drama', 'Fantasy']",['Japanese']
476. Daniela Forever,2024,1h 53m,R,5.4,779,49.0,Follows a man as he joins a sleep trial that allows him to rebuild his life with his girlfriend who died in an accident through the use of lucid dreams.,https://www.imdb.com/title/tt26676914/?ref_=sr_i_476,['Nacho Vigalondo'],['Nacho Vigalondo'],"['Henry Golding', 'Beatrice Grannò', 'Aura Garrido', 'Rubén Ochandiano', 'Nathalie Poza', 'Cindy Claes', 'Godeliv Van den Brandt', 'Frank Feys', 'Pilar Bergés', 'Rocío Saiz']",,,"$58,002",$116,"July 11, 2025","['Spain', 'United States', 'Belgium', 'France', 'Finland']",,"['Filmin', 'IPR.VC', 'Mediacrest']","Awards, 3 nominations total","['Drama', 'Romance', 'Sci-Fi']",['English']
477. Road House,2024,2h 1m,R,6.2,188K,57.0,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",https://www.imdb.com/title/tt3359350/?ref_=sr_i_477,"['Anthony Bagarozzi', 'Chuck Mondry', 'R. Lance Hill']",['Doug Liman'],"['Jake Gyllenhaal', 'Daniela Melchior', 'Conor McGregor', 'Billy Magnussen', 'Jessica Williams', 'B.K. Cannon', 'Joaquim de Almeida', 'Post Malone', 'Lukas Gage', 'Dominique Columbus']","$85,000,000 (estimated)",,,,"March 21, 2024",['United States'],['Dominican Republic'],"['Metro-Goldwyn-Mayer (MGM)', 'Silver Pictures']","Awards, 1 win & 2 nominations total","['Action Epic', 'Action', 'Drama', 'Thriller']",['English']
478. The Last Stand of Ellen Cole,2024,1h 37m,,6.3,943,,Follow a nefarious land developer who gets more than he bargained for when he tries to intimidate an 80-year-old widow into abandoning her Montana ranch.,https://www.imdb.com/title/tt15682498/?ref_=sr_i_478,"['Jalmari Helander', 'Petri Jokiranta', 'Tim Walker']","['Derek Lee', 'Clif Prowse']","['Lin Shaye', 'Liz Caribel Sierra', 'Hart Bochner', 'Craig Tate', 'Ty Olsson', 'Karan Gill', 'Sean Owen Roberts', 'Tanner Bornowsky', 'Matthew Kevin Anderson', 'Agnes Tong']",,,,,"October 18, 2024","['United States', 'Finland', 'Canada']",,"['42', 'Automatik Entertainment', 'New Regency Productions']",,"['Contemporary Western', 'One-Person Army Action', 'Action', 'Western']","['English', 'Russian']"
479. The Idea of You,2024,1h 55m,R,6.3,87K,67.0,"Solène, a 40-year-old single mom, begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet.",https://www.imdb.com/title/tt9466114/?ref_=sr_i_479,"['Robinne Lee', 'Michael Showalter', 'Jennifer Westfeldt']",['Michael Showalter'],"['Anne Hathaway', 'Nicholas Galitzine', 'Ella Rubin', 'Annie Mumolo', 'Reid Scott', 'Perry Mattfeld', 'Jordan Aaron Hall', 'Mathilda Gianopoulos', 'Meg Millidge', 'Cheech Manohar']",,,"$36,178",,"May 2, 2024",['United States'],"['Atlanta, Georgia, USA']","['Amazon Studios', ""I'll Have Another"", 'Somewhere Pictures']","Awards, 2 wins & 11 nominations total","['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Music', 'Romance']",['English']
480. Milk & Serial,2024,1h 2m,Not Rated,6.6,5.6K,,A surprise birthday prank takes a turn for the worse when a popular social media duo must face the reality of the terrifying aftermath.,https://www.imdb.com/title/tt22075376/?ref_=sr_i_480,['Curry Barker'],['Curry Barker'],"['Curry Barker', 'Cooper Tomlinson', 'Adlih Alvarado', 'Jonnathon Cripple', 'Andy Dubitsky', 'Gloria Karel', 'Sterling L. Pope', 'Paul Santoli', 'John Simmonds', 'Tristan Welsh']",$800 (estimated),,,,"August 9, 2024",['United States'],,"[""That's A Bad Idea""]",,"['B-Horror', 'Found Footage Horror', 'Psychological Thriller', 'Horror', 'Thriller']",['English']
481. Your Fault,2024,1h 58m,,5.3,20K,,"Despite their parents' efforts to separate them, Noah and Nick's love seems unbreakable. However, work and college open their lives to new relationships.",https://www.imdb.com/title/tt28510079/?ref_=sr_i_481,"['Mercedes Ron', 'Domingo González', 'Sofía Cuenca']",['Domingo González'],"['Nicole Wallace', 'Gabriel Guevara', 'Marta Hazas', 'Iván Sánchez', 'Eva Ruiz', 'Víctor Varona', 'Gabriela Andrada', 'Álex Béjar', 'Goya Toledo', 'Javier Morgade']",,,,,"December 27, 2024",['Spain'],"['Madrid, Spain']","['Amazon MGM Studios', 'Pokeepsie Films']",,"['Spanish', 'Car Action', 'Steamy Romance', 'Teen Romance', 'Drama', 'Romance']",['Spanish']
482. It's What's Inside,2024,1h 43m,R,6.6,53K,56.0,"A group of friends gather for a pre-wedding party that descends into an existential nightmare when an estranged friend arrives with a mysterious game that awakens long-hidden secrets, desires and grudges.",https://www.imdb.com/title/tt14577874/?ref_=sr_i_482,['Greg Jardin'],['Greg Jardin'],"[""Brittany O'Grady"", 'James Morosini', 'Gavin Leatherwood', 'Nina Bloomgarden', 'Alycia Debnam-Carey', 'Reina Hardesty', 'Devon Terrell', 'David Thompson', 'Madison Davenport', 'Myhraliza Aala']",,,,,"October 4, 2024",['United States'],"['Portland, Oregon, USA']","['Such Content', 'Edith Productions', 'Boldly Go Productions']","Awards, 1 win & 4 nominations total","['Body Swap Comedy', 'Dark Comedy', 'Whodunnit', 'Comedy', 'Mystery', 'Sci-Fi', 'Thriller']",['English']
483. Juror #2,2024,1h 54m,PG-13,7.0,128K,72.0,"While serving as a juror in a high-profile murder trial, a family man finds himself struggling with a serious moral dilemma, one he could use to sway the jury verdict and potentially convict or free the wrong killer.",https://www.imdb.com/title/tt27403986/?ref_=sr_i_483,['Jonathan A. Abrams'],['Clint Eastwood'],"['Nicholas Hoult', 'Toni Collette', 'J.K. Simmons', 'Zoey Deutch', 'Megan Mieduch', 'Melanie Harrison', 'Adrienne C. Moore', 'Drew Scheid', 'Leslie Bibb', 'Hedy Nasser']","$30,000,000 (estimated)",,"$27,300,000",,"December 20, 2024",['United States'],"['Savannah, Georgia, USA']","['Warner Bros.', 'Dichotomy Films', 'Gotham Group']","Awards, 4 wins & 15 nominations total","['Legal Drama', 'Legal Thriller', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']",['English']
484. Caddo Lake,2024,1h 43m,PG-13,6.8,58K,55.0,"When an 8-year-old girl disappears on Caddo Lake, a series of past deaths and disappearances begin to link together, altering a broken family's history.",https://www.imdb.com/title/tt15552142/?ref_=sr_i_484,"['Celine Held', 'Logan George']","['Logan George', 'Celine Held']","[""Dylan O'Brien"", 'Eliza Scanlen', 'Caroline Falk', 'Lauren Ambrose', 'Sam Hennings', 'Diana Hopper', 'Eric Lange', 'Dave Maldonado', 'Zedrick Tinsley', 'Jules Hilillo Fernandez']",,,,,"October 10, 2024",['United States'],"['Shreveport, Louisiana, USA (location)']","['Blinding Edge Pictures', 'K Period Media']","Awards, 1 win & 1 nomination total","['Time Travel', 'Whodunnit', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",['English']
485. Wolfs,2024,1h 48m,R,6.5,106K,60.0,"Two rival fixers cross paths when they're both called in to help cover up a prominent New York official's misstep. Over one explosive night, they'll have to set aside their petty grievances and their egos to finish the job.",https://www.imdb.com/title/tt14257582/?ref_=sr_i_485,['Jon Watts'],['Jon Watts'],"['George Clooney', 'Brad Pitt', 'Amy Ryan', 'Austin Abrams', 'Donut McGunigle', 'Sergio Cota Jr.', 'Poorna Jagannathan', 'Alfred Chou', 'Robert Timothy Smith', 'Amanda Aday']",,,,,"September 27, 2024","['United Kingdom', 'United States']","['Woodside, Queens, New York City, New York, USA (Galaxy Tires)']","['Apple Original Films', 'Freshman Year', 'Plan B Entertainment']","Awards, 1 win & 4 nominations total","['Buddy Cop', 'Conspiracy Thriller', 'Gangster', 'Action', 'Comedy', 'Crime', 'Thriller']",['English']
486. Damsel,2024,1h 50m,PG-13,6.1,121K,46.0,"A dutiful damsel agrees to marry a handsome prince, only to find the royal family has recruited her as a sacrifice to repay an ancient debt.",https://www.imdb.com/title/tt13452446/?ref_=sr_i_486,['Dan Mazeau'],['Juan Carlos Fresnadillo'],"['Millie Bobby Brown', 'Ray Winstone', 'Angela Bassett', 'Brooke Carter', 'Nick Robinson', 'Robin Wright', 'Milo Twomey', 'Nicole Joseph', 'Patrice Naiambana', 'Ulli Ackermann']","$70,000,000 (estimated)",,,,"March 8, 2024",['United States'],"['Tomar, Portugal']","['Netflix', 'PCMA Management and Productions', 'Roth/Kirschenbaum Films']","Awards, 1 win & 2 nominations total","['Dark Fantasy', 'Fairy Tale', 'Survival', 'Sword & Sandal', 'Action', 'Adventure', 'Fantasy']",['English']
487. Carry-On,2024,1h 59m,PG-13,6.5,196K,69.0,A mysterious traveler blackmails a young TSA agent into letting a dangerous package slip through security and onto a Christmas Eve flight.,https://www.imdb.com/title/tt21382296/?ref_=sr_i_487,['T.J. Fixman'],['Jaume Collet-Serra'],"['Taron Egerton', 'Jason Bateman', 'Sofia Carson', 'Danielle Deadwyler', 'Theo Rossi', 'Tonatiuh', 'Logan Marshall-Green', 'Dean Norris', 'Sinqua Walls', 'Curtiss Cook']",,,,,"December 13, 2024",['United States'],"['New Orleans, Louisiana, USA (As Los Angeles)']","['Netflix', 'Dylan Clark Productions', 'DreamWorks Pictures']","Awards, 7 nominations total","['Conspiracy Thriller', 'Action', 'Crime', 'Holiday', 'Thriller']",['English']
488. Survive,2024,1h 30m,,4.6,5K,,A couple celebrates their son's birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,https://www.imdb.com/title/tt27032708/?ref_=sr_i_488,"['Alexandre Coquelle', 'Mathieu Oullion']",['Frédéric Jardin'],"['Émilie Dequenne', 'Andreas Pietschmann', 'Lisa Delamar', 'Lucas Ebel', 'Arben Bajraktaraj', 'Olivier Ho Hio Hen', 'Stéphanie Guerin', 'Rida Ait Oufqir', 'Youssef El Hiaboui', 'Simon Rérolle']",,,"$890,967",,"January 10, 2025","['France', 'Belgium', 'Morocco']",,"['M.E.S. Productions', 'Monkey Pack Films', 'Umedia']",,"['French', 'Sea Adventure', 'Survival', 'Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']","['French', 'English']"
489. Rebel Ridge,2024,2h 11m,TV-MA,6.8,104K,76.0,A former Marine grapples his way through a web of small-town corruption when an attempt to post bail for his cousin escalates into a violent standoff with the local police chief.,https://www.imdb.com/title/tt11301886/?ref_=sr_i_489,['Jeremy Saulnier'],['Jeremy Saulnier'],"['Aaron Pierre', 'Don Johnson', 'AnnaSophia Robb', 'David Denman', 'Emory Cohen', 'Oscar Gale', 'Reid Williams', 'Steve Zissis', 'Daniel H. Chung', 'Dana Lee']","$28,900,000 (estimated)",,,,"September 6, 2024",['United States'],"['Leesville, Louisiana, USA (location)']","['Bonneville Pictures', 'Film Science']","Won 1 Primetime Emmy, 10 wins & 23 nominations total","['One-Person Army Action', 'Psychological Thriller', 'Action', 'Crime', 'Drama', 'Thriller']",['English']
490. Tell Me What You Want,2024,1h 54m,,4.1,2.8K,,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. Eric fears his secret may end their affair.",https://www.imdb.com/title/tt31723358/?ref_=sr_i_490,"['Ivy Hesh', 'Vivien Dakota', 'Marina Martín Laguna']",['Lucía Alemany'],"['Gabriela Andrada', 'Mario Ermito', 'Celia Freijeiro', 'David Solans', 'Alba Ribas', 'Joel Bosqued', 'Alicia Bercán', 'Anna Karinvinge', 'Fernando Oyagüez', 'Paco Tous']",,,"$2,274,186",,"September 30, 2025","['Spain', 'United States']",,"['Versus Entertainment', '4 Cats Pictures', 'Guerreras Maxwell']",,"['Spanish', 'Erotic Thriller', 'Psychological Drama', 'Psychological Thriller', 'Drama', 'Romance', 'Thriller']",['Spanish']
491. Subservience,2024,1h 46m,R,5.4,37K,,"A family man buys a domestic android after his wife's hospitalization. The android develops obsessive attachment, manipulates the household, eliminates perceived rivals, and ultimately attempts to claim his wife's heart literally.",https://www.imdb.com/title/tt24871974/?ref_=sr_i_491,"['Will Honley', 'April Maguire']",['S.K. Dale'],"['Megan Fox', 'Michele Morrone', 'Madeline Zima', 'Matilda Firth', 'Jude Greenstein', 'Andrew Whipp', 'Atanas Srebrev', 'Manal El-Feitury', 'Antoni Davidov', 'JR Esposito']",,,"$296,871",,"September 13, 2024",['United States'],"['Sofia, Bulgaria']",['Millennium Media'],"Awards, 1 nomination total","['Artificial Intelligence', 'Psychological Thriller', 'Sci-Fi', 'Thriller']",['English']
492. Miller's Girl,2024,1h 33m,R,5.2,28K,41.0,A creative writing assignment yields complex results between a teacher and his talented student.,https://www.imdb.com/title/tt8310486/?ref_=sr_i_492,['Jade Halley Bartlett'],['Jade Halley Bartlett'],"['Martin Freeman', 'Jenna Ortega', 'Bashir Salahuddin', 'Gideon Adlon', 'Dagmara Dominczyk', 'Christine Adams', 'Augustine Hargrave', 'Elyssa Samsel', 'Ray Fawley', 'Trace Haynes']","$4,000,000 (estimated)",,"$1,882,666",,"January 26, 2024",['United States'],"['Cartersville, Georgia, USA (Dellinger Park, Address: 100 Pine Grove Rd, Cartersville, GA 30120-4070)']","['Lionsgate', 'Good Universe', 'Point Grey Pictures']",,"['Dark Comedy', 'Psychological Thriller', 'Comedy', 'Drama', 'Thriller']",['English']
493. Maharaja,2024,2h 21m,,8.3,84K,,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds.",https://www.imdb.com/title/tt26548265/?ref_=sr_i_493,"['T. Ajay Adithyan', 'Anil CR', 'Shahfaizal Chanbasha']","['R. Nandhakumar', 'Nithilan Saminathan', 'T. Suresh']","['Vijay Sethupathi', 'Anurag Kashyap', 'Mamta Mohandas', 'Natarajan Subramaniam', 'Abhirami', 'Divya Bharathi', 'Singampuli', 'Aruldoss', 'Munishkanth', 'Sachana Namidass']","₹200,000,000 (estimated)",,"$975,543",,"June 13, 2024",['India'],,"['Passion Studios', 'The Route']","Awards, 3 wins & 12 nominations total","['Tamil', 'One-Person Army Action', 'Action', 'Crime', 'Drama', 'Thriller']",['Tamil']
494. All of You,2024,1h 38m,R,6.3,10K,66.0,A stirring near-futuristic romance of two best friends who harbor an unspoken love for one another even after a test matches one of them up with their supposed soulmate.,https://www.imdb.com/title/tt30852384/?ref_=sr_i_494,"['Brett Goldstein', 'William Bridges']",['William Bridges'],"['Brett Goldstein', 'Imogen Poots', 'Jenna Coleman', 'Rebecca Osias', 'Kadiesha Belgrave', 'Zawe Ashton', 'Steven Cree', 'Alara-Star Khan', 'Jamie Langlands', 'Tariq Rasheed']",,,,,"September 26, 2025","['United States', 'United Kingdom']","['Worthing Pier, Worthing, West Sussex, UK (Pier scene in trailer)']","['Media Rights Capital (MRC)', 'Ryder Picture Company']","Awards, 1 nomination total",['Drama'],['English']
495. Don't Move,2024,1h 32m,R,5.8,46K,54.0,"A seasoned killer injects a grieving woman with a paralytic agent. She must run, fight and hide before her body shuts down.",https://www.imdb.com/title/tt24807110/?ref_=sr_i_495,"['T.J. Cimfel', 'David White']","['Brian Netto', 'Adam Schindler']","['Kelsey Asbille', 'Finn Wittrock', 'Moray Treadwell', 'Daniel Francis', 'Denis Kostadinov', 'Kate Nichols', 'Skye Little Wing Dimov Saw', 'Sarah Sarandos', 'Zainab Azizi', 'Dylan Beam']",,,,,"October 25, 2024",['United States'],"['Zlatnite Mostove, Sofia City Province, Bulgaria']","['Raimi Productions', 'ZQ Entertainment', 'Capstone Pictures']","Awards, 1 win & 2 nominations total","['Psychological Horror', 'Psychological Thriller', 'Survival', 'Horror', 'Thriller']",['English']
496. Upgraded,2024,1h 44m,R,6.1,34K,59.0,"Ana, an ambitious intern at an art auction house in New York City, misrepresents herself to a handsome wealthy man as the director. As their romance develops, her deception creates challenges that threaten her career and relationship.",https://www.imdb.com/title/tt21830902/?ref_=sr_i_496,"['Christine Lenig', 'Justin Matthews', 'Luke Spencer Roberts']",['Carlson Young'],"['Camila Mendes', 'Archie Renaux', 'Marisa Tomei', 'Lena Olin', 'Anthony Head', 'Thomas Kretschmann', 'Grégory Montel', 'Rachel Matthews', 'Fola Evans-Akingbola', 'Aimee Carrero']",,,,,"February 9, 2024",['United States'],"['Teesside International Airport, St George Way, Darlington, County Durham, England, UK (New York International Airport)']","['Amazon Studios', 'Gulfstream Pictures', 'Amazon Studios']","Awards, 1 nomination total","['Romantic Comedy', 'Comedy', 'Romance']",['English']
