Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt1517451/?ref_=sr_t_11,36000000,436433122,215333122,42908051,['Bradley Cooper'],"['Eric Roth', 'Bradley Cooper', 'Will Fetters']","['Lady Gaga', 'Bradley Cooper', 'Sam Elliott']","['Romantic Epic', 'Tragedy', 'Tragic Romance', 'Drama', 'Music', 'Romance']",['United States'],[],[],"['English', 'French']",0,290,0,2018
https://www.imdb.com/title/tt3778644/?ref_=sr_t_12,275000000,392924807,213767512,84420489,['Ron Howard'],"['Jonathan Kasdan', 'Lawrence Kasdan', 'George Lucas']","['Alden Ehrenreich', 'Woody Harrelson', 'Emilia Clarke']","['Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']",['United States'],[],[],['English'],0,27,1,2018
https://www.imdb.com/title/tt1270797/?ref_=sr_t_13,100000000,856085161,213515506,80255756,['Ruben Fleischer'],"['Jeff Pinkner', 'Scott Rosenberg', 'Kelly Marcel']","['Tom Hardy', 'Michelle Williams', 'Riz Ahmed']","['Kaiju', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'China']",[],[],"['English', 'Mandarin', 'Malay']",0,9,0,2018
https://www.imdb.com/title/tt5848272/?ref_=sr_t_14,175000000,529323962,201091711,56237634,"['Phil Johnston', 'Rich Moore']","['Phil Johnston', 'Pamela Ribon', 'Rich Moore']","['John C. Reilly', 'Sarah Silverman', 'Gal Gadot']","['Buddy Comedy', 'Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi', 'Sport']",['United States'],[],[],['English'],0,67,1,2018
https://www.imdb.com/title/tt4633694/?ref_=sr_t_15,90000000,393602435,190241310,35363376,"['Bob Persichetti', 'Peter Ramsey', 'Rodney Rothman']","['Phil Lord', 'Rodney Rothman']","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld']","['Computer Animation', 'Superhero', 'Supernatural Fantasy', 'Teen Adventure', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['Canada', 'United States']",[],[],"['English', 'Spanish']",0,61,0,2018
https://www.imdb.com/title/tt6644200/?ref_=sr_t_16,17000000,340955294,188024361,50203562,['John Krasinski'],"['Bryan Woods', 'Scott Beck', 'John Krasinski']","['Emily Blunt', 'John Krasinski', 'Millicent Simmonds']","['Alien Invasion', 'Monster Horror', 'Drama', 'Horror', 'Sci-Fi']",['United States'],[],[],"['American Sign Language', 'English']",0,129,1,2018
https://www.imdb.com/title/tt3104988/?ref_=sr_t_17,30000000,239343729,174837452,26510140,['Jon M. Chu'],"['Peter Chiarelli', 'Adele Lim', 'Kevin Kwan']","['Constance Wu', 'Henry Golding', 'Michelle Yeoh']","['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']","['United States', 'China']",[],[],"['English', 'Mandarin', 'Cantonese', 'Hokkien', 'French', 'Malay']",0,70,0,2018
https://www.imdb.com/title/tt5028340/?ref_=sr_t_18,130000000,362529106,171958438,23523121,['Rob Marshall'],"['P.L. Travers', 'David Magee', 'Rob Marshall']","['Emily Blunt', 'Lin-Manuel Miranda', 'Ben Whishaw']","['Supernatural Fantasy', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Musical']","['United States', 'United Kingdom', 'Denmark', 'Australia', 'Canada', 'India']",[],[],['English'],0,112,4,2018
https://www.imdb.com/title/tt5220122/?ref_=sr_t_19,80000000,541504608,167510016,44076225,['Genndy Tartakovsky'],"['Genndy Tartakovsky', 'Michael McCullers']","['Adam Sandler', 'Andy Samberg', 'Selena Gomez']","['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['United States', 'South Korea']",[],[],"['English', 'Spanish', 'German', 'Russian']",0,9,0,2018
https://www.imdb.com/title/tt4123430/?ref_=sr_t_20,200000000,655755901,159555901,62163104,['David Yates'],['J.K. Rowling'],"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler']","['Sword & Sorcery', 'Adventure', 'Family', 'Fantasy']","['United Kingdom', 'United States']",[],[],"['English', 'French']",0,23,2,2018
