Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
39. Morning Glory,1933,1h 14m,Passed,6.4,3.6K,,"When a naively innocent, aspiring actress arrives on the Broadway scene, she is taken under the wing of several theater veterans who mentor her to ultimate success.",https://www.imdb.com/title/tt0024353/?ref_=sr_i_39
40. The Vampire Bat,1933,1h 5m,Passed,5.8,3.4K,,"When corpses drained of blood begin to show up in a European village, vampirism is suspected to be responsible.",https://www.imdb.com/title/tt0024727/?ref_=sr_i_40
41. Lady Killer,1933,1h 16m,Passed,7.0,2.3K,,"A former gangster makes it big in Hollywood, but his old life catches up with him.",https://www.imdb.com/title/tt0024239/?ref_=sr_i_41
42. Private Detective 62,1933,1h 6m,Approved,6.7,1.3K,,A down-and-out private eye falls for a woman he has been hired to frame.,https://www.imdb.com/title/tt0024471/?ref_=sr_i_42
43. Zero de Conduite,1933,49m,Not Rated,7.2,10K,,"In a repressive boarding school with rigid rules of behavior, four boys decide to rebel against the direction on a celebration day.",https://www.imdb.com/title/tt0024803/?ref_=sr_i_43
44. The Mayor of Hell,1933,1h 30m,Approved,6.9,2.1K,,A political appointee with a checkered past tries to institute constructive changes as the deputy commissioner at a cruel reform school but gets pushback from a sadistic warden and a suspicious judge who doesn't trust his motives.,https://www.imdb.com/title/tt0024314/?ref_=sr_i_44
45. To the Last Man,1933,1h 14m,Approved,6.3,751,,"In Kentucky just after the Civil War, the Hayden-Colby feud leads to Jed Colby being sent to prison for 15 years for murder. The Haydens head for Nevada and when Colby gets out of prison he heads there also seeking revenge. The head of the Hayden family tries to avoid more killing but the inevitable showdown has to occur, complicated by Lynn Hayden and Ellen Colby's plans to marry.",https://www.imdb.com/title/tt0024674/?ref_=sr_i_45
46. The Working Man,1933,1h 18m,Passed,7.2,1.5K,,"The vacationing head of a successful shoe company is placed as his rival's trustee, unbeknownst to them.",https://www.imdb.com/title/tt0024785/?ref_=sr_i_46
47. Heroes for Sale,1933,1h 16m,Approved,7.3,2.7K,,A veteran fights drug addiction to make his way in the business world.,https://www.imdb.com/title/tt0024115/?ref_=sr_i_47
48. When Ladies Meet,1933,1h 25m,Passed,6.8,1.3K,,"Mary, a writer working on a novel about a love triangle, is attracted to her publisher. Her suitor Jimmy is determined to break them up; he introduces Mary to the publisher's wife without telling Mary who she is.",https://www.imdb.com/title/tt0024763/?ref_=sr_i_48
49. A Shriek in the Night,1933,1h 6m,Unrated,5.3,1.2K,,Pat Morgan and Ted Kord are rival newspaper reporters always trying to outscoop each other. They join together to solve a series of murders being committed in an apartment building.,https://www.imdb.com/title/tt0024554/?ref_=sr_i_49
50. Christopher Strong,1933,1h 18m,Approved,6.3,1.9K,,A famous female flier and a member of Parliament drift into a potentially disastrous affair.,https://www.imdb.com/title/tt0023891/?ref_=sr_i_50
51. Roman Scandals,1933,1h 32m,Approved,6.6,928,,"A kind-hearted young man is thrown out of his corrupt hometown of West Rome, Oklahoma. He falls asleep and dreams that he is back in the days of old Rome, where he gets mixed up with court intrigue and a murder plot against the Emperor.",https://www.imdb.com/title/tt0024507/?ref_=sr_i_51
52. The Keyhole,1933,1h 9m,Passed,6.4,870,,"A woman (Kay Francis) with two husbands (Monroe Owsley, Henry Kolker) tries to divorce one of them by heading down to Havana where things get more complicated.",https://www.imdb.com/title/tt0024211/?ref_=sr_i_52
53. Counsellor at Law,1933,1h 22m,Approved,7.5,1.7K,,A successful attorney has his Jewish heritage and poverty-stricken background brought home to him when he learns that his wife has been unfaithful.,https://www.imdb.com/title/tt0023911/?ref_=sr_i_53
54. Picture Snatcher,1933,1h 17m,Not Rated,7.0,2.1K,,"Danny Kean, a former inmate, pursues photography and romance with Patricia, whose father initially disapproves. A ethical dilemma strains their bond until Kean confronts his criminal past.",https://www.imdb.com/title/tt0024450/?ref_=sr_i_54
55. Dragnet Girl,1933,1h 40m,,6.9,1.3K,78,A gangster tries to find redemption with the inadvertent help of an innocent shop girl and his jealous girlfriend will do anything to keep him.,https://www.imdb.com/title/tt0024120/?ref_=sr_i_55
56. A Study in Scarlet,1933,1h 12m,Passed,5.6,1.4K,,Holmes and Watson investigate a secret society with members who keep dying.,https://www.imdb.com/title/tt0024625/?ref_=sr_i_56
57. Female,1933,1h,Passed,6.7,2.1K,,"Alison Drake, the tough-minded executive of an automobile factory, succeeds in the man's world of business until she meets an independent design engineer.",https://www.imdb.com/title/tt0024008/?ref_=sr_i_57
58. Murders in the Zoo,1933,1h 2m,Approved,6.4,2.1K,,A monomaniacal zoologist is pathologically jealous of his beautiful but unfaithful wife Evelyn and will not stop short of murder to keep her.,https://www.imdb.com/title/tt0024360/?ref_=sr_i_58
59. The Sin of Nora Moran,1933,1h 5m,Passed,6.7,1.1K,,"A young woman with a difficult past is sentenced for a murder she didn't commit, but revealing the truth could hurt people she loves.",https://www.imdb.com/title/tt0024561/?ref_=sr_i_59
"60. Elmer, the Great",1933,1h 12m,Approved,6.0,693,,"Country bumpkin Elmer Kane joins the Chicago Cubs as the greatest hitter in baseball. His skill with a bat takes the team to the World Series, but on the way to the championship he has to deal with gamblers and crooked pitchers.",https://www.imdb.com/title/tt0023982/?ref_=sr_i_60
61. International House,1933,1h 8m,Passed,6.9,1.7K,,Assorted wacky characters converge on a Chinese hotel to bid on a new invention: television.,https://www.imdb.com/title/tt0024183/?ref_=sr_i_61
62. State Fair,1933,1h 39m,Approved,6.6,1.3K,,"An Iowa family finds adventure, love, and heartbreak when they spend a week at the state fair.",https://www.imdb.com/title/tt0024610/?ref_=sr_i_62
63. Only Yesterday,1933,1h 45m,Passed,7.2,494,,"A one-night fling during World War I results in a young girl getting pregnant. Years later, she meets him again. Now a successful businessman, he doesn't even remember her, but tries to seduce her.",https://www.imdb.com/title/tt0024418/?ref_=sr_i_63
64. Meet the Baron,1933,1h 8m,Passed,5.6,353,,"The famous Baron Munchausen dumps two dimwits in the African jungle. A rescue team mistakes one of them for the missing Baron, and returns them to the US, where they're greeted as heroes. While giving a speech at a college, the ""Baron"" falls for a pretty girl, gets tangled up with a trio of nutty janitors and faces being exposed as a phony.",https://www.imdb.com/title/tt0024320/?ref_=sr_i_64
65. Passing Fancy,1933,1h 40m,,7.2,1.6K,,Two Tokyo co-workers come across a destitute young lady in search of a place to live.,https://www.imdb.com/title/tt0023937/?ref_=sr_i_65
66. Man's Castle,1933,1h 18m,Approved,7.1,2.2K,,"Charming vagabond Bill takes young, unemployed Trina into his depression camp cabin. Later, just as he convinces showgirl Fay La Rue to support him, Trina discovers she's pregnant.",https://www.imdb.com/title/tt0024302/?ref_=sr_i_66
67. Der Sieg des Glaubens,1933,1h 1m,,6.2,2K,,"Der Sieg des Glaubens (English: The Victory of Faith, Victory of Faith, or Victory of the Faith) (1933) is the first propaganda film directed by Leni Riefenstahl. Her film recounts the Fifth Party Rally of the Nazi Party, which occurred in Nuremberg from 30 August to 3 September 1933. The film is of great historic interest because it shows Adolf Hitler and Ernst Röhm on close and intimate terms, before Röhm was shot on the orders of Hitler on the Night of the Long Knives in July 1934. All known copies of the film were destroyed on Hitler's orders, and it was considered lost until a copy turned up in the 1990s in the United Kingdom",https://www.imdb.com/title/tt0156078/?ref_=sr_i_67
68. The Eagle and the Hawk,1933,1h 13m,TV-PG,7.0,1.6K,,The pilots of a Royal Air Force squadron in World War I face not only physical but mental dangers in their struggle to survive while fighting the enemy.,https://www.imdb.com/title/tt0023973/?ref_=sr_i_68
69. Topaze,1933,1h 18m,Approved,6.7,1.2K,,"An honest and naive schoolteacher gets a lesson in how the world works outside the classroom, when a rich Baron and his mistress use the teacher's name and outstanding reputation in a crooked business scheme.",https://www.imdb.com/title/tt0024684/?ref_=sr_i_69
70. Berkeley Square,1933,1h 28m,Passed,6.5,1.1K,,"A young American man comes to believe that he can will himself back to London in the time of the American Revolution and meet his ancestors, who lived in the house he has just inherited.",https://www.imdb.com/title/tt0023794/?ref_=sr_i_70
71. Elysia (Valley of the Nude),1933,46m,TV-MA,5.5,229,,A reporter is assigned to write an article on a nudist camp.,https://www.imdb.com/title/tt0162304/?ref_=sr_i_71
72. Night of Terror,1933,1h 5m,Approved,5.5,1K,,"The heirs to a family fortune are required to attend a seance at the spooky old family mansion. However, throughout the night members of the family are being killed off one by one.",https://www.imdb.com/title/tt0024382/?ref_=sr_i_72
73. Night Flight,1933,1h 24m,Passed,6.1,1.1K,,"Polio breaks out in Rio de Janeiro, the serum is in Santiago and there's only one way to get the medicine where it's desperately needed: flown in by daring pilots who risk the treacherous weather and forbidding peaks of the Andes.",https://www.imdb.com/title/tt0024381/?ref_=sr_i_73
74. The Devil's Brother,1933,1h 30m,Passed,7.0,2.2K,,Two wannabe bandits join the service of a dashing nobleman who secretly masquerades as notorious outlaw Fra Diavolo.,https://www.imdb.com/title/tt0023943/?ref_=sr_i_74
75. The Kiss Before the Mirror,1933,1h 9m,Approved,6.5,831,,"When a famous doctor kills his adulterous wife, he is defended by his best friend, an attorney who suspects that his own wife is having an affair.",https://www.imdb.com/title/tt0024222/?ref_=sr_i_75
76. The Three Musketeers,1933,3h 30m,Passed,5.2,541,,"Tom Wayne rescues Clancy, Renard and Schmidt in the Arabian desert and they join him in going after El Shaitan, a bad guy who is never seen as he tries to wipe out the Foreign Legion.",https://www.imdb.com/title/tt0024663/?ref_=sr_i_76
77. The Emperor Jones,1933,1h 12m,Approved,6.4,1.4K,,Adaptation of Eugene O'Neill's play about a fragile Black man who becomes the ruler of a West Indian island.,https://www.imdb.com/title/tt0023985/?ref_=sr_i_77
78. Ex-Lady,1933,1h 7m,Unrated,6.4,1.8K,,"Although free spirit Helen Bauer does not believe in marriage, she consents to marry Don, but his infidelities cause her to also take on a lover.",https://www.imdb.com/title/tt0023993/?ref_=sr_i_78
79. Today We Live,1933,1h 53m,Approved,5.9,1.6K,,"During WWI, two officers, one a pilot and the other in the navy, compete for the same beautiful young woman.",https://www.imdb.com/title/tt0024675/?ref_=sr_i_79
80. Turn Back the Clock,1933,1h 19m,Not Rated,6.7,628,,"Joe and Mary barely get by with their tobacco store. After an old friend returns now married to wealthy Elvina, Joe wishes he married her instead when he had the chance. Will he be happy when his wish comes true?",https://www.imdb.com/title/tt0024704/?ref_=sr_i_80
81. The Bowery,1933,1h 32m,Passed,6.8,713,,"In New York's Bowery during the Gay Nineties, a saloon owner and a rebel share a rivalry.",https://www.imdb.com/title/tt0023838/?ref_=sr_i_81
82. Playing at Love,1933,1h 28m,Not Rated,7.5,1.7K,,"Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of an opera violinist. Baron Eggerdorff however soon hears of his past misfortune...",https://www.imdb.com/title/tt0024252/?ref_=sr_i_82
83. Midnight Mary,1933,1h 14m,Passed,7.0,1.9K,,An abused orphan sinks into a life of crime.,https://www.imdb.com/title/tt0024334/?ref_=sr_i_83
84. The Power and the Glory,1933,1h 16m,Approved,6.6,794,,The tragic life story of a power-hungry industrialist is recounted in the aftermath of his death.,https://www.imdb.com/title/tt0024465/?ref_=sr_i_84
85. Supernatural,1933,1h 5m,Approved,6.2,1.2K,,"A serial black widow murderess returns to life in the body of a young woman to exact revenge on a former lover, a phony spiritualist who betrayed her.",https://www.imdb.com/title/tt0024631/?ref_=sr_i_85
86. Wild Boys of the Road,1933,1h 8m,Approved,7.5,2.7K,,"In the depths of the Depression, two teenage boys strike out on their own in order to help their struggling parents and find life on the road tougher than expected.",https://www.imdb.com/title/tt0024772/?ref_=sr_i_86
87. Perfect Understanding,1933,1h 20m,Not Rated,5.6,809,,A young couple decide to marry under the condition that they agree never to disagree. That agreement is soon put to the test when the husband finds himself attracted to a beautiful young woman.,https://www.imdb.com/title/tt0024436/?ref_=sr_i_87
88. A Man's Head,1933,1h 30m,,7.1,779,,"Willy is broke and his mistress always wants more money. A stranger in a pub agrees to murder his aunt, but everything will not go as planned. Maigret will try to separate fact and fiction.",https://www.imdb.com/title/tt0024710/?ref_=sr_i_88
89. Secret of the Blue Room,1933,1h 6m,Approved,6.4,1.4K,,"Twenty years after 3 murders occur in a castle's ""blue room"", three men who each want to marry a beautiful girl decide to spend a night in the room to prove their bravery to her.",https://www.imdb.com/title/tt0024538/?ref_=sr_i_89
90. Voltaire,1933,1h 12m,Approved,6.4,296,,"Voltaire criticizes King Louis XV's treatment of citizens despite his loyalty. Protected by Madame de Pompadour, he shelters Calas's daughter after her father's unjust execution. Count de Sarnac plots against the outspoken philosopher.",https://www.imdb.com/title/tt0024742/?ref_=sr_i_90
91. Gabriel Over the White House,1933,1h 26m,Passed,6.4,1.6K,,A political hack becomes President during the height of the Depression and undergoes a metamorphosis into an incorruptible statesman after a near-fatal accident.,https://www.imdb.com/title/tt0024044/?ref_=sr_i_91
92. Pilgrimage,1933,1h 36m,Approved,7.2,928,,A possessive mother pushes her son into World War I service rather than see him get married.,https://www.imdb.com/title/tt0024453/?ref_=sr_i_92
93. Tarzan the Fearless,1933,1h 26m,Passed,4.8,909,,"Mary Brooks' father, who has been studying ancient tribes, falls into the hands of the people of Zar, god of the Emerald Fingers. Tarzan helps Mary locate her father, rescues everyone from the High Priest of Zar and takes Mary to his cave.",https://www.imdb.com/title/tt0024645/?ref_=sr_i_93
94. Going Hollywood,1933,1h 18m,Passed,6.1,2K,,A love-struck teacher pursues a radio singer to Hollywood.,https://www.imdb.com/title/tt0024067/?ref_=sr_i_94
95. Torch Singer,1933,1h 11m,Passed,6.7,922,,"When she can't support her illegitimate child, an abandoned young woman puts her up for adoption and pursues a career as a torch singer.",https://www.imdb.com/title/tt0024685/?ref_=sr_i_95
96. I Cover the Waterfront,1933,1h 12m,Approved,6.1,866,,An investigative reporter romances a suspected smuggler's daughter.,https://www.imdb.com/title/tt0024151/?ref_=sr_i_96
97. Bureau of Missing Persons,1933,1h 13m,Passed,6.5,1.5K,,"A sweet blonde goes to the police looking for her missing husband. When it turns out her husband is both a murder victim and a bachelor - and that the blonde is suspect #1, tough cop Butch Saunders comes up with a scheme to crack the case.",https://www.imdb.com/title/tt0023856/?ref_=sr_i_97
98. The Prizefighter and the Lady,1933,1h 42m,Approved,6.3,1.2K,,An ex-sailor turned boxer finds romance and gets a shot at the heavyweight title.,https://www.imdb.com/title/tt0024475/?ref_=sr_i_98
99. Parachute Jumper,1933,1h 12m,Passed,6.4,1.4K,,"To share expenses, unemployed Alabama moves in with also unemployed Bill and Toodles. Bill is hired by a gangster's mistress and ultimately becomes the gangster's bodyguard. Alabama unknowingly applies for a stenographer's job at Mr. Weber's (the gangster's) business. Bill is forced to fly a plane carrying narcotics into the U.S. but fights back.",https://www.imdb.com/title/tt0024426/?ref_=sr_i_99
100. Victor and Victoria,1933,1h 24m,,6.9,662,,"Aspiring singer Susanne takes over for ham actor Viktor at a small cabaret in Berlin where he works a woman impersonator and per chance she's discovered by an agent, who thinks that she really is a man. She becomes famous, but her situation becomes troublesome when she falls in love with Robert.",https://www.imdb.com/title/tt0024736/?ref_=sr_i_100
101. Rafter Romance,1933,1h 13m,Approved,6.7,994,,"A man and a woman share an apartment on a shift basis, never seeing each other; she dislikes him until they actually meet.",https://www.imdb.com/title/tt0024484/?ref_=sr_i_101
102. Spy 77,1933,1h 29m,Approved,5.9,83,,"Against a background of secret service intrigue during the World War, the romance of an Italian woman spy and an Austrian officer rather unfortunately ends in tragedy, as the Austrian officer does his duty for his country.",https://www.imdb.com/title/tt0028299/?ref_=sr_i_102
103. The King's Vacation,1933,1h 1m,Approved,6.9,288,,"A king finds himself with no purpose in his reign, abdicates his throne to return to the wife and child he left many years ago when he was called to duty to be the king of his country.",https://www.imdb.com/title/tt0024221/?ref_=sr_i_103
104. Our Flags Lead Us Forward,1933,1h 27m,,5.5,1.9K,,"In the depths of the Great Depression and in the waning days of the crumbling Weimar Republic, a poor Berlin youth is torn between loyalty to his unemployed Communist father and his ever-growing fascination of the Hitler Youth movement.",https://www.imdb.com/title/tt0024127/?ref_=sr_i_104
105. Infernal Machine,1933,1h 5m,,6.8,19,,"A bomb is hidden on an ocean liner, but nobody on board is aware of its presence.",https://www.imdb.com/title/tt0024180/?ref_=sr_i_105
106. Blondie Johnson,1933,1h 7m,Passed,6.7,933,,The story of a Depression-downtrodden waif who uses her brains instead of her body to rise from tyro con artist to crime boss.,https://www.imdb.com/title/tt0023817/?ref_=sr_i_106
107. Eskimo,1933,1h 57m,Passed,6.9,669,,The happy life of an Eskimo is disastrously changed when he mingles with an unscrupulous white trader.,https://www.imdb.com/title/tt0023990/?ref_=sr_i_107
108. Don Quixote,1933,1h 13m,Not Rated,6.5,430,,"In Spain, in the sixteenth century, an elderly gentleman named Don Quixote has gone mad from reading too many books on chivalry. Proclaiming himself a knight, he sets out with his squire, Sancho Panza, to reform the world and revive the age of chivalry, choosing a slut to be his noble lady Dulcinea. He mistakes inns for castles, a play about chivalry for the real thing, flocks of sheep for armies, convicts for wronged prisoners, and windmills for giants. While he and Sancho are off on their adventures, his niece, her fiancee, and the local priest think up a strategy to get him back home.",https://www.imdb.com/title/tt0023956/?ref_=sr_i_108
109. The Little Giant,1933,1h 16m,Approved,7.0,1.5K,,"When Prohibition ends, a beer baron sees the writing on the wall, quits the rackets, and tries to break into California society.",https://www.imdb.com/title/tt0024262/?ref_=sr_i_109
110. White Woman,1933,1h 8m,Approved,6.1,484,,"Singer Judith marries Prin, owner of a rubber plantation. Arriving at his estate in Malaysia, she finds out that he is cruel, vicious and insanely jealous. It doesn't help that she is courted by David, the plantation's overseer.",https://www.imdb.com/title/tt0024771/?ref_=sr_i_110
111. Woman of Tokyo,1933,47m,,7.0,1.2K,,"Ryoichi and Chikako are brother and sister. They live together. Chikako works during the day in an office and at night she prostitutes herself to fund her brother's studies at the university. Ryoichi doesn't know about his sister's secret life, but he is dating Harue whose brother is a policeman.",https://www.imdb.com/title/tt0024676/?ref_=sr_i_111
