Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. The 39 Steps,1935,1h 26m,Approved,7.6,67K,93,"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information.",https://www.imdb.com/title/tt0026029/?ref_=sr_i_1
2. Bride of Frankenstein,1935,1h 15m,Approved,7.8,59K,95,"Mary Shelley reveals the main characters of her novel survived: Baron Henry Frankenstein, goaded by an even madder scientist, builds his monster a mate.",https://www.imdb.com/title/tt0026138/?ref_=sr_i_2
3. Mutiny on the Bounty,1935,2h 12m,Approved,7.6,27K,87,"First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1789 mutiny.",https://www.imdb.com/title/tt0026752/?ref_=sr_i_3
4. Top Hat,1935,1h 41m,Approved,7.7,22K,93,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",https://www.imdb.com/title/tt0027125/?ref_=sr_i_4
5. Captain Blood,1935,1h 59m,Approved,7.7,17K,89,"After treating a Monmouth rebel against King James II in 1680s England, a young Irish doctor is exiled as a slave to Jamaica where he captures a Spanish galleon and becomes the most feared pirate of the Caribbean.",https://www.imdb.com/title/tt0026174/?ref_=sr_i_5
6. A Night at the Opera,1935,1h 36m,Approved,7.8,37K,,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,https://www.imdb.com/title/tt0026778/?ref_=sr_i_6
7. The Informer,1935,1h 31m,Approved,7.3,7.9K,65,"In 1922, an Irish rebel informs on his friend, then feels doom closing in.",https://www.imdb.com/title/tt0026529/?ref_=sr_i_7
8. A Tale of Two Cities,1935,2h 8m,Approved,7.8,7K,87,"A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amidst the turmoil of the French Revolution.",https://www.imdb.com/title/tt0027075/?ref_=sr_i_8
9. David Copperfield,1935,2h 10m,Approved,7.3,5.2K,91,A gentle orphan discovers life and love in an indifferent adult world.,https://www.imdb.com/title/tt0026266/?ref_=sr_i_9
10. Sylvia Scarlett,1935,1h 35m,Approved,6.2,4.9K,,"When her father decides to flee to England, young Sylvia Scarlett must become Sylvester Scarlett and protect her father every step of the way, with the questionable help of plenty others.",https://www.imdb.com/title/tt0027067/?ref_=sr_i_10
11. Paradise Canyon,1935,54m,Approved,5.1,1.1K,,A government agent goes undercover in a traveling medicine show to infiltrate a gang of counterfeiters. In Vibrant Color.,https://www.imdb.com/title/tt0026846/?ref_=sr_i_11
12. Lawless Range,1935,54m,Approved,5.0,602,,"John Middleton is investigating cattle rustling when he is captured and tossed into a cave with Emmett, a rancher who disappeared earlier. They help each other escape and learn that a local banker is trying to scare everyone away to grab up some secret gold mines.",https://www.imdb.com/title/tt0026614/?ref_=sr_i_12
13. Triumph of the Will,1935,1h 50m,Approved,7.1,19K,,"The infamous propaganda film of the 1934 Nazi Party rally in Nuremberg, Germany.",https://www.imdb.com/title/tt0025913/?ref_=sr_i_13
14. Anna Karenina,1935,1h 35m,Approved,7.0,6.2K,,"The married Anna Karenina falls in love with Count Vronsky despite her husband's refusal to grant a divorce, and both must contend with the social repercussions.",https://www.imdb.com/title/tt0026071/?ref_=sr_i_14
15. The Whole Town's Talking,1935,1h 33m,Approved,7.3,3.9K,,"A meek, mild-mannered clerk is mistaken for public enemy Number 1 who's his exact double and the notorious killer takes advantage of the situation.",https://www.imdb.com/title/tt0027214/?ref_=sr_i_15
16. The Raven,1935,1h 1m,Approved,6.8,7.3K,44,A brilliant surgeon with a morbid obsession for instruments of torture grows dangerously obsessed with a young socialite whose life he's saved.,https://www.imdb.com/title/tt0026912/?ref_=sr_i_16
17. Barbary Coast,1935,1h 31m,Approved,6.7,2.4K,,"Mary Rutledge arrives from the East, finds her fiance dead, and goes to work at the roulette wheel of Louis Charnalis' Bella Donna, a rowdy gambling house in 1850s San Francisco.",https://www.imdb.com/title/tt0026097/?ref_=sr_i_17
18. Alice Adams,1935,1h 39m,Approved,6.8,4.9K,,A working-class girl is thwarted and embarrassed in her attempts to move up socially by her gauche family and unstable father.,https://www.imdb.com/title/tt0026056/?ref_=sr_i_18
19. The Dawn Rider,1935,54m,Approved,5.1,1.4K,,"Just as John travels to visit his father, he witnesses his death and suffers a gun wound - a beautiful woman is kind enough to help him bring the killers to justice, but jealousy from another man may cause problems.",https://www.imdb.com/title/tt0026267/?ref_=sr_i_19
20. Texas Terror,1935,51m,Approved,5.1,1.2K,,Sheriff John Higgins quits and goes into prospecting after he thinks he has killed his best friend Dan in shooting it out with robbers. He encounters Dan's daughter who takes over her father's ranch. Then she finds out about his past.,https://www.imdb.com/title/tt0027087/?ref_=sr_i_20
21. The Desert Trail,1935,54m,Approved,5.2,1.1K,,Rodeo star John Scott and his gambler friend Kansas Charlie are wrongly accused of armed robbery. They leave town as fast as they can to go looking for their own suspects in Poker City.,https://www.imdb.com/title/tt0026273/?ref_=sr_i_21
22. In Person,1935,1h 27m,Approved,6.3,668,,"Carol Corliss, a beautiful movie star so insecure about her celebrity that she goes around in disguise, meets a rugged outdoorsman who is unaffected by her star status.",https://www.imdb.com/title/tt0026525/?ref_=sr_i_22
23. The New Frontier,1935,1h,Approved,5.4,389,,"In 1889, pioneers race ahead of the law to claim free land in Oklahoma, forming wide-open towns. In one such, citizens elect Milt Dawson to challenge the self-appointed rule of gambler Ace Holmes, only to have him shot in the back. But leading the next batch of settlers is Milt's quick-on-the-draw son John, who gets help from friendly outlaws.",https://www.imdb.com/title/tt0026774/?ref_=sr_i_23
24. Rainbow Valley,1935,52m,Approved,5.3,817,,John Martin is a government agent working under cover. Leading citizen Morgan calls in gunman Galt who blows Martin's cover.,https://www.imdb.com/title/tt0026908/?ref_=sr_i_24
25. The Case of the Lucky Legs,1935,1h 17m,Approved,6.5,1K,,"A con man who stages phony ""lucky legs"" beauty contests and leaves town with the money is found with a surgical knife in his heart by Mason.",https://www.imdb.com/title/tt0026185/?ref_=sr_i_25
26. Mad Love,1935,1h 8m,Approved,7.2,6.5K,,"In Paris, a demented surgeon's obsession with a British actress leads him to secretly replace her concert-pianist husband's mangled hands with those of a guillotined murderer with a gift for knife-throwing.",https://www.imdb.com/title/tt0026663/?ref_=sr_i_26
27. Alibi Ike,1935,1h 12m,Approved,6.1,797,,"Idiosyncratic new recruit Francis ""Ike"" Farrell tries to help the Cubs to the pennant with his pitching and hitting.",https://www.imdb.com/title/tt0026055/?ref_=sr_i_27
28. A Midsummer Night's Dream,1935,2h 13m,Approved,6.8,4.2K,,Two couples and a troupe of actors have an encounter with some mischievous fairies in the forest.,https://www.imdb.com/title/tt0026714/?ref_=sr_i_28
29. Becky Sharp,1935,1h 24m,Approved,5.8,1.5K,,"Against the backdrop of Napoleon's Waterloo campaign, an ambitious woman from a family of entertainers begins a destructive climb up the social ladder.",https://www.imdb.com/title/tt0026104/?ref_=sr_i_29
30. Werewolf of London,1935,1h 15m,Approved,6.3,7.4K,,"After botanist Wilfred Glendon travels to Tibet in search of a rare flower, the Mariphasa, he returns to a London haunted by murders that can only be the work of bloodthirsty werewolves.",https://www.imdb.com/title/tt0027194/?ref_=sr_i_30
31. Call of the Wild,1935,1h 35m,Approved,6.8,2.9K,,"During the Klondike Gold Rush, a traveler purchases a dog to lead the way toward the treasure, but reconsiders his journey when he finds a stranded widow.",https://www.imdb.com/title/tt0026164/?ref_=sr_i_31
