Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
226. Il grande colpo dei 7 uomini d'oro,1966,1h 37m,,5.7,224,,"The Professor (Leroy) and his men are captured by U.S. agents during an attempted train robbery. To avoid jail, they must kidnap a Latin dictator. The film is filled with cool sci-fi gadgets, including flying jetpacks. Austin Powers would love this fast moving, groovy sci-fi intrigue thriller. Podesta is a wow! From nice color 16mm print.",https://www.imdb.com/title/tt0061726/?ref_=sr_i_226
227. The Fighting Prince of Donegal,1966,1h 50m,Not Rated,6.0,437,,"After inheriting his father's title, the young noble, Hugh O'Connell, is taken hostage by the English viceroy but escapes to lead an uprising.",https://www.imdb.com/title/tt0060408/?ref_=sr_i_227
228. Mondo Keyhole,1966,1h 10m,Not Rated,5.9,187,,"Howard Thorne is a rapist in Los Angeles: he meets women at work and at parties or he sees them walking down the street, and he follows them, terrifies them, and assaults them. He also dreams about these assaults, and he's unclear how much of what he's done is real and how much is fantasy. He ignores his heroin-using wife, Vicki, who tries everything she can think of to get his sexual attention. Howard and Vicki go separately to a costume party where she learns the full truth about his nature and where he is stalked by one of his recent victims. Individualized versions of Hell await Howard and Vicki.",https://www.imdb.com/title/tt0230538/?ref_=sr_i_228
229. The Hawks and the Sparrows,1966,1h 31m,Not Rated,7.2,5.8K,,Totò and his son Ninetto are drifting on a road in Italy when they meet a speaking crow.,https://www.imdb.com/title/tt0061132/?ref_=sr_i_229
230. Dr. Goldfoot and the Girl Bombs,1966,1h 22m,,4.0,1.5K,,Disgraced SIC agent Bill Dexter teams up with bumbling doormen Franco and Ciccio to stop Dr. Goldfoot from using his bikini-clad robot girls to blow up high-ranking NATO generals.,https://www.imdb.com/title/tt0061014/?ref_=sr_i_230
231. Girl on a Chain Gang,1966,1h 36m,,4.7,86,,"Three young people are framed, arrested, and thrown into prison by corrupt Southern police.",https://www.imdb.com/title/tt0059226/?ref_=sr_i_231
232. The Psychopath,1966,1h 22m,Approved,6.0,1.2K,,Four men who were involved in the investigation of a German millionaire at the end of World War II are found murdered with tiny dolls left next to their corpses.,https://www.imdb.com/title/tt0060866/?ref_=sr_i_232
"233. Arrivederci, Baby!",1966,1h 40m,Unrated,5.5,685,,"Nick tries to kill his wife to get her money, but when learning of this, she plans the same for him!",https://www.imdb.com/title/tt0060128/?ref_=sr_i_233
234. Missione speciale Lady Chaplin,1966,1h 39m,,5.8,277,,"Lady Chaplin is a beautiful woman, she is a fashion stylist and she owns an atelier in Paris. Zoltan is a rich American specialized in submarine researches. Dick Malloy is an American secret agent. What have the three in common? Perhaps a sunk American atomic submarine with sixteen missiles still on board? And why every other scene one, two, ten or more men are trying to kill Malloy in every conceivable way?",https://www.imdb.com/title/tt0060704/?ref_=sr_i_234
235. The Navy vs. the Night Monsters,1966,1h 27m,Not Rated,3.7,836,,Beware of the Night Crawlers ... their clutches will disintegrate you!,https://www.imdb.com/title/tt0060741/?ref_=sr_i_235
236. The Tall Women,1966,1h 41m,,4.6,206,,Seven women are the only survivors of an Apache attack on a wagon train. They must cross the desert on foot to escape the Indians who are hunting them.,https://www.imdb.com/title/tt0060430/?ref_=sr_i_236
237. The Defector,1966,1h 46m,Not Rated,5.7,823,,An American scientist is sent by the CIA to East Germany to retrieve a secret microfilm from a Soviet scientist interested in defecting to the West but the Stasi secret police's surveillance complicates matters.,https://www.imdb.com/title/tt0060295/?ref_=sr_i_237
238. La soldadera,1966,1h 28m,,6.9,91,,"During the Mexican Revolution, Lázara accompanies her conscripted husband to war. After becoming a widow, she joins a rebel group, gaining new skills and experiences. Amidst the turmoil, she yearns for a tranquil life.",https://www.imdb.com/title/tt0060999/?ref_=sr_i_238
239. Promise Her Anything,1966,1h 38m,Not Rated,5.2,636,,A young woman is left with a baby to raise alone. She decides that the baby needs a father figure and decides to marry a psychologist. She hides her son with a neighbor upstairs until she gets her man.,https://www.imdb.com/title/tt0060863/?ref_=sr_i_239
240. The Texican,1966,1h 31m,Approved,5.8,973,,"A former Texas sheriff, living in Mexico, goes to Arizona to investigate the murky circumstances under which his brother, a peaceful newspaperman, was killed.",https://www.imdb.com/title/tt0061081/?ref_=sr_i_240
241. Santa's Christmas Circus,1966,1h,Not Rated,2.0,210,,"Whizzo the clown takes a bunch of kids on a magic carpet ride to the North Pole to see Santa Claus, but not before the kids (members of the Johnny Miller Dance Studio) perform as circus animals in ""Whizzoland.""",https://www.imdb.com/title/tt0170547/?ref_=sr_i_241
242. Blindfold,1966,1h 42m,Approved,6.2,1.1K,,A New York psychiatrist is solicited by government agents in connection with a former patient of his who also happens to be a scientist wanted by certain foreign powers.,https://www.imdb.com/title/tt0058977/?ref_=sr_i_242
243. Father,1966,1h 28m,Not Rated,7.5,1.1K,,"A boy in Budapest loses his father in 1945, when he was the age of six. He does not remember much of the father but fantasizes that he performed various heroic feats.",https://www.imdb.com/title/tt0060116/?ref_=sr_i_243
244. Fort Yuma Gold,1966,1h 36m,,6.0,672,,Captured Confederate raider Gary Diamond agrees to work with the Yankees to prevent any further bloodshed by warning a Confederate regiment against attacking heavily defended Yankee Fort Yuma.,https://www.imdb.com/title/tt0061773/?ref_=sr_i_244
245. The Christmas Tree,1966,59m,,6.4,181,,Outpatient Gary determines to get a tree for the children who will be in hospital for Christmas. He enlists the aid of brother and sister and they set out to find one.,https://www.imdb.com/title/tt0060236/?ref_=sr_i_245
246. That Riviera Touch,1966,1h 38m,,5.8,735,,"Two friends decide to have a holiday in the south of France. Arriving at a deserted villa, they soon become involved with a gang of jewel thieves and a beautiful woman.",https://www.imdb.com/title/tt0061085/?ref_=sr_i_246
247. Anupama,1966,2h 28m,Not Rated,7.4,548,,"Mohan Sharma (Tarun Bose) is a workaholic whose life changes dramatically after his wife dies giving birth to their daughter Uma (Sharmila Tagore). He despises the daughter by day, and adores her when drunk at night. Uma's life gets better as she comes of age and has a relationship with a sensitive poet, Ashok (Dharmendra), who slowly brings her out of her shell.",https://www.imdb.com/title/tt0137361/?ref_=sr_i_247
248. Here Is Your Life,1966,1h 50m,M,7.3,1.3K,,"A working class teenager comes of age in 1910s rural Sweden, moving from job to job and meeting a variety of individuals who gradually shape his future.",https://www.imdb.com/title/tt0060529/?ref_=sr_i_248
249. Love in Tokyo,1966,2h 44m,Not Rated,6.4,203,,"Gayatridevi wants her son Ashok to marry Sarita, whom she has chosen for him. However, Ashok is in love with Asha. Things take a turn when Ashok loses his eyesight in an accident.",https://www.imdb.com/title/tt0157944/?ref_=sr_i_249
250. A Few Dollars for Django,1966,1h 25m,Not Rated,5.5,539,,"Sent to Montana to hunt down bank robbers, a bounty hunter takes the star off a replacement sheriff who didn't reach his destination and steps into a range war between farmers and cattlemen.",https://www.imdb.com/title/tt0060084/?ref_=sr_i_250
251. Hunger,1966,1h 52m,Not Rated,7.7,3.4K,,"In 1890, Pontus, the starving writer, wanders the streets of Christiania, in search of love and a chance to get his work published. All he meets is defeat and suffering while his sense of reality is withering. One moment his is delighted and the next he curses everybody. All the time he manages to maintain human dignity and pride.",https://www.imdb.com/title/tt0061042/?ref_=sr_i_251
252. An Eye for an Eye,1966,1h 46m,Approved,6.1,467,,"A former bounty hunter teams up with a younger one, to track down and kill the wanted gang leader who murdered his wife and little boy.",https://www.imdb.com/title/tt0060386/?ref_=sr_i_252
253. Secret Agent Super Dragon,1966,1h 35m,,2.6,1.2K,,"A series of murders in Michigan lead an American secret agent to Amsterdam, where he uncovers a plot to imperil the world with a potent new drug.",https://www.imdb.com/title/tt0060956/?ref_=sr_i_253
254. The War of the Planets,1966,1h 39m,Approved,4.0,679,,"In the 21st century, aliens invade the solar system.",https://www.imdb.com/title/tt0059101/?ref_=sr_i_254
255. The Wild World of Batwoman,1966,1h 10m,G,1.8,4.8K,,Batwoman and her bevy of Batmaidens fight evil and dance.,https://www.imdb.com/title/tt0061191/?ref_=sr_i_255
256. Suraj,1966,2h 35m,Not Rated,6.7,171,,"Maharaja Vikram decides to marry his daughter Anuradha to his commander's son, Pratap. However, years later, Anuradha is abducted by bandit Suraj while on her way to Pratap's coronation.",https://www.imdb.com/title/tt0061046/?ref_=sr_i_256
257. One of Our Spies Is Missing,1966,1h 40m,Not Rated,5.4,478,,U.N.C.L.E. agents Napoleon Solo and Illya Kuryakin are sent to Europe where a scientist's age-reversing machine is in danger of being seized by T.H.R.U.S.H. spies.,https://www.imdb.com/title/tt0060784/?ref_=sr_i_257
258. The Fat Spy,1966,1h 20m,Not Rated,2.6,611,,"Off the coast of Florida, a nearly-deserted island is rumored to have the fountain of youth. A boatload of teenage kids are headed there for a scavenger hunt.",https://www.imdb.com/title/tt0059171/?ref_=sr_i_258
259. Come imparai ad amare le donne,1966,1h 50m,,5.3,170,,Robert chases out into the world to unravel the mystery of women.,https://www.imdb.com/title/tt0060456/?ref_=sr_i_259
260. Psycho-Circus,1966,1h 31m,Not Rated,5.4,1.5K,,A circus becomes the location for stolen loot and murder.,https://www.imdb.com/title/tt0060865/?ref_=sr_i_260
261. Gogola,1966,,,8.9,23,,"A scientist must find a way to destroy a giant, prehistoric beast that has been ravaging the city.",https://www.imdb.com/title/tt3430032/?ref_=sr_i_261
262. Las Vegas Hillbillys,1966,1h 30m,TV-G,4.2,288,,A Hillbilly hits the big time in Las Vegas.,https://www.imdb.com/title/tt0060618/?ref_=sr_i_262
263. Out of Sight,1966,1h 27m,Unrated,4.8,145,,"Teenage/secret agent/musical comedy about Big Daddy, who's been ""driven mad by rock'n'roll"", so he plans to sabotage a music fair with a bomb. Secret agent Homer comes to the rescue aided by his girlfriend Sandra along with Marvin. The sinister villains belong to the crime syndicate F.L.U.S.H. Featuring the musical groups The Turtles, Gary Lewis and the Playboys, The Astronauts, The Knickerbockers, and Freddie and the Dreamers.",https://www.imdb.com/title/tt0060807/?ref_=sr_i_263
264. Around the World Under the Sea,1966,1h 50m,G,5.3,997,,"The crew of a five-man submarine travels the world oceans, planting sensors on the ocean floor to warn scientists of any impending earthquakes.",https://www.imdb.com/title/tt0060126/?ref_=sr_i_264
265. The Notorious Daughter of Fanny Hill,1966,1h 14m,X,3.3,172,,"Kissy Hill, the daughter of a notorious madam in 19th Century London, follows in her late mother's footsteps with prositution in catering to various upper class gentlemen.",https://www.imdb.com/title/tt0060761/?ref_=sr_i_265
266. Man from Nowhere,1966,1h 44m,M,6.1,755,,"After getting sprung from prison by a Mexican bandit, a bounty hunter is hired to protect a town by the father of a saloon girl killed by a member of the bandit's gang.",https://www.imdb.com/title/tt0060124/?ref_=sr_i_266
267. My Name Is Pecos,1966,1h 25m,,6.1,468,,"A Mexican pistolero exacts revenge on the man responsible for the murder of his family, who has taken over his hometown in an effort to recover money that was stolen during a recent robbery.",https://www.imdb.com/title/tt0060351/?ref_=sr_i_267
268. The Hills Run Red,1966,1h 29m,Approved,5.9,933,,"At the end of the Civil War, 2 Confederates holding stolen Union money and chased by Union troops separate, one escaping with the loot and the other getting a 5-year prison term.",https://www.imdb.com/title/tt0060416/?ref_=sr_i_268
269. Agent for H.A.R.M.,1966,1h 24m,Approved,2.4,1.6K,,Secret agent tries to stop a scientist who has devised a bacterium that devours the body from within.,https://www.imdb.com/title/tt0060074/?ref_=sr_i_269
270. An American Dream,1966,1h 43m,Approved,4.8,559,,A TV talk-show host who may have killed his wife finds himself being pursued by both the police and a gang of hoods.,https://www.imdb.com/title/tt0060099/?ref_=sr_i_270
271. Return of the Gunfighter,1966,1h 38m,Not Rated,6.4,732,,"An aging gunman and a wounded drifter come upon a young Mexican girl, and agree to help her avenge the death of her father, who was murdered for their land.",https://www.imdb.com/title/tt0062194/?ref_=sr_i_271
272. Chamber of Horrors,1966,1h 20m,Unrated,6.0,1.5K,,A one-handed madman uses various detachable devices as murder weapons to gain revenge on those he believes have wronged him.,https://www.imdb.com/title/tt0060228/?ref_=sr_i_272
273. The Hot Month of August,1966,1h 19m,,5.3,147,,A chance encounter with an international playboy and a clandestine affair with a cryptic married woman entangle an unsuspecting young man in a well-planned conspiracy. Has anyone emerged unscathed from the unbreakable shackles of passion?,https://www.imdb.com/title/tt0065242/?ref_=sr_i_273
274. Fireball 500,1966,1h 32m,Unrated,5.1,659,,Two race car drivers get caught up in a moonshine operation while competing for titles and women.,https://www.imdb.com/title/tt0060415/?ref_=sr_i_274
275. The Ugly Ones,1966,1h 35m,R,6.3,735,,"An escapee Mexican outlaw returns to his hometown, where he is sheltered from a tenacious bounty killer by the townspeople - who discover too late that he is a changed man.",https://www.imdb.com/title/tt0060853/?ref_=sr_i_275
276. The Talisman,1966,1h 33m,,6.8,10,,"Jagged lightning of a gathering thunderstorm. Buzzards circle over smoldering debris of a wagon train massacre. Two people are left alive. One, a Cheyenne warrior, fallen unconscious under his dying pony. The Indian drags himself free. Reviving from her faint into a living nightmare is The Woman. He starts to knife her. Then, a huge bird hovers above. To him, a great sign, the spirit of the storm come to spare her life. The morning light assuages her fears. He has not hurt her. A fire kept her warm and he has made a clumsy attempt to feed her. He can't comprehend her words. She draws stick figures in the dirt to express her need to reach a settlement of her own kind. Thus begins an arduous trek across brutal terrain. Fighting off and killing a Crow war party, the Indian gains a horse and a rifle. Enduring winter's freeze and a bear attack, they survive. Their bond of respect and trust becomes love. Before it can be consummated, five white mountain men, led by Buford, appear, offering the Woman safe conduct. They let the Indian go. In a poignant parting, he gives her his amulet, a talisman, to protect her. But, that night, fired by liquor and lust, the trappers gamble for first to have her. When the elder Isaac tries to stop them, he is shot dead. The four take their turns ravaging the Woman. Concerned for her, the Indian rides back the next day to find the Woman left staked out, limbs apart, shocked out of her senses. Leaving the catatonic girl in the care of two old Shoshone squaws, the Indian tracks the men, one by one. His savage brand of vengeance: insidious devices of torture and slow death.",https://www.imdb.com/title/tt0061064/?ref_=sr_i_276
277. A Report on the Party and Guests,1966,1h 11m,,7.1,1.9K,,"A small group of bourgeois guests head for a birthday party of a prominent figure. As they go through the woods and have a picnic, they are suddenly surrounded by a bunch of suspicious strangers.",https://www.imdb.com/title/tt0063371/?ref_=sr_i_277
278. Butaságom története,1966,1h 23m,,7.6,207,,,https://www.imdb.com/title/tt0059001/?ref_=sr_i_278
279. Rat Pfink and Boo Boo,1966,1h 12m,Not Rated,4.3,984,,"After stopping three crooks from robbing an innocent woman, two dimwits become crime fighters.",https://www.imdb.com/title/tt0059637/?ref_=sr_i_279
280. Estrategia matrimonio,1966,1h 58m,,7.1,32,,Monica Ferret plot how to gets married to a millionaire. She plans how to know and conquer them.,https://www.imdb.com/title/tt0060382/?ref_=sr_i_280
281. Angelique and the King,1966,1h 40m,TV-MA,6.6,1.9K,,"In the third of the Angélique series, the heroine is sent on a mission by King Louis XIV, and later finds herself the subject of rumors.",https://www.imdb.com/title/tt0058909/?ref_=sr_i_281
"282. Die Nibelungen, Teil 1 - Siegfried",1966,1h 31m,,6.2,681,,"Volker von Alzey, the royal bard of the Burgunds (far greater then modern Burgundy), ruled by the Christian, papist king Gunther, who has two brave, loyal brothers and a sister Kriemhild, tells in rhyme the tale of Siegfried of Xanthen, who in the northern kingdom of the Lowlands was a forgery apprentice, till his jealous rival's attack made him drench his blade in blood, which made it all-splitting, the right means to slay the feared-most dragon, Rachnir, whose blood makes him, once bathed in it, invulnerable; Alberich, king of the Alves, whose helmet of invisibility he beats, shows him the dragon-protected ring of the Nibelungen, and he sets out by ship for Iceland, to awake its maiden queen Brunhild, but refuses to stay with her, returning southward to rule from Xanthen on the Rhine and seek himself a queen. Siegfried challenges Gunther at Easter to a duel for both realms, is however proposed instead a preferable marital alliance with Gunther's sister Kriemhild. Just after their betrothal invades Ludegast, king of the Saxons, who however swears allegiance to Burgundy when defeated but spared in duel by Siegfried. Now Gunther demands, for Kriemhild's hand, Siegfried gets him Brunhild as politically ideal bride for Burgundy. Siegfried manages this, but only by using more magic, which will later come at a terrible price...",https://www.imdb.com/title/tt0060749/?ref_=sr_i_282
283. The Treasure of San Gennaro,1966,1h 44m,,6.9,1.9K,,An American gangster in Italy enlists a local gang to help him steal the treasure of Naples' patron saint.,https://www.imdb.com/title/tt0062080/?ref_=sr_i_283
284. Devar,1966,2h 36m,,7.0,119,,A wealthy male starts to self-destruct after he finds that his childhood sweetheart is now his sister-in-law.,https://www.imdb.com/title/tt0060306/?ref_=sr_i_284
285. The Black Cat,1966,1h 13m,,5.5,474,,"A mentally unbalanced man is obsessed with the idea that a black cat is possessed. He tortures and kills it. Later, he comes to believe that the cat has returned from the dead to kill him.",https://www.imdb.com/title/tt0060171/?ref_=sr_i_285
286. Change of Life,1966,1h 34m,,7.2,471,,"After a stint in the army fighting in Angola, a soldier comes home to find his sweetheart has married his brother. He makes advances towards his sister-in-law, but she turns him down. Discouraged, the man meets a new girlfriend who vows to escape the town's crushing poverty even if she has to steal. The two begin a relationship but the film does not indicate what their future may hold.",https://www.imdb.com/title/tt0060720/?ref_=sr_i_286
287. Wings,1966,1h 25m,,7.6,2.3K,,"A fascinating and human portrayal of a once-famous fighter pilot and loyal Stalinist named Nadezhda Petrovna. Now a 41-year-old provincial schoolmistress, she has so internalized the military ideas of service and obedience that she cannot adjust to life in peacetime.",https://www.imdb.com/title/tt0061196/?ref_=sr_i_287
288. Kutsukake Tokijiro - yukyo ippiki,1966,1h 30m,,7.4,112,,"According to the code of the gamblers, Tokijiro, though he dislikes killing, has to join in the fighting when afforded a night's stay and meals at the home of a town boss. He will be tested again and again in the bloody tale.",https://www.imdb.com/title/tt0122577/?ref_=sr_i_288
289. Chappaqua,1966,1h 22m,Not Rated,6.4,630,,"Semi-autobiographical story of Conrad Rooks, who travels to France to undergo a drug-withdrawal cure. Flashbacks to the beginings of psychedelia in San Fran.",https://www.imdb.com/title/tt0059025/?ref_=sr_i_289
290. Press for Time,1966,1h 38m,,5.9,643,,"The British P.M.'s grandson, Norman, becomes a reporter for a provincial newspaper in Teignmouth where he causes hilarious chaos.",https://www.imdb.com/title/tt0060857/?ref_=sr_i_290
291. Red Roses of Passion,1966,1h 25m,,5.5,235,,"Jaded Carla drugs her stuck up aunt and her daughter with mind-altering aphrodisiac concocted from a rose by an ominous Pan sex cult. The women become crazed nymphos and the only way to cure them is for Carla to give herself to ""Pan"".",https://www.imdb.com/title/tt0060888/?ref_=sr_i_291
292. Brick and Mirror,1966,2h 6m,,7.6,933,,"Hashem (Zakariya Hashemi) is a cab driver who finds an infant child in the back seat of his cab one night after he gives a ride to a young woman. He and his girlfriend, Taji (Taji Ahmadi), try to cope with this unwanted child. Hashem insists on getting rid of the child, Taji on keeping him.",https://www.imdb.com/title/tt0122130/?ref_=sr_i_292
293. Jin pu sa,1966,1h 44m,,5.7,65,,"The Shaw Brothers' take on James Bond. Pursued by the murderous Skeleton Gang, three people travel from Bangkok, Thailand to the ruins of the ancient Siamese capital Ayutthaya in search of lost treasure, using three small Buddha statues.",https://www.imdb.com/title/tt0060465/?ref_=sr_i_293
294. Der var engang,1966,1h 43m,,5.4,99,,"The prince of Denmark sets out to woo the proud princess of Illyria, but when she rejects him he takes her away by force and makes her to live a humble life until her pride is overcome.",https://www.imdb.com/title/tt0060298/?ref_=sr_i_294
295. Castle of Evil,1966,1h 21m,Unrated,4.5,323,,"The relatives of a recently deceased man named Kovac gather at is creepy mansion for the reading of the will. Before the will can be read, however, the relatives began to be murdered one by one.",https://www.imdb.com/title/tt0060219/?ref_=sr_i_295
296. The Hunt,1966,1h 31m,,7.5,2.5K,,"Three men go hunting rabbits during a hot day. Heat and talking about events happened in the past make them angry, until they go totally crazy.",https://www.imdb.com/title/tt0060223/?ref_=sr_i_296
297. The Swap and How They Make It,1966,1h 41m,Not Rated,6.1,140,,"Two bored suburban housewives, neglected by their workaholic husbands, take on a couple of college kids for kicks, then decide to join a wife-swapping club. Complications arise when love, jealousy and resentment arise.",https://www.imdb.com/title/tt0061050/?ref_=sr_i_297
298. Moonlighting Wives,1966,1h 26m,Not Rated,5.6,144,,"Tired of being in debt, an ambitious housewife sets up a stenography business. Finding that her clients are more interested in the women than the dictation, she turns it into a profitable prostitution ring made up of neighbourhood wives.",https://www.imdb.com/title/tt0057320/?ref_=sr_i_298
299. Samurai Wolf,1966,1h 15m,,7.1,831,,"A charismatic ronin gets snared into a conflict between officials at a waystation, and gains the enmity of a group of thugs.",https://www.imdb.com/title/tt0199680/?ref_=sr_i_299
300. Invasion,1966,1h 22m,,5.6,537,,"An alien spaceship crashes near a rural hospital. When the alien is taken to the hospital, a mysterious force field suddenly appears around it.",https://www.imdb.com/title/tt0060544/?ref_=sr_i_300
301. Galpa Holeo Satyi,1966,1h 44m,,8.7,662,,"A mysterious man arrives as a servant in a dysfunctional and fragmented joint family and over time, helps them to rebuild the love and compassion within the family.",https://www.imdb.com/title/tt0366505/?ref_=sr_i_301
302. 10:30 P.M. Summer,1966,1h 25m,Not Rated,6.4,787,,"A group of tourists, which relations are already complicated enough, faces with local crime incident.",https://www.imdb.com/title/tt0060045/?ref_=sr_i_302
303. Seven Dollars to Kill,1966,1h 25m,Not Rated,5.5,363,,"A little boy is abducted by ruthless bandit gang leader El Cachal after Cachal and his men butcher the boy's family with the exception of his father. Johnny Ashley, the gunslinger father of the boy, goes searching for his son. Alas, the boy has grown up to be a mean and vicious criminal.",https://www.imdb.com/title/tt0060978/?ref_=sr_i_303
304. Bang! Bang! You're Dead!,1966,1h 32m,,5.7,920,,One of six travelers who catch the bus from Casablanca airport to Marrakesh is carrying $2 million to pay a local operator to fix United Nations votes. But which one?,https://www.imdb.com/title/tt0060148/?ref_=sr_i_304
305. The Projected Man,1966,1h 17m,Not Rated,3.7,1.1K,,"A scientist experimenting with matter transmission by means of a laser beam decides to use himself as a test specimen. But the process goes awry, and one side of his body becomes deformed and lethal to anyone it touches.",https://www.imdb.com/title/tt0062159/?ref_=sr_i_305
306. New York City... Melting Point,1966,,,6.4,99,,A documentary about New York City produced in collaboration with the United States Information Agency (USIA) for educational and information purposes.,https://www.imdb.com/title/tt3413658/?ref_=sr_i_306
307. Line of Demarcation,1966,1h 32m,,7.1,932,,1941. A little town in the Jura is cut in half by a river that forms the border between German-occupied France and the free zone.,https://www.imdb.com/title/tt0060630/?ref_=sr_i_307
308. Dutchman,1966,55m,,7.1,500,,"With the provocation of her lovely half-naked body and strikingly lascivious speech, Lula, a sinister, neurotic white girl, lures to his doom Clay, a good-looking young Black stranger whom she has picked up in the subway and starts mocking for wearing the clothes and employing the voice and manners of the conventional white intellectual. At first Clay sees no reason to resist Lula's advances; only when it's too late does he realise she's using him, drops his ""'white' disguise"" and launches a wild, bitter counterattack on her and on the entire white race.",https://www.imdb.com/title/tt0060358/?ref_=sr_i_308
309. The Girls on F Street,1966,1h 9m,R,4.8,373,,"A pathetic Joe (Nick Nickerson) pays a bitter prostitute, Margo (Althea Curier) to have sex with him, and is abused endlessly. A woman sculptor and her live model try to suppress their lesbian longings for each other. Lonely, bespectacled middle-aged Nick (Ken McCormick) goes to the House of Fetish - the local brothel - after watching a buxom stripper (Eve St. Pierre) do her exotic dance on stage. His wife catches him in bed with another woman, and whips her silly...",https://www.imdb.com/title/tt0124666/?ref_=sr_i_309
"310. Oh, Beautiful Istanbul",1966,1h 37m,,7.9,2.6K,,Black comedy about a girl who runs away from her rural village to Istanbul to become and actress and an old drunkard street photographer.,https://www.imdb.com/title/tt0062060/?ref_=sr_i_310
311. The Hired Killer,1966,1h 35m,,5.9,305,,"Clint Harris, a hit-man, is tasked with killing an ex-employee who has become a snitch for the police. After his brothers assassinate him, he is assigned an assistant and faces a tense situation.",https://www.imdb.com/title/tt0062347/?ref_=sr_i_311
312. Kiss the Girls and Make Them Die,1966,1h 46m,Approved,6.0,445,,"In this spoof of spy films, CIA agent, Kelly, is in Rio De Janeiro spying on a wealthy industrialist, David Ardonian, who secretly plans to turn the world sterile and repopulate it with his harem. UK spy, Susan Fleming, helps Kelly.",https://www.imdb.com/title/tt0060592/?ref_=sr_i_312
313. The Threat,1966,1h 24m,Not Rated,7.1,88,,"Two escaped criminals who kidnapped a baby break into the house of Misawa, a man who works in an advertising agency and lives quietly with his family. They will force him to collect the child's ransom for them.",https://www.imdb.com/title/tt0323472/?ref_=sr_i_313
"314. A Smell of Honey, a Swallow of Brine",1966,1h 9m,Not Rated,5.8,267,,"A young woman teases, seduces, and emotionally destroys young men for her own twisted enjoyment.",https://www.imdb.com/title/tt0180177/?ref_=sr_i_314
315. Anbe Vaa,1966,2h 54m,Not Rated,7.2,213,,A rich industrialist finds romance in comic mix-up at a hill station.,https://www.imdb.com/title/tt0370279/?ref_=sr_i_315
"316. $1,000 on the Black",1966,1h 42m,,5.9,418,,"Twelve years ago, Sartana framed his brother Johnny for murder and stole his girlfriend. Now the town's undisputed boss and doted over by his possessive mother, Sartana seems safe - until, his sentence served, Johnny rides back into town.",https://www.imdb.com/title/tt0060697/?ref_=sr_i_316
"317. Who Are You, Polly Maggoo?",1966,1h 41m,Not Rated,6.8,1.3K,,A model tells a television crew about her dreams of a life with Prince Charming while she is fending off the lecherous advances of a horde of men.,https://www.imdb.com/title/tt0060879/?ref_=sr_i_317
318. Incident at Phantom Hill,1966,1h 28m,Approved,6.2,602,,"After a convoy carrying a million dollars in gold is ambushed, an army captain is sent on a secret mission to retrieve the bullion with the reluctant help of one of the robbers.",https://www.imdb.com/title/tt0060537/?ref_=sr_i_318
319. A Matter of Resistance,1966,1h 33m,,6.8,1.2K,,"During World War II, just before the liberation of France, a beautiful lady finds herself in the midst of bizarre doings from her admirers.",https://www.imdb.com/title/tt0059872/?ref_=sr_i_319
320. Rantevou ston aera,1966,1h 33m,,6.5,500,,"A hopeful Miss Europe 1966 and her girlfriends fall for an aircraftman and his friends. To be together, they take advantage of their commander's adoration for the famous actress, Rena Vlahopoulou. Who says no to a rendezvous with love?",https://www.imdb.com/title/tt0145426/?ref_=sr_i_320
321. Hip Hot and 21,1966,1h 30m,,4.4,86,,"Naïve young country gal Diane gets sold by her abusive father to hunky stud Rick for only fifty bucks. Alas, Rick turns out to be a total no-account jerk who leaves Diane high and dry to fend for herself in a cheap apartment after spending a single night with her. Pretty soon Diane finds herself in all kinds of trouble with the low-life characters who live in the apartment with her.",https://www.imdb.com/title/tt0140168/?ref_=sr_i_321
322. The Priest and the Girl,1966,1h 30m,,7.3,526,,"In a small town in Minas Gerais, the arrival of a young priest causes a commotion in the conservative atmosphere of the place, aggravated by the sudden attraction this priest feels for a beautiful girl. This forbidden love affair soon turns into an unbridled passion.",https://www.imdb.com/title/tt0059560/?ref_=sr_i_322
323. Hotel Paradiso,1966,1h 38m,,6.1,885,,"Monsieur Feydeau has writer's block, and he needs a new play. But he takes an opportunity to observe the upper class of 1900 Paris, Monsieur Boniface with a domineering wife, and the next-door neglectful husband Henri with a beautiful, but ignored wife, Marcelle. Henri traces architectural anomalies (most ghost sounds are drains), and plans a night at the Hotel Paradiso, but this hotel is the assignation spot of Marcelle and Boniface. One wife, two husbands, a nephew, and the perky Boniface maid, all at this ""by the hour"" hotel, and consummation of the affair is, to say the least, severely compromised (not the least by a police raid). All of this under Feydeau's eye, and his play is the ""success fou"" of the next season.",https://www.imdb.com/title/tt0060520/?ref_=sr_i_323
324. Lanza tus penas al viento,1966,1h 27m,,7.5,19,,Four poor artist friends love and lose in a La Boheme inspired plot.,https://www.imdb.com/title/tt0244620/?ref_=sr_i_324
"325. Another Day, Another Man",1966,1h 11m,Not Rated,4.9,292,,"A young couple moves into an expensive new apartment after the husband gets a big pay raise. Unfortunately, he is soon stricken with a mysterious ailment and becomes bedridden. The wife is unable to find a job, and with the bills piling up, she runs into a seedy pump who suggests a way in which she could make a lot of money in a short time.",https://www.imdb.com/title/tt0060111/?ref_=sr_i_325
